condition,layer,mode,split,k,mean_r2,sd_r2
default,16,mean_pooled,pair_novel,1,0.331427,0.008602
default,16,mean_pooled,pair_novel,2,0.415377,0.006625
default,16,mean_pooled,pair_novel,3,0.461849,0.004538
default,16,mean_pooled,pair_novel,4,0.486895,0.004804
default,16,mean_pooled,pair_novel,5,0.503163,0.004667
default,16,mean_pooled,pair_novel,6,0.514679,0.0048
default,16,mean_pooled,pair_novel,7,0.525792,0.004822
default,16,mean_pooled,pair_novel,8,0.536565,0.005302
default,16,mean_pooled,pair_novel,9,0.545172,0.004008
default,16,mean_pooled,pair_novel,10,0.551043,0.004094
default,16,mean_pooled,pair_novel,11,0.558021,0.003259
default,16,mean_pooled,pair_novel,12,0.564282,0.003587
default,16,mean_pooled,pair_novel,13,0.569246,0.003857
default,16,mean_pooled,pair_novel,14,0.573512,0.003708
default,16,mean_pooled,pair_novel,15,0.57735,0.003363
default,16,mean_pooled,word_novel,1,0.303491,0.053238
default,16,mean_pooled,word_novel,2,0.37584,0.03484
default,16,mean_pooled,word_novel,3,0.408426,0.035693
default,16,mean_pooled,word_novel,4,0.423092,0.032465
default,16,mean_pooled,word_novel,5,0.433806,0.030574
default,16,mean_pooled,word_novel,6,0.439719,0.032761
default,16,mean_pooled,word_novel,7,0.441569,0.03431
default,16,mean_pooled,word_novel,8,0.443227,0.032374
default,16,mean_pooled,word_novel,9,0.446355,0.031826
default,16,mean_pooled,word_novel,10,0.447765,0.033108
default,16,mean_pooled,word_novel,11,0.447804,0.030631
default,16,mean_pooled,word_novel,12,0.44822,0.030041
default,16,mean_pooled,word_novel,13,0.44735,0.031987
default,16,mean_pooled,word_novel,14,0.44665,0.029183
default,16,mean_pooled,word_novel,15,0.445965,0.029318
default,16,words_only,pair_novel,1,0.150721,0.005235
default,16,words_only,pair_novel,2,0.223127,0.004463
default,16,words_only,pair_novel,3,0.271121,0.002942
default,16,words_only,pair_novel,4,0.307366,0.004237
default,16,words_only,pair_novel,5,0.324398,0.006338
default,16,words_only,pair_novel,6,0.339245,0.006213
default,16,words_only,pair_novel,7,0.351825,0.004734
default,16,words_only,pair_novel,8,0.360413,0.004303
default,16,words_only,pair_novel,9,0.366941,0.004532
default,16,words_only,pair_novel,10,0.372083,0.00442
default,16,words_only,pair_novel,11,0.375994,0.004462
default,16,words_only,pair_novel,12,0.378867,0.004508
default,16,words_only,pair_novel,13,0.381255,0.005039
default,16,words_only,pair_novel,14,0.383384,0.005005
default,16,words_only,pair_novel,15,0.385231,0.005178
default,16,words_only,word_novel,1,0.093973,0.033704
default,16,words_only,word_novel,2,0.127104,0.031848
default,16,words_only,word_novel,3,0.155325,0.038969
default,16,words_only,word_novel,4,0.182487,0.035012
default,16,words_only,word_novel,5,0.196602,0.035463
default,16,words_only,word_novel,6,0.216925,0.040463
default,16,words_only,word_novel,7,0.227704,0.038721
default,16,words_only,word_novel,8,0.237658,0.038507
default,16,words_only,word_novel,9,0.242283,0.039603
default,16,words_only,word_novel,10,0.245278,0.036174
default,16,words_only,word_novel,11,0.248725,0.034774
default,16,words_only,word_novel,12,0.249221,0.036177
default,16,words_only,word_novel,13,0.249091,0.036193
default,16,words_only,word_novel,14,0.248963,0.035834
default,16,words_only,word_novel,15,0.247605,0.03499
attn_zeroed,16,mean_pooled,pair_novel,1,0.215585,0.006634
attn_zeroed,16,mean_pooled,pair_novel,2,0.321563,0.004421
attn_zeroed,16,mean_pooled,pair_novel,3,0.387315,0.004249
attn_zeroed,16,mean_pooled,pair_novel,4,0.444429,0.005534
attn_zeroed,16,mean_pooled,pair_novel,5,0.490507,0.006831
attn_zeroed,16,mean_pooled,pair_novel,6,0.525694,0.006312
attn_zeroed,16,mean_pooled,pair_novel,7,0.557884,0.006163
attn_zeroed,16,mean_pooled,pair_novel,8,0.577807,0.005601
attn_zeroed,16,mean_pooled,pair_novel,9,0.592997,0.005773
attn_zeroed,16,mean_pooled,pair_novel,10,0.603711,0.005444
attn_zeroed,16,mean_pooled,pair_novel,11,0.612587,0.00578
attn_zeroed,16,mean_pooled,pair_novel,12,0.620107,0.005868
attn_zeroed,16,mean_pooled,pair_novel,13,0.626956,0.005864
attn_zeroed,16,mean_pooled,pair_novel,14,0.632731,0.005684
attn_zeroed,16,mean_pooled,pair_novel,15,0.637421,0.006053
attn_zeroed,16,mean_pooled,word_novel,1,0.127667,0.045478
attn_zeroed,16,mean_pooled,word_novel,2,0.180797,0.043467
attn_zeroed,16,mean_pooled,word_novel,3,0.220739,0.061252
attn_zeroed,16,mean_pooled,word_novel,4,0.262314,0.052079
attn_zeroed,16,mean_pooled,word_novel,5,0.299892,0.04763
attn_zeroed,16,mean_pooled,word_novel,6,0.327311,0.048974
attn_zeroed,16,mean_pooled,word_novel,7,0.350767,0.041654
attn_zeroed,16,mean_pooled,word_novel,8,0.372327,0.039628
attn_zeroed,16,mean_pooled,word_novel,9,0.386382,0.037841
attn_zeroed,16,mean_pooled,word_novel,10,0.398472,0.032322
attn_zeroed,16,mean_pooled,word_novel,11,0.40556,0.03063
attn_zeroed,16,mean_pooled,word_novel,12,0.410149,0.029151
attn_zeroed,16,mean_pooled,word_novel,13,0.412503,0.028675
attn_zeroed,16,mean_pooled,word_novel,14,0.411251,0.02946
attn_zeroed,16,mean_pooled,word_novel,15,0.410772,0.026191
attn_zeroed,16,words_only,pair_novel,1,0.150357,0.005353
attn_zeroed,16,words_only,pair_novel,2,0.222582,0.004605
attn_zeroed,16,words_only,pair_novel,3,0.270418,0.002825
attn_zeroed,16,words_only,pair_novel,4,0.306007,0.003214
attn_zeroed,16,words_only,pair_novel,5,0.322288,0.003891
attn_zeroed,16,words_only,pair_novel,6,0.336239,0.003764
attn_zeroed,16,words_only,pair_novel,7,0.350023,0.00409
attn_zeroed,16,words_only,pair_novel,8,0.359599,0.00431
attn_zeroed,16,words_only,pair_novel,9,0.366139,0.004548
