condition,layer,mode,n,estimate,se,t,p,ci_lo,ci_hi
attn_zeroed,0,individual,48950,-0.026189511030122948,0.030099142347567238,-0.8701082153006833,0.38424553541393025,-0.08518420479123376,0.03280518273098787
attn_zeroed,0,mean_pooled,48950,-0.055060597345256805,0.031106120413691464,-1.7700888639594443,0.07671856222331952,-0.11602898065370304,0.00590778596318943
attn_zeroed,0,words_only,48950,-0.048372276599998265,0.030932480484718028,-1.5638020566729605,0.11787052582917612,-0.10900032348569201,0.01225577028569548
attn_zeroed,1,individual,48950,-0.0026386926266514605,0.030674430823575436,-0.0860225456774716,0.931448846641542,-0.06276095896356833,0.05748357371026541
attn_zeroed,1,mean_pooled,48950,-0.01587269245420471,0.030504886417582523,-0.5203327833096256,0.6028340035615889,-0.07566264964440367,0.04391726473599424
attn_zeroed,1,words_only,48950,-0.04364231683860471,0.03090423170554517,-1.4121793175260826,0.15790352606705116,-0.10421499576539836,0.016930362088188947
attn_zeroed,2,individual,48950,-0.04703066494352023,0.03026216073258507,-1.5541079620557137,0.12016513152589746,-0.1063448767689833,0.012283546881942844
attn_zeroed,2,mean_pooled,48950,-0.05659017695440918,0.03054038835932896,-1.852961929906925,0.06389382983625448,-0.11644971839246046,0.0032693644836421024
attn_zeroed,2,words_only,48950,0.024684293292484876,0.030811830413327353,0.8011303762663814,0.4230600611068962,-0.035707277951087316,0.08507586453605706
attn_zeroed,3,individual,48950,-0.0220479892880376,0.030462678449600603,-0.7237705418620756,0.46921007616915,-0.08175521833546695,0.037659239759391755
attn_zeroed,3,mean_pooled,48950,0.019656878098564597,0.030429318448367368,0.6459848297923101,0.518292208396778,-0.039984964931087275,0.07929872112821647
attn_zeroed,3,words_only,48950,-0.030735549784699258,0.030683844371449876,-1.0016851021867876,0.3165006558831532,-0.0908762667926567,0.02940516722325818
attn_zeroed,4,individual,48950,-0.04531603447324151,0.02968702817368728,-1.5264591055768524,0.12690202866977401,-0.10350297932237622,0.012870910375893205
attn_zeroed,4,mean_pooled,48950,-0.015853416926293204,0.030170378485910244,-0.5254629779900457,0.5992637634808416,-0.07498773440550671,0.04328090055292031
attn_zeroed,4,words_only,48950,-0.03348411634140608,0.030117865232030736,-1.1117692467059481,0.26624283825571615,-0.09251550718918115,0.025547274506368997
attn_zeroed,5,individual,48950,-0.025432827564512768,0.029835053060140334,-0.8524478744263089,0.3939697291496337,-0.08390990303413098,0.03304424790510545
attn_zeroed,5,mean_pooled,48950,-0.028951191188238308,0.03010620570280372,-0.9616353343902833,0.3362375660265471,-0.0879597292135574,0.03005734683708078
attn_zeroed,5,words_only,48950,0.030236001441790384,0.030167715848010358,1.0022635321190394,0.3162212851797082,-0.028893097233987263,0.08936510011756803
attn_zeroed,6,individual,48950,-0.05893098321884462,0.0299213844118541,-1.9695272921762819,0.04889820187362365,-0.11757726921272046,-2.846972249687871e-4
attn_zeroed,6,mean_pooled,48950,-0.01496824299255508,0.030251930549839958,-0.49478637298518674,0.6207531452277626,-0.07426240353246327,0.04432591754735312
attn_zeroed,6,words_only,48950,-0.05345926497000892,0.0297336151560827,-1.7979403005447385,0.07219262880249226,-0.11173752088468614,0.004818990944668304
attn_zeroed,7,individual,48950,-0.049990662363310553,0.029824944568253832,-1.6761359689674478,0.09371794910822329,-0.10844792506297193,0.00846660033635082
attn_zeroed,7,mean_pooled,48950,-0.017616857183174708,0.030129143579491226,-0.5847115148392875,0.5587444051859732,-0.07667035373239735,0.04143663936604794
attn_zeroed,7,words_only,48950,-0.0055680831905361595,0.03043792795666128,-0.182932399290261,0.8548518185108334,-0.0652268009636398,0.05409063458256747
attn_zeroed,8,individual,48950,0.012974674843104394,0.030312238651093764,0.4280342007216358,0.6686281039008244,-0.04643769032614832,0.07238704001235712
attn_zeroed,8,mean_pooled,48950,-0.039321152592203854,0.030009466559214708,-1.3102916212994096,0.19010334929741493,-0.09814008069160399,0.019497775507196287
attn_zeroed,8,words_only,48950,-0.031932966390567134,0.029862154999578228,-1.0693456782009922,0.2849192082877758,-0.09046316199892579,0.02659722921779152
attn_zeroed,9,individual,48950,-0.04107594826676132,0.030163571003843256,-1.3617733875583788,0.17327567996906365,-0.1001969229963646,0.018045026462841958
attn_zeroed,9,mean_pooled,48950,-0.08611373156864743,0.02995708285557158,-2.8745699968123413,0.0040475234267386435,-0.14482998695668545,-0.027397476180609413
attn_zeroed,9,words_only,48950,-0.055697154712448786,0.02958856532940451,-1.8823878107093652,0.05978930622006458,-0.11369111116084324,0.0022968017359456736
attn_zeroed,10,individual,48950,-0.04317672440714902,0.029920663052518986,-1.443040360815601,0.14901550115846693,-0.1018215965277465,0.015468147713448448
attn_zeroed,10,mean_pooled,48950,-0.05978995426953809,0.030067020726631696,-1.9885559933970935,0.04675579181036404,-0.1187216892536738,-8.582192854023965e-4
attn_zeroed,10,words_only,48950,-0.06835605845791738,0.02958104461451212,-2.310806104000218,0.020847702166462794,-0.12633527421148347,-0.01037684270435129
attn_zeroed,11,individual,48950,-0.07424048657371837,0.029818689465671185,-2.4897300285174455,0.012787308735464286,-0.1326854891944364,-0.015795483953000337
attn_zeroed,11,mean_pooled,48950,-0.004200739854066503,0.029771588078980508,-0.1410989512189419,0.8877923528081868,-0.06255342317041857,0.054151943462285565
attn_zeroed,11,words_only,48950,-0.06021681597748614,0.029857855515080738,-2.0167830186957523,0.043723611462971324,-0.11873858454269748,-0.0016950474122748097
attn_zeroed,12,individual,48950,-0.06350145885037178,0.02943045229118874,-2.157678659576144,0.03095767347757635,-0.12118551177522177,-0.005817405925521803
attn_zeroed,12,mean_pooled,48950,-0.0947337260305127,0.03018183821889458,-3.1387659473705294,0.0016976163629998035,-0.1538905047290589,-0.03557694733196648
attn_zeroed,12,words_only,48950,-0.03640695396953164,0.029410052202420732,-1.2379085123329021,0.2157559232029013,-0.0940510224663979,0.021237114527334615
attn_zeroed,13,individual,48950,-0.08091393509469191,0.0294025874430485,-2.7519324702772705,0.005926653728068513,-0.13854337257024602,-0.023284497619137826
attn_zeroed,13,mean_pooled,48950,-0.029568399639855726,0.02992768103783034,-0.9879950137960752,0.3231599738923443,-0.08822702709904333,0.029090227819331876
attn_zeroed,13,words_only,48950,-0.09372836749912221,0.029600786349938107,-3.1664147834139613,0.0015442519342178235,-0.15174627729992463,-0.035710457698319806
attn_zeroed,14,individual,48950,-0.024021010011830917,0.029286044963650816,-0.8202203486898029,0.4120944978490275,-0.08142202277671272,0.03338000275305089
attn_zeroed,14,mean_pooled,48950,-0.03472418214479578,0.030054734889553653,-1.1553647793734199,0.2479467183800435,-0.09363183673528941,0.02418347244569785
attn_zeroed,14,words_only,48950,-0.08942686711598448,0.029937158789033726,-2.987152780468346,0.002817284316161688,-0.14810407108553678,-0.03074966314643219
attn_zeroed,15,individual,48950,-0.05401835834178912,0.029409776610771834,-1.8367483390541623,0.06625311542854753,-0.11166188667559218,0.0036251699920139477
