component,W1_sim,W2_sim,baseline_sim,W1_z,W2_z,r_bias_v_align,W1_words,W2_words
C1,0.12936504,0.118970565,0.13683616,-0.7689898962286172,-1.8388767789759228,0.016782966933054484,"grasslands, lighthouse, chairmen, heights, farmlands, feet, desktop, ovens, witchcraft, hospitalization, groundwater, cliffs, gardener, coworkers, morning","everyday, relics, extinction, developer, aviation, succession, prescription, suffragist, obedience, prelates, hybrid, debris, knives, conferences, communion"
C2,0.10360209,0.15895627,0.13683616,-3.4207295694139614,2.276788501681263,0.03589477237482891,"reeds, deformation, vitality, congresses, professionalism, falsification, classification, reunification, stadiums, fuselage, classics, ceramics, sons, receptors, kingfishers","procedure, patience, courage, difference, airspace, music, crises, hatred, camera, nutrient, poets, legs, bloggers, radicals, strawberries"
C3,0.12775554,0.15052852,0.13683616,-0.934653600402804,1.4093332113827404,-0.002664503876898903,"teens, pickup, flashbacks, climates, holders, popes, outlook, collectibles, flats, horror, mangoes, gigs, neighborhood, affinity, theft","humans, sunglasses, monument, practitioners, empowerment, juices, stories, announcements, hospitals, competitors, retention, information, cult, competency, realtor"
C4,0.1535318,0.12692793,0.13683616,1.7184564808823777,-1.0198382292388068,0.07988961102625065,"actor, beauty, wealth, happiness, grapes, ladies, girls, furniture, languages, movies, cities, actress, inability, ideas, teachers","nylon, conductors, caricaturist, rationale, hussars, pamphlets, nomenclature, idols, flashbacks, gangsters, discretion, pediatrics, pottery, civilizations, baggage"
C5,0.15619849,0.16333188,0.13683616,1.9929338090644695,2.7271627325178045,-0.03935575720991083,"cults, sectors, reagents, rector, supervision, eras, harmonies, amplifiers, tolerance, beings, reporters, sector, corridors, deities, repentance","gangsters, mangoes, story, dependents, situation, lungs, statistics, farmlands, temperature, vegetable, intention, documentaries, textures, weapons, decision"
C6,0.14511992,0.15077895,0.13683616,0.8526346372837171,1.4351094604323957,0.03490276207913408,"scripture, planters, mutations, succession, concubines, meetings, offerings, speakers, translator, sentiment, event, postage, vision, speech, recreation","cybernetics, marketer, internationalization, community, defenses, inquiry, therapy, odes, magicians, ions, kidney, greatness, chimpanzees, loyalty, faithfulness"
C7,0.15965034,0.15480508,0.13683616,2.3482276381941065,1.8495125875582648,0.02306960281936314,"boys, laughter, excitement, lips, mood, bitterness, complaints, wagner, terror, courage, pitcher, painters, readiness, efforts, violence","plantation, gemstones, nuns, nationality, proverbs, tournament, safety, waterfalls, monument, classroom, theft, shootings, variants, irony, factory"
C8,0.14584756,0.14052202,0.13683616,0.9275293187869734,0.37937988262694694,0.018633967818088563,"homeland, length, groundwater, today, arena, warmth, height, baritone, breakdown, adoption, territory, location, hundreds, farmlands, example","repression, retailer, precipitation, turks, arbitration, ensembles, principles, futures, tomato, retailers, figurines, obstacles, incantations, equality, intelligence"
C9,0.1603254,0.13568641,0.13683616,2.4177097061726553,-0.11834129621404939,0.06011976079257931,"heights, railings, bitterness, picts, vocal, motivational, graphics, radicals, chess, wealth, industrialisation, readiness, readership, novels, lungs","inhabitants, businessmen, kidney, forums, cults, misery, contestants, paralysis, pageants, vandals, geometry, rivers, reporter, servants, rector"
C10,0.14883266,0.15957056,0.13683616,1.234781409907426,2.340015925864471,-0.024759390789916628,"pitcher, headaches, flats, kidneys, fi, sheep, cousins, motives, pregnancy, females, pitfalls, foods, caterpillars, waterfalls, bullets","laity, rapeseed, leader, lightning, consolidation, connection, vision, obesity, ventilation, nightlife, surfers, difference, employer, destroyer, periodicals"
C11,0.16298434,0.11663509,0.13683616,2.691391016667209,-2.079263384343146,0.05610672382448476,"accomplishment, erection, derision, prolific, trial, ammunition, satisfaction, subway, proliferation, preference, foliage, surrealism, taxis, formula, saloons","improvements, protections, protector, grief, offspring, sitcoms, singer, fiber, math, contractors, security, shamanism, cleanup, assessments, scientists"
C12,0.14382996,0.1335223,0.13683616,0.7198607275056277,-0.3410897447283007,0.031594135750368985,"ladies, manors, men, girls, women, boys, stickers, irony, sector, teacher, rituals, passengers, darkness, indicators, others","century, locals, population, performance, militias, caterpillars, competitions, wisdom, stories, nations, illustrations, art, earnings, nomination, pastry"
C13,0.14986943,0.15260778,0.13683616,1.3414937926206727,1.6233484716256161,-0.04442786132614626,"death, production, brothers, semiconductor, friendship, wagner, marriage, supervision, sectors, taxis, framework, life, performance, independence, minimum","footage, diplomat, lovers, heiress, arrangements, systems, chicks, utility, burglary, architects, candidates, communications, voters, connections, authorities"
C14,0.1426677,0.12965897,0.13683616,0.6002310789649264,-0.7387366228438468,0.048094097462023394,"years, arena, varsity, aide, lasers, teens, workshops, growth, nominee, wealth, famines, degrees, rivers, pogroms, salons","rapeseed, fishery, inquiry, humanists, playwrights, fishermen, birthday, graveyards, mankind, insulin, screenplays, members, expertise, household, humanist"
C15,0.13681996,0.1407258,0.13683616,-0.001667189260798254,0.40035548550705446,0.05240531708139302,"policy, grandmother, locker, pitcher, helicopter, percentage, driver, operas, stadiums, communication, doorways, supervision, receivers, danger, suspension","ceos, campers, firefighters, coalition, beauty, entries, hybrids, punishment, rhetoric, liaison, guilt, scenery, metamorphosis, circus, sandstones"
