condition,layer,mode,split,mean_r2,sd_r2,n_folds,mean_best_epoch,mean_n_epochs
default,0,mean_pooled,pair_novel,0.222183,0.007163,10,89.4,95.4
default,0,mean_pooled,word_novel,0.094118,0.021541,10,95.6,101.6
default,0,words_only,pair_novel,0.256111,0.007366,10,61.6,67.6
default,0,words_only,word_novel,0.113056,0.018702,10,58.3,64.3
default,1,mean_pooled,pair_novel,0.258616,0.010105,10,61.7,67.7
default,1,mean_pooled,word_novel,0.135296,0.022117,10,65.6,71.6
default,1,words_only,pair_novel,0.257213,0.004708,10,55.3,61.3
default,1,words_only,word_novel,0.129848,0.025036,10,62.9,68.9
default,2,mean_pooled,pair_novel,0.266087,0.009556,10,72.4,78.4
default,2,mean_pooled,word_novel,0.146321,0.019462,10,78.1,84.1
default,2,words_only,pair_novel,0.255022,0.007448,10,53.9,59.9
default,2,words_only,word_novel,0.135869,0.023444,10,64.8,70.8
default,3,mean_pooled,pair_novel,0.268992,0.009567,10,63.5,69.5
default,3,mean_pooled,word_novel,0.157467,0.024547,10,73.3,79.3
default,3,words_only,pair_novel,0.26046,0.006169,10,59.8,65.8
default,3,words_only,word_novel,0.143463,0.023584,10,64.4,70.4
default,4,mean_pooled,pair_novel,0.283295,0.008672,10,64.3,70.3
default,4,mean_pooled,word_novel,0.168679,0.02319,10,68.2,74.2
default,4,words_only,pair_novel,0.263987,0.00811,10,53.0,59.0
default,4,words_only,word_novel,0.15303,0.021615,10,60.6,66.6
default,5,mean_pooled,pair_novel,0.280242,0.008954,10,54.7,60.7
default,5,mean_pooled,word_novel,0.167749,0.025597,10,69.9,75.9
default,5,words_only,pair_novel,0.269392,0.006774,10,55.0,61.0
default,5,words_only,word_novel,0.155967,0.023872,10,59.5,65.5
default,6,mean_pooled,pair_novel,0.283102,0.008058,10,53.9,59.9
default,6,mean_pooled,word_novel,0.173,0.02438,10,71.5,77.5
default,6,words_only,pair_novel,0.270042,0.009693,10,50.7,56.7
default,6,words_only,word_novel,0.157339,0.025253,10,58.4,64.4
default,7,mean_pooled,pair_novel,0.291092,0.007144,10,66.5,72.5
default,7,mean_pooled,word_novel,0.169584,0.024314,10,61.1,67.1
default,7,words_only,pair_novel,0.272129,0.007103,10,52.9,58.9
default,7,words_only,word_novel,0.156489,0.025949,10,50.6,56.6
default,8,mean_pooled,pair_novel,0.290095,0.007783,10,59.7,65.7
default,8,mean_pooled,word_novel,0.166676,0.021554,10,61.3,67.3
default,8,words_only,pair_novel,0.272435,0.005462,10,50.3,56.3
default,8,words_only,word_novel,0.159322,0.026654,10,56.8,62.8
default,9,mean_pooled,pair_novel,0.283846,0.007171,10,50.2,56.2
default,9,mean_pooled,word_novel,0.170999,0.024669,10,67.8,73.8
default,9,words_only,pair_novel,0.27361,0.008746,10,54.0,60.0
default,9,words_only,word_novel,0.158858,0.026459,10,59.7,65.7
default,10,mean_pooled,pair_novel,0.29102,0.01099,10,55.7,61.7
default,10,mean_pooled,word_novel,0.171224,0.024492,10,60.3,66.3
default,10,words_only,pair_novel,0.273169,0.0114,10,47.7,53.7
default,10,words_only,word_novel,0.160608,0.024112,10,53.6,59.6
default,11,mean_pooled,pair_novel,0.295235,0.004266,10,56.3,62.3
default,11,mean_pooled,word_novel,0.175588,0.022886,10,63.2,69.2
default,11,words_only,pair_novel,0.276367,0.007708,10,49.9,55.9
default,11,words_only,word_novel,0.160488,0.023543,10,54.3,60.3
default,12,mean_pooled,pair_novel,0.295214,0.009915,10,55.2,61.2
default,12,mean_pooled,word_novel,0.175005,0.026042,10,64.7,70.7
default,12,words_only,pair_novel,0.279222,0.009714,10,49.3,55.3
default,12,words_only,word_novel,0.161203,0.022448,10,50.3,56.3
default,13,mean_pooled,pair_novel,0.294804,0.007932,10,54.4,60.4
default,13,mean_pooled,word_novel,0.173051,0.025637,10,63.6,69.6
default,13,words_only,pair_novel,0.283151,0.006661,10,48.7,54.7
default,13,words_only,word_novel,0.164487,0.020758,10,52.5,58.5
default,14,mean_pooled,pair_novel,0.296701,0.005639,10,53.4,59.4
default,14,mean_pooled,word_novel,0.170283,0.022772,10,58.2,64.2
default,14,words_only,pair_novel,0.286846,0.004745,10,49.0,55.0
default,14,words_only,word_novel,0.165897,0.02427,10,48.4,54.4
default,15,mean_pooled,pair_novel,0.296023,0.007281,10,52.6,58.6
default,15,mean_pooled,word_novel,0.169896,0.02367,10,55.2,61.2
default,15,words_only,pair_novel,0.284811,0.008956,10,45.9,51.9
default,15,words_only,word_novel,0.162727,0.024482,10,45.9,51.9
default,16,mean_pooled,pair_novel,0.296395,0.005502,10,51.1,57.1
default,16,mean_pooled,word_novel,0.173055,0.020501,10,61.6,67.6
default,16,words_only,pair_novel,0.287842,0.005315,10,46.2,52.2
default,16,words_only,word_novel,0.164058,0.024544,10,49.0,55.0
