fold,n_train,n_test,train_r,train_r2,test_r,test_r2,test_rho,test_acc,stopped_epoch
0,40166,493,0.116055,0.013469,-0.055365,0.003065,-0.032272,0.494929,22
1,40129,499,0.120205,0.014449,0.046219,0.002136,0.051514,0.517034,22
2,39267,606,0.118439,0.014028,-0.043554,0.001897,-0.050759,0.485149,22
3,39663,515,0.079424,0.006308,-0.045643,0.002083,-0.047763,0.469903,21
4,39495,529,0.110936,0.012307,-0.042466,0.001803,-0.048648,0.491493,22
5,39622,526,0.073042,0.005335,0.056562,0.003199,0.03836,0.494297,21
6,38849,632,0.1127,0.012701,-0.037629,0.001416,-0.052527,0.476266,22
7,39802,470,0.116105,0.01348,0.066679,0.004446,0.070324,0.514894,22
8,39986,528,0.066362,0.004404,-0.027026,0.00073,-0.033225,0.505682,21
9,39933,514,0.079368,0.006299,-0.045425,0.002063,-0.053649,0.492218,21
