fold,n_train,n_test,r,r2,acc
1,279306,3086,-0.007692,5.9e-05,0.500324
2,271560,3838,0.007632,5.8e-05,0.497394
3,273072,3787,-0.021799,0.000475,0.484024
4,277277,3203,-0.020771,0.000431,0.483297
5,273362,3746,0.014643,0.000214,0.496263
6,275538,3408,0.019341,0.000374,0.50939
7,272895,3839,0.006974,4.9e-05,0.496744
8,278245,3162,-0.004594,2.1e-05,0.501265
9,276139,3294,0.014215,0.000202,0.510929
10,277479,3174,-0.003829,1.5e-05,0.49874
