fold,n_train,n_test,train_r,train_r2,test_r,test_r2,test_rho,test_acc,stopped_epoch
0,40166,493,0.051728,0.002676,0.066625,0.004439,0.077597,0.535497,21
1,40129,499,0.092122,0.008487,0.053396,0.002851,0.044407,0.51503,22
2,39267,606,0.058193,0.003386,0.002044,4e-06,0.019671,0.488449,21
3,39663,515,0.05208,0.002712,0.005437,3e-05,-0.002274,0.497087,21
4,39495,529,0.102834,0.010575,-0.044208,0.001954,-0.031541,0.480151,23
5,39622,526,0.051897,0.002693,-0.076189,0.005805,-0.094469,0.442966,21
6,38849,632,0.049205,0.002421,0.024352,0.000593,0.010135,0.495253,21
7,39802,470,0.079456,0.006313,0.01584,0.000251,0.016567,0.53617,22
8,39986,528,0.107021,0.011454,-0.089985,0.008097,-0.07954,0.471591,23
9,39933,514,0.054739,0.002996,0.025842,0.000668,0.02025,0.523346,21
