fold,n_train,n_test,r,r2,acc
1,40166,493,-0.162713,0.026475,0.490872
2,40129,499,0.082106,0.006741,0.537074
3,39267,606,0.026789,0.000718,0.478548
4,39663,515,-0.038118,0.001453,0.504854
5,39495,529,-0.126411,0.01598,0.478261
6,39622,526,0.067457,0.00455,0.536122
7,38849,632,0.022022,0.000485,0.488924
8,39802,470,0.004649,2.2e-05,0.489362
9,39986,528,-0.065264,0.004259,0.473485
10,39933,514,0.057282,0.003281,0.523346
