fold,n_train,n_test,train_r,train_r2,test_r,test_r2,test_rho,test_acc,stopped_epoch
0,306037,34005,0.407631,0.166163,0.36063,0.130054,0.336494,0.61091,33
1,306037,34005,0.394998,0.156023,0.363082,0.131828,0.339747,0.612616,28
2,306038,34004,0.396532,0.157238,0.355949,0.1267,0.32511,0.607429,28
3,306038,34004,0.41335,0.170858,0.354649,0.125776,0.330764,0.609899,36
4,306038,34004,0.418766,0.175365,0.353738,0.12513,0.324497,0.606487,38
5,306038,34004,0.411642,0.169449,0.351339,0.123439,0.32669,0.608458,35
6,306038,34004,0.407981,0.166448,0.358168,0.128284,0.332524,0.61334,33
7,306038,34004,0.41666,0.173605,0.354845,0.125915,0.328273,0.608811,37
8,306038,34004,0.404472,0.163597,0.365586,0.133653,0.33884,0.60787,32
9,306038,34004,0.434614,0.18889,0.362284,0.13125,0.333952,0.612487,55
