input,split,folds,epochs,mean_n_train,mean_n_test,mean_test_r,std_test_r,mean_test_r2,std_test_r2,mean_test_rho,std_test_rho,mean_train_r
concat,pair_novel,10,120.8,306037.8,34004.2,0.595064,0.005976,0.354134,0.007115,0.496176,0.006003,0.647957
