fold,epoch,train_loss,val_loss
0,1,10.420939317586065,10.411754608154297
0,2,10.361157300841581,10.403364181518555
0,3,10.34030294008728,10.422775268554688
0,4,10.319407734702324,10.436391830444336
0,5,10.296595554651931,10.449968338012695
0,6,10.276724188008743,10.455377578735352
0,7,10.253023410326975,10.487754821777344
0,8,10.229472396290944,10.5166597366333
0,9,10.204584401344787,10.516142845153809
0,10,10.186327759100184,10.524944305419922
0,11,10.162588859763137,10.572525978088379
0,12,10.146791064284002,10.581631660461426
0,13,10.123818228686364,10.592626571655273
0,14,10.109279355489882,10.618492126464844
0,15,10.090058779961806,10.629186630249023
0,16,10.076356767864533,10.63839340209961
0,17,10.059495196671435,10.635828971862793
0,18,10.044910032893542,10.651342391967773
0,19,10.026403784572711,10.702519416809082
0,20,10.017198312481392,10.69965648651123
0,21,10.004305931729562,10.712593078613281
0,22,9.992308502218318,10.713105201721191
1,1,10.38888717442291,10.335469245910645
1,2,10.342238067921897,10.338947296142578
1,3,10.32536560482729,10.347857475280762
1,4,10.306327468649476,10.362979888916016
1,5,10.284113435523574,10.376949310302734
1,6,10.25784126142742,10.394757270812988
1,7,10.234214004080833,10.409200668334961
1,8,10.20884222717602,10.444873809814453
1,9,10.185148710761926,10.464529991149902
1,10,10.16191446952809,10.485445976257324
1,11,10.138329872129077,10.503521919250488
1,12,10.115146459768946,10.525877952575684
1,13,10.09619364348628,10.553669929504395
1,14,10.07969150504295,10.563858032226562
1,15,10.060012561993073,10.571492195129395
1,16,10.045794092232622,10.60640811920166
1,17,10.027957695854543,10.623343467712402
1,18,10.014529796611892,10.625312805175781
1,19,9.999583384767313,10.656231880187988
1,20,9.982382349310543,10.670511245727539
1,21,9.974678144310433,10.683852195739746
2,1,10.43127598162906,10.435440063476562
2,2,10.360056819213245,10.457520484924316
2,3,10.335511100622652,10.467744827270508
2,4,10.31561076115962,10.465984344482422
2,5,10.297567484161418,10.472664833068848
2,6,10.277293190770962,10.483746528625488
2,7,10.255702797393214,10.496864318847656
2,8,10.233732096501898,10.522161483764648
2,9,10.209207253980068,10.532493591308594
2,10,10.186851707299363,10.564559936523438
2,11,10.163390636629332,10.574777603149414
2,12,10.142712436691053,10.592813491821289
2,13,10.116760760251966,10.620049476623535
2,14,10.102078530324759,10.638448715209961
2,15,10.093404069925754,10.654557228088379
2,16,10.069100695263856,10.678071022033691
2,17,10.049933741173053,10.687726020812988
2,18,10.036743696334888,10.696771621704102
2,19,10.023707952874544,10.720101356506348
2,20,10.009293481220615,10.709163665771484
2,21,9.992618040554033,10.750863075256348
3,1,10.420431317733767,10.27243709564209
3,2,10.363457803111443,10.264171600341797
3,3,10.340170094577669,10.276448249816895
3,4,10.321336249931926,10.289775848388672
3,5,10.302242815909379,10.312617301940918
3,6,10.280993700873164,10.333580017089844
3,7,10.259772723147021,10.358274459838867
3,8,10.23835024597455,10.362890243530273
3,9,10.218440829959881,10.388585090637207
3,10,10.19827908580972,10.411099433898926
3,11,10.176554359467751,10.422247886657715
3,12,10.161809501334252,10.43207836151123
3,13,10.132792673407518,10.470059394836426
3,14,10.118055984170494,10.482198715209961
3,15,10.102672136801786,10.478559494018555
3,16,10.084085174360556,10.514800071716309
3,17,10.065323034472742,10.559876441955566
3,18,10.05249151342422,10.535943031311035
3,19,10.035639080000726,10.557018280029297
3,20,10.027924011109699,10.576210021972656
3,21,10.007020712690835,10.565574645996094
3,22,9.997726323815057,10.61605167388916
4,1,10.380616116325086,10.343042373657227
4,2,10.346405685551945,10.344523429870605
4,3,10.330478152740211,10.354065895080566
4,4,10.315355710058634,10.36530590057373
4,5,10.297621943471237,10.38254451751709
4,6,10.275180169549985,10.399105072021484
4,7,10.249029716630059,10.422738075256348
4,8,10.225680287545156,10.44969367980957
4,9,10.197010183890937,10.462961196899414
4,10,10.174675513278995,10.484647750854492
4,11,10.151713652948972,10.514731407165527
4,12,10.129280955579356,10.527613639831543
4,13,10.10753898378928,10.547170639038086
4,14,10.088060703977344,10.556007385253906
4,15,10.0714242924828,10.570011138916016
4,16,10.049375533247408,10.620585441589355
4,17,10.043843375024961,10.60143756866455
4,18,10.020925082142792,10.634909629821777
4,19,10.008639969502786,10.642782211303711
4,20,9.994158331366748,10.65992546081543
4,21,9.983559642020804,10.671131134033203
5,1,10.399069653457259,10.38086986541748
5,2,10.360377221486013,10.389928817749023
5,3,10.34547443135404,10.402690887451172
5,4,10.328804436618439,10.413784980773926
5,5,10.30664403579792,10.43342399597168
5,6,10.28311398333545,10.461752891540527
5,7,10.258198849093253,10.477622032165527
5,8,10.234185016428558,10.5054931640625
5,9,10.209920670938697,10.53242301940918
5,10,10.187514295568828,10.539615631103516
5,11,10.162998529598635,10.565255165100098
5,12,10.143762593715396,10.57639217376709
5,13,10.124838891208451,10.585227966308594
5,14,10.10462268774847,10.610000610351562
5,15,10.084814929112131,10.653575897216797
5,16,10.072477172472635,10.659157752990723
5,17,10.053046090729211,10.683213233947754
5,18,10.038058888667017,10.69534969329834
5,19,10.019933922704086,10.717846870422363
5,20,10.012314157605243,10.699275970458984
5,21,9.997819812296912,10.719182968139648
6,1,10.406200192422896,10.450316429138184
6,2,10.365661589848784,10.451360702514648
6,3,10.347855210848294,10.461880683898926
6,4,10.328694610343637,10.484804153442383
6,5,10.309158240601231,10.49667739868164
6,6,10.285256957176829,10.514564514160156
6,7,10.261741427196979,10.545328140258789
6,8,10.238962913210013,10.570528030395508
6,9,10.213876232141885,10.58530044555664
6,10,10.194780075153847,10.60915470123291
6,11,10.172431789714452,10.616835594177246
6,12,10.151091001506707,10.639786720275879
6,13,10.132937898233703,10.652125358581543
6,14,10.113674732695554,10.687732696533203
6,15,10.098908998493293,10.702406883239746
6,16,10.086927042677946,10.7142333984375
6,17,10.065749632399658,10.72114086151123
6,18,10.052398932597528,10.740997314453125
6,19,10.036804509230853,10.745377540588379
6,20,10.02821264545174,10.77155876159668
6,21,10.012364986294408,10.777898788452148
7,1,10.394307186813586,10.439550399780273
7,2,10.34672245720406,10.440144538879395
7,3,10.327750648973442,10.447747230529785
7,4,10.309649282044765,10.4650239944458
7,5,10.290708334089713,10.47783374786377
7,6,10.267099315628007,10.503427505493164
7,7,10.246804146168788,10.505622863769531
7,8,10.227007279394412,10.524178504943848
7,9,10.20564470746274,10.547523498535156
7,10,10.185144407936537,10.558852195739746
7,11,10.168259298927152,10.580674171447754
7,12,10.151149091437182,10.584053039550781
7,13,10.132064733966272,10.604548454284668
7,14,10.115071613992413,10.631173133850098
7,15,10.102275491495272,10.631433486938477
7,16,10.08546844082996,10.647294998168945
7,17,10.072538893023763,10.650799751281738
7,18,10.06168424492167,10.676902770996094
7,19,10.046576324722711,10.683034896850586
7,20,10.035880516274258,10.701399803161621
7,21,10.022183092199612,10.7163667678833
8,1,10.38721658467515,10.26711368560791
8,2,10.350224190825422,10.268996238708496
8,3,10.33439922304718,10.284662246704102
8,4,10.316883293699059,10.302254676818848
8,5,10.294572222121372,10.321004867553711
8,6,10.271536841723092,10.328993797302246
8,7,10.244464211156897,10.356672286987305
8,8,10.222059651097355,10.378612518310547
8,9,10.196062591900086,10.40737247467041
8,10,10.170640078421407,10.431852340698242
8,11,10.14967415179625,10.434738159179688
8,12,10.1285757075172,10.463794708251953
8,13,10.105708243324196,10.471488952636719
8,14,10.085360429865485,10.502276420593262
8,15,10.069142447401383,10.521354675292969
8,16,10.053235790658412,10.520461082458496
8,17,10.036282607511755,10.555514335632324
8,18,10.027171564979033,10.549762725830078
8,19,10.00818614192096,10.589035987854004
8,20,9.995554305008442,10.577974319458008
8,21,9.979919944814567,10.59814167022705
9,1,10.387450759707372,10.376676559448242
9,2,10.348974349665076,10.384838104248047
9,3,10.331583676729537,10.396880149841309
9,4,10.313029389874199,10.411763191223145
9,5,10.292740574001126,10.434109687805176
9,6,10.270157205874344,10.463945388793945
9,7,10.246910341822934,10.492981910705566
9,8,10.220980449107776,10.513038635253906
9,9,10.196432915206854,10.521113395690918
9,10,10.174302467006735,10.555274963378906
9,11,10.152781963076588,10.563735008239746
9,12,10.132009367001288,10.59399700164795
9,13,10.110831956723002,10.608481407165527
9,14,10.0927986639316,10.621133804321289
9,15,10.078112803383739,10.628185272216797
9,16,10.062586454154337,10.667801856994629
9,17,10.047959591192114,10.66342544555664
9,18,10.02964220233449,10.69659423828125
9,19,10.016238858532866,10.704936027526855
9,20,10.004233303683264,10.712864875793457
9,21,9.994755568464429,10.726470947265625
