condition,layer,mode,split,k,mean_r2,sd_r2
default,24,mean_pooled,pair_novel,1,0.180582,0.00342
default,24,mean_pooled,pair_novel,2,0.272805,0.003974
default,24,mean_pooled,pair_novel,3,0.316369,0.003895
default,24,mean_pooled,pair_novel,4,0.343328,0.004329
default,24,mean_pooled,pair_novel,5,0.376909,0.005121
default,24,mean_pooled,pair_novel,6,0.396644,0.004931
default,24,mean_pooled,pair_novel,7,0.411854,0.004358
default,24,mean_pooled,pair_novel,8,0.429457,0.004379
default,24,mean_pooled,pair_novel,9,0.445672,0.005351
default,24,mean_pooled,pair_novel,10,0.457111,0.005503
default,24,mean_pooled,pair_novel,11,0.467,0.005711
default,24,mean_pooled,pair_novel,12,0.475487,0.005855
default,24,mean_pooled,pair_novel,13,0.482613,0.005581
default,24,mean_pooled,pair_novel,14,0.488115,0.005576
default,24,mean_pooled,pair_novel,15,0.492965,0.005881
default,24,mean_pooled,word_novel,1,0.173889,0.032529
default,24,mean_pooled,word_novel,2,0.260359,0.031542
default,24,mean_pooled,word_novel,3,0.298673,0.040563
default,24,mean_pooled,word_novel,4,0.31966,0.040299
default,24,mean_pooled,word_novel,5,0.343939,0.044182
default,24,mean_pooled,word_novel,6,0.357157,0.044131
default,24,mean_pooled,word_novel,7,0.366534,0.040186
default,24,mean_pooled,word_novel,8,0.381174,0.04412
default,24,mean_pooled,word_novel,9,0.392402,0.046187
default,24,mean_pooled,word_novel,10,0.401357,0.047828
default,24,mean_pooled,word_novel,11,0.408441,0.04527
default,24,mean_pooled,word_novel,12,0.413779,0.041705
default,24,mean_pooled,word_novel,13,0.42054,0.043275
default,24,mean_pooled,word_novel,14,0.426158,0.041235
default,24,mean_pooled,word_novel,15,0.429027,0.041946
default,24,words_only,pair_novel,1,0.02507,0.001504
default,24,words_only,pair_novel,2,0.047786,0.001551
default,24,words_only,pair_novel,3,0.067325,0.002196
default,24,words_only,pair_novel,4,0.082412,0.002856
default,24,words_only,pair_novel,5,0.09513,0.003449
default,24,words_only,pair_novel,6,0.106012,0.003883
default,24,words_only,pair_novel,7,0.116392,0.003876
default,24,words_only,pair_novel,8,0.126585,0.003801
default,24,words_only,pair_novel,9,0.131468,0.004486
default,24,words_only,pair_novel,10,0.138991,0.004846
default,24,words_only,pair_novel,11,0.147914,0.004826
default,24,words_only,pair_novel,12,0.152751,0.00449
default,24,words_only,pair_novel,13,0.157607,0.00448
default,24,words_only,pair_novel,14,0.16133,0.004153
default,24,words_only,pair_novel,15,0.165103,0.004147
default,24,words_only,word_novel,1,0.026614,0.008521
default,24,words_only,word_novel,2,0.042768,0.014466
default,24,words_only,word_novel,3,0.055331,0.016742
default,24,words_only,word_novel,4,0.067147,0.018107
default,24,words_only,word_novel,5,0.075804,0.018697
default,24,words_only,word_novel,6,0.083527,0.018322
default,24,words_only,word_novel,7,0.090559,0.019384
default,24,words_only,word_novel,8,0.096373,0.026073
default,24,words_only,word_novel,9,0.098014,0.025821
default,24,words_only,word_novel,10,0.101552,0.026566
default,24,words_only,word_novel,11,0.105659,0.026082
default,24,words_only,word_novel,12,0.10758,0.025226
default,24,words_only,word_novel,13,0.111173,0.025516
default,24,words_only,word_novel,14,0.112311,0.026266
default,24,words_only,word_novel,15,0.113706,0.026416
attn_zeroed,24,mean_pooled,pair_novel,1,0.216145,0.003931
attn_zeroed,24,mean_pooled,pair_novel,2,0.291993,0.004359
attn_zeroed,24,mean_pooled,pair_novel,3,0.34026,0.00563
attn_zeroed,24,mean_pooled,pair_novel,4,0.392026,0.005638
attn_zeroed,24,mean_pooled,pair_novel,5,0.426412,0.004925
attn_zeroed,24,mean_pooled,pair_novel,6,0.449065,0.004285
attn_zeroed,24,mean_pooled,pair_novel,7,0.471185,0.004956
attn_zeroed,24,mean_pooled,pair_novel,8,0.483978,0.0057
attn_zeroed,24,mean_pooled,pair_novel,9,0.497299,0.005239
attn_zeroed,24,mean_pooled,pair_novel,10,0.50843,0.004988
attn_zeroed,24,mean_pooled,pair_novel,11,0.517434,0.004918
attn_zeroed,24,mean_pooled,pair_novel,12,0.528588,0.004956
attn_zeroed,24,mean_pooled,pair_novel,13,0.537036,0.004342
attn_zeroed,24,mean_pooled,pair_novel,14,0.54195,0.004438
attn_zeroed,24,mean_pooled,pair_novel,15,0.54739,0.004218
attn_zeroed,24,mean_pooled,word_novel,1,0.214818,0.044411
attn_zeroed,24,mean_pooled,word_novel,2,0.28299,0.040221
attn_zeroed,24,mean_pooled,word_novel,3,0.319445,0.048278
attn_zeroed,24,mean_pooled,word_novel,4,0.359705,0.043081
attn_zeroed,24,mean_pooled,word_novel,5,0.383131,0.04353
attn_zeroed,24,mean_pooled,word_novel,6,0.404121,0.0455
attn_zeroed,24,mean_pooled,word_novel,7,0.417953,0.052743
attn_zeroed,24,mean_pooled,word_novel,8,0.431419,0.044312
attn_zeroed,24,mean_pooled,word_novel,9,0.441482,0.046894
attn_zeroed,24,mean_pooled,word_novel,10,0.449022,0.044928
attn_zeroed,24,mean_pooled,word_novel,11,0.456566,0.045744
attn_zeroed,24,mean_pooled,word_novel,12,0.465571,0.046521
attn_zeroed,24,mean_pooled,word_novel,13,0.472401,0.043211
attn_zeroed,24,mean_pooled,word_novel,14,0.477579,0.044715
attn_zeroed,24,mean_pooled,word_novel,15,0.479658,0.04449
attn_zeroed,24,words_only,pair_novel,1,0.020726,0.001285
attn_zeroed,24,words_only,pair_novel,2,0.03947,0.001563
attn_zeroed,24,words_only,pair_novel,3,0.056129,0.002206
attn_zeroed,24,words_only,pair_novel,4,0.070351,0.002676
attn_zeroed,24,words_only,pair_novel,5,0.081976,0.00295
attn_zeroed,24,words_only,pair_novel,6,0.092756,0.003598
attn_zeroed,24,words_only,pair_novel,7,0.101021,0.003723
attn_zeroed,24,words_only,pair_novel,8,0.111586,0.004179
attn_zeroed,24,words_only,pair_novel,9,0.118745,0.004654
attn_zeroed,24,words_only,pair_novel,10,0.124124,0.004327
attn_zeroed,24,words_only,pair_novel,11,0.130072,0.004483
attn_zeroed,24,words_only,pair_novel,12,0.134139,0.004586
attn_zeroed,24,words_only,pair_novel,13,0.138627,0.004757
attn_zeroed,24,words_only,pair_novel,14,0.142301,0.00458
attn_zeroed,24,words_only,pair_novel,15,0.145986,0.004412
attn_zeroed,24,words_only,word_novel,1,0.022215,0.006828
attn_zeroed,24,words_only,word_novel,2,0.035349,0.012368
attn_zeroed,24,words_only,word_novel,3,0.045318,0.014476
attn_zeroed,24,words_only,word_novel,4,0.05572,0.017999
attn_zeroed,24,words_only,word_novel,5,0.062805,0.019552
attn_zeroed,24,words_only,word_novel,6,0.070003,0.018824
attn_zeroed,24,words_only,word_novel,7,0.075861,0.021541
attn_zeroed,24,words_only,word_novel,8,0.081211,0.026719
attn_zeroed,24,words_only,word_novel,9,0.083339,0.02715
attn_zeroed,24,words_only,word_novel,10,0.0858,0.027698
attn_zeroed,24,words_only,word_novel,11,0.088387,0.028296
attn_zeroed,24,words_only,word_novel,12,0.090341,0.027018
attn_zeroed,24,words_only,word_novel,13,0.093483,0.027229
attn_zeroed,24,words_only,word_novel,14,0.094215,0.027851
attn_zeroed,24,words_only,word_novel,15,0.095755,0.028177
