input,split,folds,epochs,mean_n_train,mean_n_test,mean_test_r,std_test_r,mean_test_r2,std_test_r2,mean_test_rho,std_test_rho,mean_test_acc,std_test_acc,mean_train_r
diff,word_corpus,10,28.8,39691.2,531.2,0.411162,0.057862,0.172068,0.046796,0.377967,0.052394,0.614683,0.049877,0.51749
