input,split,folds,epochs,mean_n_train,mean_n_test,mean_test_r,std_test_r,mean_test_r2,std_test_r2,mean_test_rho,std_test_rho,mean_train_r
diff,word_novel,10,21.1,275487.3,3453.7,0.000364,0.024907,0.000559,0.000829,-0.004318,0.021291,0.053224
