feature,target,n,r,rho,p
babylm_log_freq,C1,47507,0.36850712402220226,0.35925530801713346,0
babylm_log_freq,C2,47507,0.0011603447845547966,5.621817866538672e-4,0.8003429032439755
babylm_log_freq,C3,47507,-0.13194062788840402,-0.11663229851445131,1.924061341600649e-183
babylm_log_freq,C4,47507,-0.19874222006477338,-0.197414459784007,0
babylm_log_freq,C5,47507,0.22060636344270929,0.2379786475019709,0
babylm_log_freq,C6,47507,0.07463021059901466,0.05334989464326618,1.185990911417624e-59
babylm_log_freq,C7,47507,-0.01965267758480274,-0.012366344609028405,1.837129270815745e-5
babylm_log_freq,C8,47507,0.03431430388668007,0.008579101928041474,7.36546360448722e-14
babylm_log_freq,C9,47507,0.0709574535134477,0.07058951681599174,4.3757649877368545e-54
babylm_log_freq,C10,47507,0.08546249669173607,0.08998859854553892,1.025032307255767e-77
babylm_log_freq,C11,47507,0.008633924243388751,0.008351231456134109,0.05985714994504706
babylm_log_freq,C12,47507,-0.15958226273283702,-0.1439409666129132,1.8013352225285784e-268
babylm_log_freq,C13,47507,-0.01447058293414968,-0.02360497958053784,0.0016099118107074093
babylm_log_freq,C14,47507,0.056993274974179754,0.05758270069312265,1.7499866695758412e-35
babylm_log_freq,C15,47507,0.021314883767834365,0.010455898323882124,3.380740149319472e-6
babylm_log_freq,preference,47507,0.15831355734497532,0.1555985035397215,3.367692861600537e-264
word_length,C1,340042,-0.26574337857713437,-0.2659675517247111,0
word_length,C2,340042,-0.14728496503307412,-0.14451932690909186,0
word_length,C3,340042,0.3328328281178594,0.32487654606003075,0
word_length,C4,340042,-0.015822844394139047,-0.020349963576424,2.7744112921472483e-20
word_length,C5,340042,-0.08899107236088968,-0.10096622957239434,0
word_length,C6,340042,-0.25133988386646616,-0.24145956649935768,0
word_length,C7,340042,0.090105609962326,0.08083218698390496,0
word_length,C8,340042,0.09709756603549727,0.09343970781593569,0
word_length,C9,340042,-0.03094545459051818,-0.029287847423198385,7.95847924500294e-73
word_length,C10,340042,-0.06441053356670903,-0.0644703052704807,2.257573657577357e-309
word_length,C11,340042,-0.04220633323512238,-0.03662643848033527,7.216417999155698e-134
word_length,C12,340042,0.18008418183803335,0.17101452625851138,0
word_length,C13,340042,-0.0780560066618689,-0.0760192549431746,0
word_length,C14,340042,0.04288233106273202,0.044399665942871785,3.949615022952136e-138
word_length,C15,340042,0.010878320389465948,0.014842265353105523,2.2438076325931816e-10
word_length,preference,340042,-0.0603453074831705,-0.05744177614353032,9.472405328707783e-272
n_syllables,C1,299042,-0.25753892452854665,-0.2581055176907567,0
n_syllables,C2,299042,-0.1452115011436286,-0.14282757924084913,0
n_syllables,C3,299042,0.32975009631484586,0.3231648536811074,0
n_syllables,C4,299042,-0.05681498273646198,-0.058431537146134534,2.8933897116379933e-212
n_syllables,C5,299042,-0.15379465332018835,-0.15726154371409046,0
n_syllables,C6,299042,-0.21376527843155338,-0.20386780062507398,0
n_syllables,C7,299042,0.06634029557569258,0.0554855826237252,8.451239767186648e-289
n_syllables,C8,299042,0.13947839721531116,0.13326077262855696,0
n_syllables,C9,299042,-0.06830936033192204,-0.06470711121163548,4.160729468120281e-306
n_syllables,C10,299042,-0.04714989962102117,-0.04571013502044577,9.328625383048873e-147
n_syllables,C11,299042,-0.038524175662827474,-0.032053271559080984,1.3611652873053595e-98
n_syllables,C12,299042,0.14128608658240333,0.13366680585753596,0
n_syllables,C13,299042,-0.1024385907886381,-0.09970310308494772,0
n_syllables,C14,299042,0.06975650586214634,0.07108158149917972,3.7472e-319
n_syllables,C15,299042,0.05174444550107807,0.0540335804675503,2.2487034374566185e-176
n_syllables,preference,299042,-0.0707348680013458,-0.06957794791099438,0
pair_cosine_sim,C1,336284,0.004403750435575177,0.0019495453457772083,0.010657349888525411
pair_cosine_sim,C2,336284,0.0011991266174670174,0.0018163665998177584,0.4868227167020841
pair_cosine_sim,C3,336284,-0.009950348681494511,-0.008801313246893719,7.911714865516794e-9
pair_cosine_sim,C4,336284,-0.0020426213089980113,-9.381461512066775e-4,0.23621008811514388
pair_cosine_sim,C5,336284,0.008519822019544954,0.009848738840431318,7.783620745165315e-7
pair_cosine_sim,C6,336284,0.005145035762748556,0.0043278705454218675,0.0028486510380662496
pair_cosine_sim,C7,336284,-0.001631530815748381,-5.825818178085942e-4,0.3440864563238688
pair_cosine_sim,C8,336284,-0.009643584541065583,-0.010442157109678123,2.2392139758380574e-8
pair_cosine_sim,C9,336284,-0.00292203133498159,-0.0028174510455956964,0.09017348920582746
pair_cosine_sim,C10,336284,-0.00448431699469957,-0.008300292854955869,0.00930991991708268
pair_cosine_sim,C11,336284,0.005353467371813586,0.004319310767179086,0.001906096990998219
pair_cosine_sim,C12,336284,-0.005321228299410376,-0.0055703719956228985,0.002030117243209066
pair_cosine_sim,C13,336284,-0.0010724106805099633,-4.8446016761316416e-4,0.5340149825847453
pair_cosine_sim,C14,336284,0.00920600930804415,0.007799711333720012,9.363708937609527e-8
pair_cosine_sim,C15,336284,0.0028715834729144676,0.0036639842891826244,0.09586718219016618
pair_cosine_sim,preference,336284,-0.005013338530349913,-0.00583949626978141,0.0036463048785402713
