fold,epoch,train_loss,val_loss
0,1,9.027650228582466,8.547805786132812
0,2,8.421664728276617,8.368168830871582
0,3,8.26097185779595,8.297940254211426
0,4,8.15540991919127,8.271724700927734
0,5,8.070992864846593,8.2324800491333
0,6,8.003548964135089,8.234341621398926
0,7,7.948654965229709,8.209393501281738
0,8,7.893090410804546,8.198659896850586
0,9,7.840670374424519,8.217734336853027
0,10,7.795244639580181,8.176834106445312
0,11,7.753775836257686,8.18901252746582
0,12,7.717051728856122,8.183221817016602
0,13,7.679360773960916,8.18018913269043
0,14,7.650639568107917,8.188481330871582
0,15,7.617090161295515,8.169355392456055
0,16,7.589677871768456,8.203280448913574
0,17,7.567335746595409,8.197322845458984
0,18,7.536761332539197,8.181788444519043
0,19,7.516689940761727,8.170459747314453
0,20,7.494178793342133,8.19107723236084
0,21,7.4733478075400015,8.192034721374512
0,22,7.455697558835839,8.204123497009277
0,23,7.435553225910305,8.188874244689941
0,24,7.417764137503622,8.193897247314453
0,25,7.393929988570877,8.183967590332031
0,26,7.381726179936255,8.186339378356934
0,27,7.364445667396414,8.203495025634766
0,28,7.350116001577541,8.199361801147461
0,29,7.335335609767876,8.195211410522461
0,30,7.324587605840121,8.1881685256958
0,31,7.304595191719519,8.217506408691406
0,32,7.295971032806413,8.203516960144043
0,33,7.283556952448408,8.202103614807129
0,34,7.273802960303918,8.212419509887695
0,35,7.264731093654422,8.194007873535156
1,1,8.956705006410179,8.414064407348633
1,2,8.372407113073933,8.252083778381348
1,3,8.214980607693024,8.189737319946289
1,4,8.108761723347206,8.137633323669434
1,5,8.025843433914496,8.11839485168457
1,6,7.961129445165674,8.103311538696289
1,7,7.896466009876124,8.087114334106445
1,8,7.850508871121033,8.068741798400879
1,9,7.803253519531834,8.067208290100098
1,10,7.761365428713556,8.063060760498047
1,11,7.721870033122626,8.060469627380371
1,12,7.686056951505077,8.070699691772461
1,13,7.660061351678173,8.04527759552002
1,14,7.621834342380381,8.045395851135254
1,15,7.600344066843806,8.056068420410156
1,16,7.575716443624804,8.059588432312012
1,17,7.548258332221157,8.057618141174316
1,18,7.529822496693804,8.05745792388916
1,19,7.509587463550956,8.043733596801758
1,20,7.4869056429793375,8.050533294677734
1,21,7.466458285307547,8.070221900939941
1,22,7.453842669546192,8.036277770996094
1,23,7.4365442868524605,8.051541328430176
1,24,7.4254609464416435,8.056299209594727
1,25,7.408144870037167,8.05765438079834
1,26,7.394183015655395,8.063217163085938
1,27,7.381673056623919,8.070412635803223
1,28,7.370075081997711,8.059947967529297
1,29,7.356474684849735,8.067892074584961
1,30,7.34742612117462,8.067789077758789
1,31,7.337173374099643,8.06655502319336
1,32,7.324732673307369,8.079888343811035
1,33,7.316077921079984,8.087035179138184
1,34,7.3053474438148855,8.074535369873047
1,35,7.294966290953357,8.083030700683594
1,36,7.290573700877204,8.088837623596191
1,37,7.27992967002746,8.071907997131348
1,38,7.271242563586141,8.089204788208008
1,39,7.262650497648253,8.081656455993652
1,40,7.253623166426032,8.09216594696045
1,41,7.249117842135702,8.087149620056152
1,42,7.237876774931955,8.087246894836426
2,1,8.992230528737121,8.64626407623291
2,2,8.380087009168664,8.478612899780273
2,3,8.207769066286529,8.43326187133789
2,4,8.097353277068619,8.391358375549316
2,5,8.01976790805417,8.339492797851562
2,6,7.944222607399728,8.317547798156738
2,7,7.88831309126547,8.331506729125977
2,8,7.833387667660209,8.30063533782959
2,9,7.784319214507873,8.289799690246582
2,10,7.742801039169312,8.296453475952148
2,11,7.710428242240653,8.285367965698242
2,12,7.669131285232942,8.264575958251953
2,13,7.6355091362664425,8.266684532165527
2,14,7.604907098425452,8.268106460571289
2,15,7.5785912290222255,8.277198791503906
2,16,7.5521477920689435,8.247676849365234
2,17,7.525366706084364,8.25053882598877
2,18,7.503706546037711,8.250046730041504
2,19,7.478659771269358,8.239303588867188
2,20,7.457762485420852,8.233646392822266
2,21,7.435456894317372,8.214858055114746
2,22,7.415482448325018,8.224260330200195
2,23,7.399077362632022,8.232717514038086
2,24,7.379859716192574,8.24292278289795
2,25,7.362808187001879,8.24056625366211
2,26,7.348278648026955,8.227339744567871
2,27,7.332770584947839,8.233537673950195
2,28,7.319897905462321,8.24551773071289
2,29,7.302285990248169,8.228276252746582
2,30,7.295774476770557,8.243785858154297
2,31,7.28105662379317,8.229101181030273
2,32,7.268165214151494,8.211420059204102
2,33,7.258119269584657,8.211655616760254
2,34,7.2504824280762,8.228100776672363
2,35,7.237979289509493,8.221600532531738
2,36,7.222961247813128,8.210134506225586
2,37,7.217535577172293,8.2308349609375
2,38,7.208997157066027,8.219076156616211
2,39,7.202695218849219,8.22101879119873
2,40,7.1957291194194255,8.21524715423584
2,41,7.185688237056956,8.229162216186523
2,42,7.178555591103479,8.226581573486328
