fold,epoch,train_loss
0,1,8.931952672389286
0,2,8.356889036292998
0,3,8.148519623444225
0,4,8.010372928763516
0,5,7.909860572414447
0,6,7.837487787424396
0,7,7.766376287834477
0,8,7.7144413910736285
0,9,7.665621313762715
0,10,7.623908220247879
0,11,7.587383224904178
0,12,7.540160176710659
0,13,7.512750909203789
0,14,7.4872923862147385
0,15,7.457906233559994
0,16,7.4299872237670606
0,17,7.410311498282887
0,18,7.393214709332532
0,19,7.373349464280463
0,20,7.353025124413061
0,21,7.337738574093982
0,22,7.318926306296298
0,23,7.30785738325758
0,24,7.2930421811741715
0,25,7.277741743645376
0,26,7.2652816489509435
0,27,7.257646951185641
0,28,7.243796501730183
0,29,7.2283833327342775
0,30,7.219873740756837
0,31,7.210268693001173
0,32,7.200047706649849
0,33,7.189892071873662
0,34,7.1811414959629065
0,35,7.175790018853929
0,36,7.168991004355682
0,37,7.161502530739747
0,38,7.151409796854629
0,39,7.149985949411346
0,40,7.135895332917261
0,41,7.133306593647173
0,42,7.127141489427749
0,43,7.120433150240004
0,44,7.112722481268605
0,45,7.105599159578744
0,46,7.103236700137565
0,47,7.100424131722635
0,48,7.09211386204936
0,49,7.084258602717972
0,50,7.077828007724556
0,51,7.077607446158471
0,52,7.070346886160824
0,53,7.068330790067868
0,54,7.063015256325215
0,55,7.057455471070491
0,56,7.050127108813641
0,57,7.049023484088525
0,58,7.041805402614717
0,59,7.041349575378141
0,60,7.0354744687733834
0,61,7.0361884347317485
0,62,7.02964755895529
0,63,7.024299349425069
0,64,7.019629162486889
0,65,7.017602446762973
0,66,7.011424272228521
0,67,7.011597453902633
0,68,7.005955162284299
0,69,7.00473227093456
0,70,7.001025202834951
0,71,6.997765793025026
0,72,6.995660655410947
0,73,6.992523779804403
0,74,6.985551583632044
0,75,6.98364658521682
0,76,6.982629551328761
0,77,6.97825753095214
0,78,6.97735404542588
0,79,6.976167097442466
0,80,6.970028133853096
0,81,6.972108764626499
0,82,6.9672653960142075
0,83,6.961621470606495
0,84,6.958653692200616
0,85,6.959187941327356
0,86,6.957115479500844
0,87,6.952460813561759
0,88,6.94948323241961
0,89,6.945198619774733
0,90,6.946073513986871
0,91,6.942026617696553
0,92,6.942840244807001
0,93,6.937250234448776
0,94,6.937103193404719
0,95,6.9372175586612075
0,96,6.932097262749275
0,97,6.930839244927901
0,98,6.927030064992142
0,99,6.9275912716436245
0,100,6.923483925146305
0,101,6.920836369458595
0,102,6.921815826190951
0,103,6.918556416381026
0,104,6.914642673925048
0,105,6.913852736760588
0,106,6.910524707796769
0,107,6.911852978561416
0,108,6.909016720200499
0,109,6.905254103262024
0,110,6.905482833775001
0,111,6.906155954998906
0,112,6.9025975617327315
0,113,6.898544947179589
0,114,6.897436421086339
0,115,6.895543676091453
0,116,6.896018291905881
0,117,6.890873489153273
0,118,6.8914314282259985
0,119,6.891123458928169
0,120,6.890549181961658
0,121,6.883564732368962
0,122,6.882337756545777
0,123,6.884997565653826
0,124,6.881542101118492
0,125,6.877825230282613
0,126,6.87927603525064
0,127,6.8770222228031255
0,128,6.876788590922013
0,129,6.87163725301189
0,130,6.86838437835948
0,131,6.870605515019426
0,132,6.870584275757507
0,133,6.865762963301823
0,134,6.864889702879064
0,135,6.86678163097926
0,136,6.862513356228169
0,137,6.863008394409826
0,138,6.86005858768711
0,139,6.858271222107131
0,140,6.8582205746364
0,141,6.85474060326039
0,142,6.856278815960161
0,143,6.854645843476442
0,144,6.853123968670455
0,145,6.8499834170378096
0,146,6.847818646111418
0,147,6.846942935004591
0,148,6.846344151197404
0,149,6.845819704806935
0,150,6.84143583945732
0,151,6.843163980172332
0,152,6.840432284331633
0,153,6.840942026617697
0,154,6.840274623656617
0,155,6.838697200011763
0,156,6.83411727993674
0,157,6.833795831876538
0,158,6.835551338563638
0,159,6.832953613451968
0,160,6.829198348565696
0,161,6.8317392994964665
0,162,6.828332848642485
0,163,6.823561775210187
0,164,6.829001068498253
0,165,6.8255264069377235
0,166,6.8234106496926845
0,167,6.822766528230247
0,168,6.821024908752864
0,169,6.821406807020066
0,170,6.81969337040946
0,171,6.820701418455938
0,172,6.818830729617661
0,173,6.81699353346164
0,174,6.8129302992775385
0,175,6.811823815421011
0,176,6.813825207409562
0,177,6.813078974110973
0,178,6.808763319467907
0,179,6.81010547744227
0,180,6.806931433127367
0,181,6.808892797276147
0,182,6.805374023402399
0,183,6.804979871714858
0,184,6.803590333848522
0,185,6.802715848083729
0,186,6.799493198534818
0,187,6.801827883556563
0,188,6.799995588768678
0,189,6.797929662099681
0,190,6.796808882586093
0,191,6.796440463081262
0,192,6.795538202897036
0,193,6.795529217055454
0,194,6.792655381538833
0,195,6.7931924897969855
0,196,6.791958161921598
0,197,6.792564297780987
0,198,6.787720929168695
0,199,6.789289366971968
0,200,6.789550773272513
1,1,8.895215284426392
1,2,8.361586180755921
1,3,8.156632204602712
1,4,8.025126046850545
1,5,7.91646761666073
1,6,7.838809523031529
1,7,7.766367301992896
1,8,7.716875737247457
1,9,7.661125942288024
1,10,7.614455931799096
1,11,7.573569535709734
1,12,7.548627290164261
1,13,7.510903093416809
1,14,7.474275169342269
1,15,7.450466773625411
1,16,7.430546796629166
1,17,7.4071574678878696
1,18,7.385450942206335
1,19,7.3653283753271666
1,20,7.349357267258534
1,21,7.325957318886278
1,22,7.316201145613112
1,23,7.297374990605711
1,24,7.28616556168045
1,25,7.26644572388306
1,26,7.256240258530831
1,27,7.243770361100128
1,28,7.232959576783199
1,29,7.2185340334665415
1,30,7.215239497184981
1,31,7.199088672284724
1,32,7.195544983122955
1,33,7.182191205638534
1,34,7.175308867881988
1,35,7.166104098524035
1,36,7.156573388185088
1,37,7.145378663364234
1,38,7.138645000441123
1,39,7.135396210262158
1,40,7.124828860562611
1,41,7.121058891571934
1,42,7.112702875796064
1,43,7.105382682486105
1,44,7.099054199328839
1,45,7.09769815414476
1,46,7.088152739701409
1,47,7.080212523322343
1,48,7.076476863908613
1,49,7.070004607286047
1,50,7.06644948159863
1,51,7.061700872770286
1,52,7.059057401556021
1,53,7.0508868208746005
1,54,7.049118243872473
1,55,7.043071589382983
1,56,7.039907756251695
1,57,7.031961821609805
1,58,7.031291967964658
1,59,7.029623052114614
1,60,7.0225389413698345
1,61,7.020561239327271
1,62,7.014571767466025
1,63,7.011693030581269
1,64,7.00869502707189
1,65,7.005942091969271
1,66,7.001872322627656
1,67,7.001302947029281
1,68,6.994451651270925
1,69,6.993225492342429
1,70,6.9862524792753815
1,71,6.982931802363766
1,72,6.985088404343266
1,73,6.9807613131745505
1,74,6.978014096334757
1,75,6.975412286749641
1,76,6.972174116201636
1,77,6.967782490352474
1,78,6.964077872936932
1,79,6.962957910318034
1,80,6.9581063727588495
1,81,6.956841819779961
1,82,6.955870531994497
1,83,6.953405143822479
1,84,6.952659318971236
1,85,6.947651754526413
1,86,6.9417349862925075
1,87,6.942118926796433
1,88,6.942593542610861
1,89,6.936114750830782
1,90,6.933589729346451
1,91,6.93608534262197
1,92,6.934409074719723
1,93,6.92365383924166
1,94,6.927744030950506
1,95,6.921275858801387
1,96,6.92071791972866
1,97,6.917334341925976
1,98,6.917003499576849
1,99,6.913783300712005
1,100,6.915435061773576
1,101,6.910974816770521
1,102,6.910875972513128
1,103,6.905294131101795
1,104,6.90427301274029
