condition,layer,mode,split,mean_r2,sd_r2,n_folds,mean_best_epoch,mean_n_epochs
default,0,mean_pooled,pair_novel,0.534526,0.017686,10,65.0,71.0
default,0,mean_pooled,word_novel,0.340037,0.050404,10,72.9,78.9
default,0,words_only,pair_novel,0.520157,0.00874,10,80.0,86.0
default,0,words_only,word_novel,0.236298,0.042548,10,75.4,81.4
default,1,mean_pooled,pair_novel,0.566027,0.011887,10,70.2,76.2
default,1,mean_pooled,word_novel,0.415752,0.042004,10,76.5,82.5
default,1,words_only,pair_novel,0.494125,0.016516,10,77.3,83.3
default,1,words_only,word_novel,0.282235,0.042917,10,84.4,90.4
default,2,mean_pooled,pair_novel,0.567876,0.015969,10,87.2,93.2
default,2,mean_pooled,word_novel,0.4284,0.042251,10,98.4,104.4
default,2,words_only,pair_novel,0.472173,0.020008,10,71.9,77.9
default,2,words_only,word_novel,0.27384,0.051182,10,78.8,84.8
default,3,mean_pooled,pair_novel,0.570921,0.012486,10,95.3,101.3
default,3,mean_pooled,word_novel,0.432132,0.039543,10,100.8,106.8
default,3,words_only,pair_novel,0.464347,0.030908,10,80.8,86.8
default,3,words_only,word_novel,0.273336,0.041595,10,80.1,86.1
default,4,mean_pooled,pair_novel,0.568444,0.017648,10,79.6,85.6
default,4,mean_pooled,word_novel,0.430935,0.043104,10,81.4,87.4
default,4,words_only,pair_novel,0.458316,0.022965,10,74.7,80.7
default,4,words_only,word_novel,0.273853,0.049841,10,72.5,78.5
default,5,mean_pooled,pair_novel,0.563212,0.015882,10,72.0,78.0
default,5,mean_pooled,word_novel,0.425967,0.038323,10,75.6,81.6
default,5,words_only,pair_novel,0.445078,0.022894,10,66.7,72.7
default,5,words_only,word_novel,0.279369,0.039762,10,77.9,83.9
default,6,mean_pooled,pair_novel,0.571022,0.018458,10,81.1,87.1
default,6,mean_pooled,word_novel,0.434226,0.038211,10,88.6,94.6
default,6,words_only,pair_novel,0.45536,0.031073,10,75.6,81.6
default,6,words_only,word_novel,0.270223,0.043485,10,66.5,72.5
default,7,mean_pooled,pair_novel,0.568645,0.019603,10,76.7,82.7
default,7,mean_pooled,word_novel,0.432477,0.049263,10,84.9,90.9
default,7,words_only,pair_novel,0.447029,0.021582,10,67.2,73.2
default,7,words_only,word_novel,0.269149,0.043114,10,71.2,77.2
default,8,mean_pooled,pair_novel,0.573446,0.013689,10,77.1,83.1
default,8,mean_pooled,word_novel,0.434191,0.041075,10,79.9,85.9
default,8,words_only,pair_novel,0.450979,0.014466,10,68.9,74.9
default,8,words_only,word_novel,0.27998,0.044844,10,93.4,99.4
default,9,mean_pooled,pair_novel,0.570619,0.01664,10,74.9,80.9
default,9,mean_pooled,word_novel,0.433182,0.042301,10,77.8,83.8
default,9,words_only,pair_novel,0.450877,0.017461,10,69.7,75.7
default,9,words_only,word_novel,0.27765,0.043587,10,84.1,90.1
default,10,mean_pooled,pair_novel,0.564609,0.021421,10,70.8,76.8
default,10,mean_pooled,word_novel,0.434775,0.048594,10,82.8,88.8
default,10,words_only,pair_novel,0.460612,0.027381,10,77.6,83.6
default,10,words_only,word_novel,0.270464,0.044466,10,77.3,83.3
default,11,mean_pooled,pair_novel,0.571564,0.010373,10,75.5,81.5
default,11,mean_pooled,word_novel,0.438566,0.03943,10,90.5,96.5
default,11,words_only,pair_novel,0.449966,0.026512,10,66.8,72.8
default,11,words_only,word_novel,0.278181,0.049484,10,80.9,86.9
default,12,mean_pooled,pair_novel,0.574216,0.014913,10,79.5,85.5
default,12,mean_pooled,word_novel,0.440942,0.040916,10,93.5,99.5
default,12,words_only,pair_novel,0.45943,0.028004,10,75.3,81.3
default,12,words_only,word_novel,0.273268,0.042538,10,76.0,82.0
default,13,mean_pooled,pair_novel,0.574748,0.006602,10,77.1,83.1
default,13,mean_pooled,word_novel,0.436255,0.049458,10,79.8,85.8
default,13,words_only,pair_novel,0.456458,0.026658,10,70.0,76.0
default,13,words_only,word_novel,0.278283,0.042744,10,85.5,91.5
default,14,mean_pooled,pair_novel,0.570102,0.017212,10,75.5,81.5
default,14,mean_pooled,word_novel,0.431737,0.043576,10,76.2,82.2
default,14,words_only,pair_novel,0.454574,0.014514,10,64.4,70.4
default,14,words_only,word_novel,0.275309,0.053778,10,68.0,74.0
default,15,mean_pooled,pair_novel,0.570406,0.016597,10,76.3,82.3
default,15,mean_pooled,word_novel,0.433566,0.045454,10,82.4,88.4
default,15,words_only,pair_novel,0.471983,0.0147,10,78.9,84.9
default,15,words_only,word_novel,0.283022,0.048413,10,79.1,85.1
default,16,mean_pooled,pair_novel,0.568277,0.013926,10,74.8,80.8
default,16,mean_pooled,word_novel,0.428956,0.045336,10,76.8,82.8
default,16,words_only,pair_novel,0.464671,0.024534,10,73.9,79.9
default,16,words_only,word_novel,0.281518,0.04846,10,87.6,93.6
default,17,mean_pooled,pair_novel,0.561748,0.013082,10,68.2,74.2
default,17,mean_pooled,word_novel,0.426421,0.035742,10,78.6,84.6
default,17,words_only,pair_novel,0.464595,0.02372,10,73.1,79.1
default,17,words_only,word_novel,0.283005,0.045129,10,85.7,91.7
default,18,mean_pooled,pair_novel,0.566636,0.010617,10,77.3,83.3
default,18,mean_pooled,word_novel,0.435101,0.036898,10,88.8,94.8
default,18,words_only,pair_novel,0.476421,0.022243,10,85.3,91.3
default,18,words_only,word_novel,0.286854,0.049579,10,86.1,92.1
default,19,mean_pooled,pair_novel,0.564832,0.01879,10,77.9,83.9
default,19,mean_pooled,word_novel,0.429472,0.035977,10,83.9,89.9
default,19,words_only,pair_novel,0.470451,0.018475,10,79.1,85.1
default,19,words_only,word_novel,0.276504,0.045806,10,77.7,83.7
