condition,layer,mode,split,mean_r2,sd_r2,n_folds,mean_best_epoch,mean_n_epochs
default,0,mean_pooled,pair_novel,2e-05,2.7e-05,10,24.1,30.1
default,0,mean_pooled,word_novel,0.000556,0.00077,10,29.3,35.3
default,0,words_only,pair_novel,1.6e-05,2.5e-05,10,17.4,23.4
default,0,words_only,word_novel,0.000227,0.00021,10,21.0,27.0
default,1,mean_pooled,pair_novel,4.3e-05,6.4e-05,10,21.4,27.4
default,1,mean_pooled,word_novel,0.000257,0.000261,10,28.8,34.8
default,1,words_only,pair_novel,2.3e-05,2.3e-05,10,15.3,21.3
default,1,words_only,word_novel,0.000339,0.000518,10,21.8,27.8
default,2,mean_pooled,pair_novel,5.1e-05,5.8e-05,10,26.2,32.2
default,2,mean_pooled,word_novel,0.000215,0.000325,10,31.7,37.7
default,2,words_only,pair_novel,5.2e-05,8.2e-05,10,19.0,25.0
default,2,words_only,word_novel,0.000485,0.000759,10,24.3,30.3
default,3,mean_pooled,pair_novel,2.8e-05,3.5e-05,10,24.8,30.8
default,3,mean_pooled,word_novel,0.000162,0.000143,10,33.7,39.7
default,3,words_only,pair_novel,3e-05,2.7e-05,10,20.3,26.3
default,3,words_only,word_novel,0.000148,0.000211,10,24.9,30.9
default,4,mean_pooled,pair_novel,2.4e-05,2.7e-05,10,23.3,29.3
default,4,mean_pooled,word_novel,0.000489,0.000319,10,26.9,32.9
default,4,words_only,pair_novel,1e-05,8e-06,10,17.6,23.6
default,4,words_only,word_novel,0.000459,0.000532,10,20.7,26.7
default,5,mean_pooled,pair_novel,2.9e-05,4e-05,10,23.2,29.2
default,5,mean_pooled,word_novel,0.000173,0.000276,10,29.7,35.7
default,5,words_only,pair_novel,4.7e-05,4.5e-05,10,17.7,23.7
default,5,words_only,word_novel,0.000409,0.000533,10,21.4,27.4
default,6,mean_pooled,pair_novel,3e-05,2.8e-05,10,19.5,25.5
default,6,mean_pooled,word_novel,0.000449,0.000852,10,28.4,34.4
default,6,words_only,pair_novel,3.2e-05,3.1e-05,10,17.8,23.8
default,6,words_only,word_novel,0.000267,0.000426,10,21.7,27.7
default,7,mean_pooled,pair_novel,3.3e-05,4.5e-05,10,22.0,28.0
default,7,mean_pooled,word_novel,0.000262,0.000369,10,28.2,34.2
default,7,words_only,pair_novel,3.9e-05,7.2e-05,10,18.0,24.0
default,7,words_only,word_novel,0.00022,0.000253,10,22.2,28.2
default,8,mean_pooled,pair_novel,4.7e-05,6.2e-05,10,20.3,26.3
default,8,mean_pooled,word_novel,0.000207,0.000238,10,21.8,27.8
default,8,words_only,pair_novel,2.8e-05,2.6e-05,10,15.2,21.2
default,8,words_only,word_novel,0.000418,0.000606,10,19.8,25.8
default,9,mean_pooled,pair_novel,4.2e-05,5.2e-05,10,17.6,23.6
default,9,mean_pooled,word_novel,0.000311,0.0004,10,19.3,25.3
default,9,words_only,pair_novel,2.1e-05,3.5e-05,10,16.7,22.7
default,9,words_only,word_novel,0.000235,0.000367,10,21.1,27.1
default,10,mean_pooled,pair_novel,2.5e-05,3.1e-05,10,21.6,27.6
default,10,mean_pooled,word_novel,0.000184,0.000201,10,23.1,29.1
default,10,words_only,pair_novel,2.4e-05,2.9e-05,10,15.3,21.3
default,10,words_only,word_novel,0.000271,0.000421,10,21.2,27.2
default,11,mean_pooled,pair_novel,2.2e-05,1.5e-05,10,22.6,28.6
default,11,mean_pooled,word_novel,0.000634,0.000655,10,21.3,27.3
default,11,words_only,pair_novel,3.9e-05,4.3e-05,10,19.4,25.4
default,11,words_only,word_novel,0.000298,0.000341,10,21.1,27.1
default,12,mean_pooled,pair_novel,2.1e-05,1.9e-05,10,18.1,24.1
default,12,mean_pooled,word_novel,0.00048,0.000639,10,26.1,32.1
default,12,words_only,pair_novel,2.6e-05,3.1e-05,10,17.4,23.4
default,12,words_only,word_novel,0.000847,0.000471,10,21.9,27.9
default,13,mean_pooled,pair_novel,7e-06,1.5e-05,10,23.6,29.6
default,13,mean_pooled,word_novel,5.7e-05,7.4e-05,10,23.1,29.1
default,13,words_only,pair_novel,2.2e-05,2.9e-05,10,15.5,21.5
default,13,words_only,word_novel,9e-05,0.000119,10,19.0,25.0
default,14,mean_pooled,pair_novel,1.8e-05,1.8e-05,10,21.8,27.8
default,14,mean_pooled,word_novel,0.000457,0.000563,10,22.5,28.5
default,14,words_only,pair_novel,3.5e-05,4e-05,10,17.5,23.5
default,14,words_only,word_novel,0.000295,0.000441,10,20.4,26.4
default,15,mean_pooled,pair_novel,4.9e-05,5e-05,10,22.5,28.5
default,15,mean_pooled,word_novel,0.000657,0.001214,10,22.0,28.0
default,15,words_only,pair_novel,2.4e-05,2.3e-05,10,16.7,22.7
default,15,words_only,word_novel,0.000364,0.000349,10,20.3,26.3
default,16,mean_pooled,pair_novel,4.3e-05,5.2e-05,10,17.9,23.9
default,16,mean_pooled,word_novel,0.000174,0.000269,10,25.4,31.4
default,16,words_only,pair_novel,3.9e-05,3.3e-05,10,18.6,24.6
default,16,words_only,word_novel,0.000223,0.00023,10,21.7,27.7
default,17,mean_pooled,pair_novel,3e-05,4.9e-05,10,19.1,25.1
default,17,mean_pooled,word_novel,0.000184,0.000246,10,24.1,30.1
default,17,words_only,pair_novel,1.9e-05,2.7e-05,10,19.4,25.4
default,17,words_only,word_novel,0.000248,0.000396,10,22.4,28.4
default,18,mean_pooled,pair_novel,2e-05,2.2e-05,10,19.8,25.8
default,18,mean_pooled,word_novel,0.000324,0.000318,10,25.0,31.0
default,18,words_only,pair_novel,2.1e-05,1.9e-05,10,18.7,24.7
default,18,words_only,word_novel,0.000233,0.000353,10,20.0,26.0
default,19,mean_pooled,pair_novel,2.4e-05,2e-05,10,19.1,25.1
default,19,mean_pooled,word_novel,0.000253,0.000309,10,26.0,32.0
default,19,words_only,pair_novel,4.4e-05,9.8e-05,10,19.0,25.0
default,19,words_only,word_novel,0.000396,0.000446,10,21.5,27.5
