condition,layer,mode,split,k,mean_r2,sd_r2
default,16,mean_pooled,pair_novel,1,0.180491,0.007712
default,16,mean_pooled,pair_novel,2,0.29806,0.007286
default,16,mean_pooled,pair_novel,3,0.367903,0.007939
default,16,mean_pooled,pair_novel,4,0.399297,0.004921
default,16,mean_pooled,pair_novel,5,0.417201,0.004397
default,16,mean_pooled,pair_novel,6,0.438438,0.005107
default,16,mean_pooled,pair_novel,7,0.458459,0.005835
default,16,mean_pooled,pair_novel,8,0.470331,0.004953
default,16,mean_pooled,pair_novel,9,0.481029,0.005573
default,16,mean_pooled,pair_novel,10,0.49067,0.005445
default,16,mean_pooled,pair_novel,11,0.500476,0.006007
default,16,mean_pooled,pair_novel,12,0.509855,0.00553
default,16,mean_pooled,pair_novel,13,0.518534,0.005411
default,16,mean_pooled,pair_novel,14,0.527603,0.005099
default,16,mean_pooled,pair_novel,15,0.53437,0.004692
default,16,mean_pooled,word_novel,1,0.171014,0.049088
default,16,mean_pooled,word_novel,2,0.270006,0.042939
default,16,mean_pooled,word_novel,3,0.330746,0.045788
default,16,mean_pooled,word_novel,4,0.35413,0.044879
default,16,mean_pooled,word_novel,5,0.368136,0.041689
default,16,mean_pooled,word_novel,6,0.381144,0.040567
default,16,mean_pooled,word_novel,7,0.392409,0.035938
default,16,mean_pooled,word_novel,8,0.39811,0.035366
default,16,mean_pooled,word_novel,9,0.403065,0.037426
default,16,mean_pooled,word_novel,10,0.406336,0.038405
default,16,mean_pooled,word_novel,11,0.406327,0.03878
default,16,mean_pooled,word_novel,12,0.408722,0.035875
default,16,mean_pooled,word_novel,13,0.412977,0.032667
default,16,mean_pooled,word_novel,14,0.411848,0.029034
default,16,mean_pooled,word_novel,15,0.41213,0.031575
default,16,words_only,pair_novel,1,0.038205,0.003176
default,16,words_only,pair_novel,2,0.075301,0.004642
default,16,words_only,pair_novel,3,0.122542,0.004557
default,16,words_only,pair_novel,4,0.16612,0.005003
default,16,words_only,pair_novel,5,0.18123,0.005189
default,16,words_only,pair_novel,6,0.205303,0.005036
default,16,words_only,pair_novel,7,0.222345,0.003927
default,16,words_only,pair_novel,8,0.232912,0.004148
default,16,words_only,pair_novel,9,0.244948,0.004332
default,16,words_only,pair_novel,10,0.255456,0.004005
default,16,words_only,pair_novel,11,0.263747,0.004425
default,16,words_only,pair_novel,12,0.273572,0.004327
default,16,words_only,pair_novel,13,0.2803,0.004712
default,16,words_only,pair_novel,14,0.285491,0.004741
default,16,words_only,pair_novel,15,0.290018,0.00471
default,16,words_only,word_novel,1,0.035456,0.023011
default,16,words_only,word_novel,2,0.052604,0.027018
default,16,words_only,word_novel,3,0.072782,0.030311
default,16,words_only,word_novel,4,0.09375,0.038414
default,16,words_only,word_novel,5,0.09753,0.03724
default,16,words_only,word_novel,6,0.104128,0.037333
default,16,words_only,word_novel,7,0.106407,0.037742
default,16,words_only,word_novel,8,0.109022,0.037875
default,16,words_only,word_novel,9,0.113443,0.040772
default,16,words_only,word_novel,10,0.117023,0.039399
default,16,words_only,word_novel,11,0.120578,0.038701
default,16,words_only,word_novel,12,0.125501,0.041085
default,16,words_only,word_novel,13,0.129165,0.044
default,16,words_only,word_novel,14,0.128958,0.04246
default,16,words_only,word_novel,15,0.129365,0.04208
attn_zeroed,16,mean_pooled,pair_novel,1,0.053135,0.004052
attn_zeroed,16,mean_pooled,pair_novel,2,0.142788,0.00609
attn_zeroed,16,mean_pooled,pair_novel,3,0.196023,0.005507
attn_zeroed,16,mean_pooled,pair_novel,4,0.256586,0.005242
attn_zeroed,16,mean_pooled,pair_novel,5,0.30668,0.006546
attn_zeroed,16,mean_pooled,pair_novel,6,0.328946,0.004576
attn_zeroed,16,mean_pooled,pair_novel,7,0.357168,0.003263
attn_zeroed,16,mean_pooled,pair_novel,8,0.38033,0.00425
attn_zeroed,16,mean_pooled,pair_novel,9,0.40213,0.004281
attn_zeroed,16,mean_pooled,pair_novel,10,0.423633,0.004229
attn_zeroed,16,mean_pooled,pair_novel,11,0.44033,0.005272
attn_zeroed,16,mean_pooled,pair_novel,12,0.452955,0.003346
attn_zeroed,16,mean_pooled,pair_novel,13,0.466212,0.002439
attn_zeroed,16,mean_pooled,pair_novel,14,0.476516,0.002941
attn_zeroed,16,mean_pooled,pair_novel,15,0.485877,0.002458
attn_zeroed,16,mean_pooled,word_novel,1,0.046461,0.032408
attn_zeroed,16,mean_pooled,word_novel,2,0.084461,0.041846
attn_zeroed,16,mean_pooled,word_novel,3,0.104659,0.033751
attn_zeroed,16,mean_pooled,word_novel,4,0.133634,0.042361
attn_zeroed,16,mean_pooled,word_novel,5,0.15663,0.052002
attn_zeroed,16,mean_pooled,word_novel,6,0.164187,0.048981
attn_zeroed,16,mean_pooled,word_novel,7,0.171634,0.043424
attn_zeroed,16,mean_pooled,word_novel,8,0.179067,0.044685
attn_zeroed,16,mean_pooled,word_novel,9,0.191506,0.043674
attn_zeroed,16,mean_pooled,word_novel,10,0.196411,0.046289
attn_zeroed,16,mean_pooled,word_novel,11,0.201897,0.043879
attn_zeroed,16,mean_pooled,word_novel,12,0.206591,0.044718
attn_zeroed,16,mean_pooled,word_novel,13,0.207513,0.044357
attn_zeroed,16,mean_pooled,word_novel,14,0.213362,0.04152
attn_zeroed,16,mean_pooled,word_novel,15,0.216814,0.040277
attn_zeroed,16,words_only,pair_novel,1,0.037423,0.003081
attn_zeroed,16,words_only,pair_novel,2,0.074534,0.004557
attn_zeroed,16,words_only,pair_novel,3,0.120979,0.004509
attn_zeroed,16,words_only,pair_novel,4,0.164626,0.005045
attn_zeroed,16,words_only,pair_novel,5,0.179597,0.005299
attn_zeroed,16,words_only,pair_novel,6,0.203275,0.005102
attn_zeroed,16,words_only,pair_novel,7,0.220242,0.003931
attn_zeroed,16,words_only,pair_novel,8,0.230858,0.004068
attn_zeroed,16,words_only,pair_novel,9,0.2429,0.004208
attn_zeroed,16,words_only,pair_novel,10,0.253345,0.003888
attn_zeroed,16,words_only,pair_novel,11,0.261675,0.004337
attn_zeroed,16,words_only,pair_novel,12,0.271408,0.004225
attn_zeroed,16,words_only,pair_novel,13,0.278078,0.004641
attn_zeroed,16,words_only,pair_novel,14,0.283316,0.004639
attn_zeroed,16,words_only,pair_novel,15,0.287818,0.004613
attn_zeroed,16,words_only,word_novel,1,0.03458,0.022407
attn_zeroed,16,words_only,word_novel,2,0.051653,0.026209
attn_zeroed,16,words_only,word_novel,3,0.071275,0.029217
attn_zeroed,16,words_only,word_novel,4,0.09221,0.037336
attn_zeroed,16,words_only,word_novel,5,0.095781,0.036042
attn_zeroed,16,words_only,word_novel,6,0.10222,0.036429
attn_zeroed,16,words_only,word_novel,7,0.104247,0.036612
attn_zeroed,16,words_only,word_novel,8,0.106994,0.036975
attn_zeroed,16,words_only,word_novel,9,0.111454,0.039854
attn_zeroed,16,words_only,word_novel,10,0.114826,0.038301
attn_zeroed,16,words_only,word_novel,11,0.118648,0.037784
attn_zeroed,16,words_only,word_novel,12,0.123426,0.040138
attn_zeroed,16,words_only,word_novel,13,0.127155,0.043108
attn_zeroed,16,words_only,word_novel,14,0.126959,0.041546
attn_zeroed,16,words_only,word_novel,15,0.127257,0.040999
