fold,n_train,n_test,r,r2,acc
1,279306,3086,0.25449,0.064765,0.578095
2,271560,3838,0.218689,0.047825,0.56592
3,273072,3787,0.304935,0.092985,0.583311
4,277277,3203,0.201208,0.040485,0.562285
5,273362,3746,0.25042,0.06271,0.574746
6,275538,3408,0.23392,0.054718,0.565434
7,272895,3839,0.252997,0.064008,0.574368
8,278245,3162,0.278053,0.077313,0.568311
9,276139,3294,0.202935,0.041183,0.557377
10,277479,3174,0.277466,0.076987,0.574354
