fold,epoch,train_loss,val_loss
0,1,10.3971162720387,10.520482063293457
0,2,10.343119470434727,10.509757995605469
0,3,10.323707314938577,10.524834632873535
0,4,10.305884412195278,10.540473937988281
0,5,10.290803417987398,10.560465812683105
0,6,10.271809957991216,10.560781478881836
0,7,10.252002975622176,10.599998474121094
0,8,10.236373002991535,10.596139907836914
0,9,10.220809663611483,10.602797508239746
0,10,10.199445253325695,10.628679275512695
0,11,10.185777480745974,10.649633407592773
0,12,10.17254033797976,10.645166397094727
0,13,10.155939707848004,10.675747871398926
0,14,10.14227392432054,10.682328224182129
0,15,10.12651665234549,10.693185806274414
0,16,10.117463481000573,10.707199096679688
0,17,10.10373703137929,10.729937553405762
0,18,10.093795748201897,10.744505882263184
0,19,10.07841639615556,10.752264976501465
0,20,10.068544729807142,10.765936851501465
0,21,10.060762562854052,10.772205352783203
0,22,10.045431942587996,10.776834487915039
1,1,10.389489329143549,10.478083610534668
1,2,10.347482037937185,10.486886024475098
1,3,10.330455925434936,10.496374130249023
1,4,10.315122706666012,10.509269714355469
1,5,10.29503404199604,10.538412094116211
1,6,10.279538182681135,10.555055618286133
1,7,10.261871736960115,10.569570541381836
1,8,10.242332367719023,10.60741138458252
1,9,10.225007569434215,10.634016036987305
1,10,10.20669772180488,10.639578819274902
1,11,10.190935909395918,10.652022361755371
1,12,10.175733621380992,10.66252613067627
1,13,10.157771558566964,10.679037094116211
1,14,10.147729783473265,10.686384201049805
1,15,10.130340542707975,10.698331832885742
1,16,10.119899837973191,10.716386795043945
1,17,10.10495020539762,10.725493431091309
1,18,10.094083975712346,10.74217700958252
1,19,10.082164162615996,10.768837928771973
1,20,10.074092486211354,10.777931213378906
1,21,10.060311001456604,10.762511253356934
2,1,10.40813480357252,10.468526840209961
2,2,10.354456492991272,10.457444190979004
2,3,10.326737940715724,10.461915969848633
2,4,10.322703598966493,10.46069049835205
2,5,10.310488678208857,10.46645450592041
2,6,10.301333591032083,10.46463394165039
2,7,10.301623502126015,10.476147651672363
2,8,10.291960816226883,10.486424446105957
2,9,10.311004414786483,10.484286308288574
2,10,10.30341281305312,10.478918075561523
2,11,10.267498423290542,10.492765426635742
2,12,10.266700913474255,10.498943328857422
2,13,10.300901267470959,10.49429988861084
2,14,10.294001383435395,10.490776062011719
2,15,10.262318678412305,10.502117156982422
2,16,10.249431367363131,10.5115327835083
2,17,10.268285760787744,10.513014793395996
2,18,10.22942750188188,10.522004127502441
2,19,10.244467275649503,10.530624389648438
2,20,10.242668809635221,10.542572975158691
2,21,10.254880678697129,10.545153617858887
2,22,10.22487132016357,10.559781074523926
3,1,10.424505109196554,10.437400817871094
3,2,10.37604588258866,10.422578811645508
3,3,10.354781606892406,10.438812255859375
3,4,10.340345622119816,10.44304084777832
3,5,10.324135443798838,10.459901809692383
3,6,10.307126828290924,10.465834617614746
3,7,10.290896613905028,10.480175018310547
3,8,10.272977359246644,10.505629539489746
3,9,10.256161089961932,10.514545440673828
3,10,10.239914846724103,10.543394088745117
3,11,10.222809056301342,10.557149887084961
3,12,10.21108194750551,10.568496704101562
3,13,10.195091164095372,10.584816932678223
3,14,10.176358445201362,10.587236404418945
3,15,10.168218793828892,10.621487617492676
3,16,10.15385293528351,10.624520301818848
3,17,10.141796233219795,10.612066268920898
3,18,10.127560609096374,10.63729476928711
3,19,10.1217351232218,10.635168075561523
3,20,10.099332799038269,10.6659517288208
3,21,10.092893207773994,10.679020881652832
3,22,10.087593668603485,10.669244766235352
4,1,10.389178379520864,10.444334030151367
4,2,10.35782701828262,10.435188293457031
4,3,10.345567135180834,10.443639755249023
4,4,10.335400526773594,10.443115234375
4,5,10.323098981408469,10.466575622558594
4,6,10.305275661921911,10.481494903564453
4,7,10.290171567232731,10.499809265136719
4,8,10.271825945225302,10.510486602783203
4,9,10.254827741783389,10.518322944641113
4,10,10.233838090283141,10.546598434448242
4,11,10.218142594685114,10.551563262939453
4,12,10.201674822986188,10.577375411987305
4,13,10.183067033565559,10.588637351989746
4,14,10.164136107565866,10.615407943725586
4,15,10.155304723890971,10.626288414001465
4,16,10.13540235584857,10.674090385437012
4,17,10.121701568126946,10.644307136535645
4,18,10.109151065334558,10.672287940979004
4,19,10.096988732898149,10.710585594177246
4,20,10.08556107891036,10.681665420532227
4,21,10.071718029801728,10.709755897521973
4,22,10.061332948550152,10.722511291503906
5,1,10.42276044922072,10.22193431854248
5,2,10.387182692501563,10.2344970703125
5,3,10.37440974252475,10.246099472045898
5,4,10.361503719983064,10.265810012817383
5,5,10.346173155634414,10.290069580078125
5,6,10.329141883581668,10.292119026184082
5,7,10.308622497328468,10.320427894592285
5,8,10.292095288021454,10.333792686462402
5,9,10.271129302175535,10.358756065368652
5,10,10.254152468899328,10.367175102233887
5,11,10.237634332721738,10.392305374145508
5,12,10.222785652358006,10.397236824035645
5,13,10.20374619432627,10.430896759033203
5,14,10.19103776438091,10.446707725524902
5,15,10.175192047906123,10.44350814819336
5,16,10.163711514809364,10.444236755371094
5,17,10.150692582212633,10.466596603393555
5,18,10.137152448736819,10.495741844177246
5,19,10.12730003830877,10.508913040161133
5,20,10.115989878420066,10.513885498046875
5,21,10.103286489102164,10.52708625793457
6,1,10.383560458620718,10.395601272583008
6,2,10.344264798091253,10.388057708740234
6,3,10.33017515858733,10.392645835876465
6,4,10.316828579106373,10.402379035949707
6,5,10.300296002540655,10.411544799804688
6,6,10.28769655464443,10.425741195678711
6,7,10.26777643868635,10.436907768249512
6,8,10.24997048117717,10.456446647644043
6,9,10.236213691847919,10.468588829040527
6,10,10.217201534164476,10.481810569763184
6,11,10.201990179393011,10.493294715881348
6,12,10.184326726545768,10.521728515625
6,13,10.165664723174515,10.514657974243164
6,14,10.150761789207104,10.533561706542969
6,15,10.136555092302306,10.564051628112793
6,16,10.122006384208856,10.567740440368652
6,17,10.11329120624089,10.598597526550293
6,18,10.09933694616581,10.59744930267334
6,19,10.08644841738394,10.605189323425293
6,20,10.069828302240174,10.629035949707031
6,21,10.064139312557511,10.620983123779297
6,22,10.050446650326132,10.624719619750977
7,1,10.416179154304151,10.348312377929688
7,2,10.373044792569313,10.34914779663086
7,3,10.356354898351176,10.359931945800781
7,4,10.342492243062683,10.370684623718262
7,5,10.328638572643667,10.376585006713867
7,6,10.312812224214422,10.389396667480469
7,7,10.29631001393653,10.422318458557129
7,8,10.280817103996869,10.408809661865234
7,9,10.26521637562345,10.428936958312988
7,10,10.2477617691807,10.43531322479248
7,11,10.236510715954333,10.459394454956055
7,12,10.218910354962244,10.460660934448242
7,13,10.203147898938187,10.473868370056152
7,14,10.190480231290508,10.477018356323242
7,15,10.176057519137771,10.515313148498535
7,16,10.164301316582874,10.51620101928711
7,17,10.15425323754797,10.519783973693848
7,18,10.138709413347922,10.541358947753906
7,19,10.125192176374984,10.546551704406738
7,20,10.119720390861788,10.56865119934082
7,21,10.108005119378966,10.552656173706055
8,1,10.380953099474501,10.357181549072266
8,2,10.348779403362224,10.360960006713867
8,3,10.334663174074342,10.369099617004395
8,4,10.321088135647779,10.378384590148926
8,5,10.303398839558033,10.400589942932129
8,6,10.28655754327515,10.41828441619873
8,7,10.269211269645831,10.427043914794922
8,8,10.247120019635773,10.455904960632324
8,9,10.227119094179281,10.478009223937988
8,10,10.212320843694423,10.470842361450195
8,11,10.191769673997891,10.500019073486328
8,12,10.17695532861753,10.519657135009766
8,13,10.159992314687397,10.528018951416016
8,14,10.146672782726958,10.531790733337402
8,15,10.133889411972993,10.554033279418945
8,16,10.11922595623798,10.5681734085083
8,17,10.109227002406186,10.584171295166016
8,18,10.093398678609079,10.611849784851074
8,19,10.082304265952054,10.588841438293457
8,20,10.069115505017583,10.63494873046875
8,21,10.065506224700837,10.634754180908203
9,1,10.339494938574152,10.59073543548584
9,2,10.301299993593132,10.594433784484863
9,3,10.286006599074208,10.606204986572266
9,4,10.270898403088111,10.619048118591309
9,5,10.254025315137827,10.63433837890625
9,6,10.23565462175452,10.647851943969727
9,7,10.218391115275576,10.675315856933594
9,8,10.198155422613041,10.698091506958008
9,9,10.182938109653549,10.70954418182373
9,10,10.166405386574407,10.72627067565918
9,11,10.149932727884291,10.735251426696777
9,12,10.132183700927394,10.751477241516113
9,13,10.116327703297936,10.78024959564209
9,14,10.105418008104689,10.777691841125488
9,15,10.089843312030498,10.7903470993042
9,16,10.077509089744206,10.819626808166504
9,17,10.064746408149537,10.81292724609375
9,18,10.053578436083482,10.826163291931152
9,19,10.038559335607772,10.837493896484375
9,20,10.026028902983999,10.856365203857422
9,21,10.019743164672528,10.853334426879883
