input,split,folds,epochs,mean_n_train,mean_n_test,mean_test_r,std_test_r,mean_test_r2,std_test_r2,mean_test_rho,std_test_rho,mean_train_r
concat,pair_novel,10,40.1,306037.8,34004.2,0.488058,0.004077,0.238216,0.003977,0.420329,0.004346,0.560326
