input,split,folds,epochs,mean_n_train,mean_n_test,mean_test_r,std_test_r,mean_test_r2,std_test_r2,mean_test_rho,std_test_rho,mean_train_r
diff,pair_novel,10,21.0,306037.8,34004.2,0.001229,0.004604,2.1e-05,2.8e-05,0.000622,0.004916,0.077155
