component,W1_sim,W2_sim,baseline_sim,W1_z,W2_z,r_bias_v_align,W1_words,W2_words
C1,0.26533228,0.13917652,0.119480364,16.408795079768193,2.2158787613781694,0.12990355996118175,"tall, soft, thick, long, beautiful, bright, merry, broad, grew, large, nice, deep, big, dark, thin","overcast, richer, pointy, recurved, ponderous, gamelan, squat, uncollected, clearest, infrequent, placid, teal, dusk, docile, persevering"
C2,0.14876375,0.17741184,0.119480364,3.2944718658814898,6.517471775306157,-0.019598874132621038,"ashes, guts, paws, heats, purges, baby, go, went, jumpy, background, ligands, chic, hill, friendlies, step","calcareous, becoming, excrement, suffer, waste, reservoir, existential, crests, restrictive, produce, fearful, comforting, cheerful, preparedness, contributions"
C3,0.14844722,0.12336233,0.119480364,3.2588612005817645,0.43673357806351715,0.09015188481744799,"deity, publication, topology, ordination, depiction, contented, boyhood, publications, causality, sociability, publicity, mutualism, brutality, sinuous, intertextuality","portfolios, cgi, black, survivals, sunny, landform, origin, synthesis, distributed, norm, recall, archives, birthdays, hyper, surrender"
C4,0.11077864,0.15117969,0.119480364,-0.9789714217316337,3.5662726744545865,-0.06754687430547188,"click, whisky, ancestry, timeline, route, humankind, materiel, journey, recipe, freud, ranking, joggers, range, agenda, beasts","enemies, preparations, cities, associations, cattle, conspirators, monument, pantheism, extensibility, books, hand, book, termination, moves, expeditions"
C5,0.13981222,0.118587315,0.119480364,2.287396819581332,-0.100470793117902,0.11478943806147661,"participations, ashes, notables, allies, participating, chairpersons, notations, findings, foundation, interpretations, places, calculating, cause, finding, notability","payload, dialog, turmoil, stardom, paddy, preparedness, longevity, scheme, uniqueness, deficiency, encyclopedia, shield, scraps, metamorphism, idleness"
C6,0.10920712,0.1462282,0.119480364,-1.155771618943396,3.009214376658694,-0.031253764504946394,"arrival, coda, course, woman, seal, landmarks, understand, arrests, arrivals, singles, medalists, guys, types, medal, cycles","clicking, precautions, issue, misanthropic, commencement, borrowings, ventilation, endangerment, soundtrack, outlets, output, noon, go, overviews, program"
C7,0.13997294,0.11071167,0.119480364,2.305478762709231,-0.9865052852970684,0.0638634326771064,"step, wards, stance, facebook, ep, downturn, fallout, restraints, setback, handover, fall, room, lynching, drift, pull","criticism, actresses, border, vast, many, dismantling, certainty, referencing, splits, hisses, refoundation, telematics, initially, trophies, techno"
C8,0.12345368,0.13353027,0.119480364,0.44701007642936386,1.580658724624816,0.0009647096806622661,"consortia, scientology, eurovision, prioritization, chapters, pantheism, privatisation, topography, diapers, kidnap, injunction, phobias, typology, agenda, privatization","finalists, shaving, clones, darkness, laziness, remand, planting, labels, crossed, reflections, engineered, graphing, radars, slots, thinker"
C9,0.13499309,0.12811497,0.119480364,1.7452302240666488,0.971419955681233,0.023178793680126174,"capitalisation, repudiation, freeways, pantheism, cancerous, victim, bad, pairing, brooding, taoism, violent, transitivity, preparations, surrounding, ticketing","pointing, exactly, finish, deal, rally, audio, mana, realignment, cloister, rivalry, grant, weary, philately, lifecycle, showrooms"
C10,0.12369328,0.12040795,0.119480364,0.47396618662082085,0.1043559130139623,0.011806268739688888,"friendlies, timeline, survey, tariff, mission, roster, sprinter, agenda, contest, merger, reliance, prospect, lawless, impetus, patent","molding, upbringing, weeping, bumbling, violations, cries, editing, bit, snowfall, floods, pending, sounding, reopening, notes, guru"
C11,0.10294259,0.13591392,0.119480364,-1.8605508087872702,1.8488267155863651,-0.011749475869160378,"inscription, angling, subtypes, oration, animated, curation, rediscovery, printable, dressing, graphing, despotism, chicks, curricular, sowing, appearances","prioritization, mechanism, slip, temporality, ottoman, warfare, outreach, status, power, entrants, okra, sorrow, diagram, format, past"
C12,0.12834445,0.12166891,0.119480364,0.9972369336313208,0.24621853042255548,0.025909075444714835,"localities, extent, capitalization, emulsions, capitalisation, locales, examples, rededication, languages, centralization, dying, damned, example, neurodegeneration, contest","museums, mayan, recharge, commonwealth, confucian, pavement, wards, landform, rays, optimality, deity, appreciations, view, sequels, degenerate"
C13,0.12680586,0.18476444,0.119480364,0.8241408021845402,7.344662836671228,0.0009461042726653477,"stem, ignition, marketplace, preamble, air, proscription, emigration, deity, shootout, wonderful, divestiture, shoddy, dusty, quotation, echolocation","claims, medalists, spa, buy, surprise, murderous, captured, broken, hairstyles, referendum, many, being, crossed, formula, several"
C14,0.13331318,0.11128228,0.119480364,1.5562348576277492,-0.9223098608397493,0.0556402605812399,"flawless, frightened, scream, lynching, aims, takeover, survey, jacket, intake, reruns, firsts, toll, expiry, setback, reign","heart, hare, deficiency, omega, alcohol, estate, formula, innocents, iconography, internationals, theosophy, honors, converts, realisation, transactions"
C15,0.13055627,0.14149253,0.119480364,1.2460740432459567,2.4764374495530013,-0.005329330159609546,"coastline, devolved, breach, lemurs, quite, rebuttals, reestablishment, combinations, rereleases, antiquity, blog, contented, dynasties, victory, fable","countries, shuttles, mechanism, friends, sometimes, countryside, walking, enemy, treaties, hydrology, naughty, silky, versions, wellness, prerogatives"
