fold,n_train,n_test,r,r2,acc
1,279306,3086,0.354144,0.125418,0.579067
2,271560,3838,0.34963,0.122241,0.597186
3,273072,3787,0.365887,0.133874,0.593082
4,277277,3203,0.282987,0.080082,0.569466
5,273362,3746,0.344002,0.118337,0.587026
6,275538,3408,0.349979,0.122485,0.605047
7,272895,3839,0.321126,0.103122,0.584267
8,278245,3162,0.349952,0.122467,0.601834
9,276139,3294,0.321375,0.103282,0.589253
10,277479,3174,0.35115,0.123307,0.596723
