fold,n_train,n_test,train_r,train_r2,test_r,test_r2,test_rho,test_acc,stopped_epoch
0,306037,34005,0.481716,0.23205,0.41454,0.171844,0.368303,0.616439,41
1,306037,34005,0.440724,0.194238,0.406196,0.164996,0.36768,0.616792,27
2,306038,34004,0.500986,0.250987,0.413801,0.171231,0.358909,0.612604,68
3,306038,34004,0.443763,0.196926,0.40934,0.167559,0.37142,0.619309,28
4,306038,34004,0.50067,0.25067,0.418693,0.175304,0.363601,0.611222,64
5,306038,34004,0.500942,0.250943,0.41469,0.171968,0.363476,0.61381,62
6,306038,34004,0.491502,0.241575,0.417437,0.174253,0.365199,0.621015,56
7,306038,34004,0.494166,0.244201,0.415354,0.172519,0.365839,0.618457,53
8,306038,34004,0.448435,0.201094,0.406777,0.165468,0.368722,0.619368,29
9,306038,34004,0.494297,0.244329,0.415954,0.173017,0.363878,0.617486,62
