input,split,folds,epochs,mean_n_train,mean_n_test,mean_test_r,std_test_r,mean_test_r2,std_test_r2,mean_test_rho,std_test_rho,mean_test_acc,std_test_acc,mean_train_r
concat,word_novel,10,23.7,275487.3,3453.7,-0.000586,0.020076,0.000363,0.000327,0.000269,0.016279,0.502794,0.005899,0.046819
