input,split,folds,epochs,mean_n_train,mean_n_test,mean_test_r,std_test_r,mean_test_r2,std_test_r2,mean_test_rho,std_test_rho,mean_test_acc,std_test_acc,mean_train_r
diff,word_corpus,10,21.3,39691.2,531.2,0.000732,0.037595,0.001273,0.001261,0.004754,0.041462,0.509378,0.02451,0.125508
