condition,layer,mode,split,mean_r2,sd_r2,n_folds,mean_best_epoch,mean_n_epochs
default,0,mean_pooled,pair_novel,3.5e-05,6e-05,10,33.2,39.2
default,0,mean_pooled,word_novel,0.000133,0.000181,10,48.2,54.2
default,0,words_only,pair_novel,2.5e-05,4.5e-05,10,32.7,38.7
default,0,words_only,word_novel,0.000476,0.000534,10,34.7,40.7
default,1,mean_pooled,pair_novel,2.7e-05,3.4e-05,10,29.8,35.8
default,1,mean_pooled,word_novel,0.000505,0.000568,10,40.9,46.9
default,1,words_only,pair_novel,4.5e-05,4.2e-05,10,27.2,33.2
default,1,words_only,word_novel,0.000368,0.000476,10,32.4,38.4
default,2,mean_pooled,pair_novel,3.1e-05,5.9e-05,10,27.9,33.9
default,2,mean_pooled,word_novel,0.000299,0.000336,10,45.4,51.4
default,2,words_only,pair_novel,3.1e-05,4.2e-05,10,26.5,32.5
default,2,words_only,word_novel,0.000245,0.000266,10,28.4,34.4
default,3,mean_pooled,pair_novel,2.2e-05,2.9e-05,10,29.8,35.8
default,3,mean_pooled,word_novel,0.000441,0.000565,10,44.2,50.2
default,3,words_only,pair_novel,2.4e-05,3.5e-05,10,25.0,31.0
default,3,words_only,word_novel,0.000494,0.000531,10,28.9,34.9
default,4,mean_pooled,pair_novel,3.7e-05,4.7e-05,10,27.5,33.5
default,4,mean_pooled,word_novel,0.000367,0.000464,10,39.0,45.0
default,4,words_only,pair_novel,5.6e-05,4.9e-05,10,26.0,32.0
default,4,words_only,word_novel,0.000123,0.000174,10,28.4,34.4
default,5,mean_pooled,pair_novel,4.2e-05,4e-05,10,30.2,36.2
default,5,mean_pooled,word_novel,0.000272,0.000345,10,42.3,48.3
default,5,words_only,pair_novel,3.9e-05,3.8e-05,10,27.2,33.2
default,5,words_only,word_novel,0.000239,0.000239,10,27.2,33.2
default,6,mean_pooled,pair_novel,1.8e-05,3.5e-05,10,33.1,39.1
default,6,mean_pooled,word_novel,0.000334,0.000355,10,38.3,44.3
default,6,words_only,pair_novel,4.3e-05,6.4e-05,10,23.7,29.7
default,6,words_only,word_novel,0.000275,0.000227,10,26.7,32.7
default,7,mean_pooled,pair_novel,7e-06,8e-06,10,27.3,33.3
default,7,mean_pooled,word_novel,0.00018,0.000206,10,43.8,49.8
default,7,words_only,pair_novel,2.6e-05,3.7e-05,10,25.2,31.2
default,7,words_only,word_novel,0.00024,0.000294,10,30.1,36.1
default,8,mean_pooled,pair_novel,1.7e-05,2e-05,10,27.6,33.6
default,8,mean_pooled,word_novel,0.000257,0.000334,10,41.0,47.0
default,8,words_only,pair_novel,4.4e-05,7.2e-05,10,25.3,31.3
default,8,words_only,word_novel,0.000188,0.000234,10,28.4,34.4
default,9,mean_pooled,pair_novel,2.5e-05,2.4e-05,10,33.1,39.1
default,9,mean_pooled,word_novel,0.000348,0.000554,10,49.1,55.1
default,9,words_only,pair_novel,9e-06,1.2e-05,10,29.0,35.0
default,9,words_only,word_novel,0.000289,0.000377,10,32.0,38.0
default,10,mean_pooled,pair_novel,7.8e-05,0.000163,10,29.0,35.0
default,10,mean_pooled,word_novel,0.000203,0.000267,10,46.7,52.7
default,10,words_only,pair_novel,2e-05,2.5e-05,10,27.2,33.2
default,10,words_only,word_novel,0.000407,0.000254,10,30.4,36.4
default,11,mean_pooled,pair_novel,3.9e-05,8.2e-05,10,26.8,32.8
default,11,mean_pooled,word_novel,0.000306,0.000379,10,46.8,52.8
default,11,words_only,pair_novel,2e-05,2.5e-05,10,24.5,30.5
default,11,words_only,word_novel,0.00022,0.000372,10,28.8,34.8
default,12,mean_pooled,pair_novel,9e-06,1.2e-05,10,26.8,32.8
default,12,mean_pooled,word_novel,0.000308,0.000356,10,43.9,49.9
default,12,words_only,pair_novel,2.4e-05,2.3e-05,10,25.6,31.6
default,12,words_only,word_novel,0.000135,0.000161,10,29.0,35.0
default,13,mean_pooled,pair_novel,4.2e-05,6.5e-05,10,27.9,33.9
default,13,mean_pooled,word_novel,0.000139,0.000146,10,41.5,47.5
default,13,words_only,pair_novel,2.8e-05,3.7e-05,10,29.0,35.0
default,13,words_only,word_novel,0.000202,0.000195,10,32.0,38.0
default,14,mean_pooled,pair_novel,3.6e-05,6.5e-05,10,32.1,38.1
default,14,mean_pooled,word_novel,0.000226,0.000392,10,43.0,49.0
default,14,words_only,pair_novel,1.2e-05,2.4e-05,10,26.3,32.3
default,14,words_only,word_novel,0.000285,0.000335,10,27.8,33.8
default,15,mean_pooled,pair_novel,3.6e-05,2.8e-05,10,23.0,29.0
default,15,mean_pooled,word_novel,0.000153,0.000255,10,39.7,45.7
default,15,words_only,pair_novel,1.8e-05,2.1e-05,10,28.1,34.1
default,15,words_only,word_novel,0.000116,0.000117,10,30.0,36.0
default,16,mean_pooled,pair_novel,1.8e-05,1.7e-05,10,25.2,31.2
default,16,mean_pooled,word_novel,0.000434,0.000703,10,37.5,43.5
default,16,words_only,pair_novel,3.8e-05,3.8e-05,10,25.8,31.8
default,16,words_only,word_novel,0.000475,0.000641,10,30.3,36.3
default,17,mean_pooled,pair_novel,1.8e-05,1.5e-05,10,31.8,37.8
default,17,mean_pooled,word_novel,0.000314,0.000338,10,41.3,47.3
default,17,words_only,pair_novel,2.8e-05,3.6e-05,10,28.1,34.1
default,17,words_only,word_novel,0.000282,0.000378,10,31.5,37.5
default,18,mean_pooled,pair_novel,2.2e-05,2.6e-05,10,26.9,32.9
default,18,mean_pooled,word_novel,0.000417,0.00054,10,40.6,46.6
default,18,words_only,pair_novel,1.1e-05,1.3e-05,10,29.3,35.3
default,18,words_only,word_novel,0.000298,0.000346,10,33.6,39.6
