condition,layer,mode,split,k,mean_r2,sd_r2
default,32,mean_pooled,pair_novel,1,0.269597,0.004661
default,32,mean_pooled,pair_novel,2,0.373519,0.005038
default,32,mean_pooled,pair_novel,3,0.442509,0.005207
default,32,mean_pooled,pair_novel,4,0.473872,0.00567
default,32,mean_pooled,pair_novel,5,0.502811,0.005969
default,32,mean_pooled,pair_novel,6,0.51473,0.005617
default,32,mean_pooled,pair_novel,7,0.527845,0.005647
default,32,mean_pooled,pair_novel,8,0.536428,0.005898
default,32,mean_pooled,pair_novel,9,0.541396,0.005734
default,32,mean_pooled,pair_novel,10,0.545071,0.005699
default,32,mean_pooled,pair_novel,11,0.547621,0.005853
default,32,mean_pooled,pair_novel,12,0.54976,0.00584
default,32,mean_pooled,pair_novel,13,0.551103,0.005836
default,32,mean_pooled,pair_novel,14,0.552488,0.005704
default,32,mean_pooled,pair_novel,15,0.553468,0.005605
default,32,mean_pooled,word_novel,1,0.274116,0.015218
default,32,mean_pooled,word_novel,2,0.364449,0.019291
default,32,mean_pooled,word_novel,3,0.429589,0.024377
default,32,mean_pooled,word_novel,4,0.457601,0.02908
default,32,mean_pooled,word_novel,5,0.484969,0.025893
default,32,mean_pooled,word_novel,6,0.496432,0.028396
default,32,mean_pooled,word_novel,7,0.506308,0.025548
default,32,mean_pooled,word_novel,8,0.51273,0.026306
default,32,mean_pooled,word_novel,9,0.516725,0.026069
default,32,mean_pooled,word_novel,10,0.519821,0.025211
default,32,mean_pooled,word_novel,11,0.521889,0.024567
default,32,mean_pooled,word_novel,12,0.523519,0.024924
default,32,mean_pooled,word_novel,13,0.524392,0.024218
default,32,mean_pooled,word_novel,14,0.525109,0.025104
default,32,mean_pooled,word_novel,15,0.525578,0.024608
default,32,words_only,pair_novel,1,0.19602,0.004977
default,32,words_only,pair_novel,2,0.311701,0.006583
default,32,words_only,pair_novel,3,0.358901,0.006247
default,32,words_only,pair_novel,4,0.392032,0.005471
default,32,words_only,pair_novel,5,0.414678,0.005687
default,32,words_only,pair_novel,6,0.427073,0.00566
default,32,words_only,pair_novel,7,0.436477,0.00565
default,32,words_only,pair_novel,8,0.44541,0.005946
default,32,words_only,pair_novel,9,0.451739,0.005844
default,32,words_only,pair_novel,10,0.455685,0.006256
default,32,words_only,pair_novel,11,0.458371,0.006284
default,32,words_only,pair_novel,12,0.460935,0.006258
default,32,words_only,pair_novel,13,0.46252,0.006314
default,32,words_only,pair_novel,14,0.463941,0.006197
default,32,words_only,pair_novel,15,0.464819,0.006103
default,32,words_only,word_novel,1,0.201485,0.007608
default,32,words_only,word_novel,2,0.304665,0.019657
default,32,words_only,word_novel,3,0.346616,0.019278
default,32,words_only,word_novel,4,0.375608,0.016162
default,32,words_only,word_novel,5,0.393138,0.015527
default,32,words_only,word_novel,6,0.402294,0.015063
default,32,words_only,word_novel,7,0.408919,0.012509
default,32,words_only,word_novel,8,0.414563,0.016522
default,32,words_only,word_novel,9,0.420009,0.016508
default,32,words_only,word_novel,10,0.423017,0.018226
default,32,words_only,word_novel,11,0.425182,0.019973
default,32,words_only,word_novel,12,0.426836,0.018814
default,32,words_only,word_novel,13,0.428085,0.019482
default,32,words_only,word_novel,14,0.429079,0.019005
default,32,words_only,word_novel,15,0.429823,0.018383
attn_zeroed,32,mean_pooled,pair_novel,1,0.219142,0.005513
attn_zeroed,32,mean_pooled,pair_novel,2,0.353471,0.005184
attn_zeroed,32,mean_pooled,pair_novel,3,0.40998,0.006743
attn_zeroed,32,mean_pooled,pair_novel,4,0.447854,0.006376
attn_zeroed,32,mean_pooled,pair_novel,5,0.486538,0.006055
attn_zeroed,32,mean_pooled,pair_novel,6,0.50683,0.005892
attn_zeroed,32,mean_pooled,pair_novel,7,0.524458,0.005776
attn_zeroed,32,mean_pooled,pair_novel,8,0.534863,0.005831
attn_zeroed,32,mean_pooled,pair_novel,9,0.543798,0.00601
attn_zeroed,32,mean_pooled,pair_novel,10,0.549814,0.006138
attn_zeroed,32,mean_pooled,pair_novel,11,0.553024,0.006371
attn_zeroed,32,mean_pooled,pair_novel,12,0.555796,0.006292
attn_zeroed,32,mean_pooled,pair_novel,13,0.558015,0.006412
attn_zeroed,32,mean_pooled,pair_novel,14,0.559419,0.006427
attn_zeroed,32,mean_pooled,pair_novel,15,0.560235,0.006348
attn_zeroed,32,mean_pooled,word_novel,1,0.225361,0.018469
