label,condition,kind,decile,mid_log_freq_z,mid_log_freq,mid_freq,term,beta,lo,hi
BabyLM-125M,attn_zeroed,decile,1,-0.5139610175239315,5.551115123125783e-17,1,y_pred,0.3960931978838723,0.3868176632453983,0.40495693460776055
BabyLM-125M,attn_zeroed,decile,1,-0.5139610175239315,5.551115123125783e-17,1,rel_freq,0.17397291930262673,0.1649903417849587,0.18311641429862074
BabyLM-125M,attn_zeroed,decile,2,-0.5139610175239315,5.551115123125783e-17,1,y_pred,0.3960931978838723,0.3868176632453983,0.40495693460776055
BabyLM-125M,attn_zeroed,decile,2,-0.5139610175239315,5.551115123125783e-17,1,rel_freq,0.17397291930262673,0.1649903417849587,0.18311641429862074
BabyLM-125M,attn_zeroed,decile,3,-0.5139610175239315,5.551115123125783e-17,1,y_pred,0.3960931978838723,0.3868176632453983,0.40495693460776055
BabyLM-125M,attn_zeroed,decile,3,-0.5139610175239315,5.551115123125783e-17,1,rel_freq,0.17397291930262673,0.1649903417849587,0.18311641429862074
BabyLM-125M,attn_zeroed,decile,4,-0.5139610175239315,5.551115123125783e-17,1,y_pred,0.3960931978838723,0.3868176632453983,0.40495693460776055
BabyLM-125M,attn_zeroed,decile,4,-0.5139610175239315,5.551115123125783e-17,1,rel_freq,0.17397291930262673,0.1649903417849587,0.18311641429862074
BabyLM-125M,attn_zeroed,decile,5,-0.5139610175239315,5.551115123125783e-17,1,y_pred,0.3960931978838723,0.3868176632453983,0.40495693460776055
BabyLM-125M,attn_zeroed,decile,5,-0.5139610175239315,5.551115123125783e-17,1,rel_freq,0.17397291930262673,0.1649903417849587,0.18311641429862074
BabyLM-125M,attn_zeroed,decile,6,-0.5139610175239315,5.551115123125783e-17,1,y_pred,0.3960931978838723,0.3868176632453983,0.40495693460776055
BabyLM-125M,attn_zeroed,decile,6,-0.5139610175239315,5.551115123125783e-17,1,rel_freq,0.17397291930262673,0.1649903417849587,0.18311641429862074
BabyLM-125M,attn_zeroed,decile,7,-0.5139610175239315,5.551115123125783e-17,1,y_pred,0.3960931978838723,0.3868176632453983,0.40495693460776055
BabyLM-125M,attn_zeroed,decile,7,-0.5139610175239315,5.551115123125783e-17,1,rel_freq,0.17397291930262673,0.1649903417849587,0.18311641429862074
BabyLM-125M,attn_zeroed,decile,8,0.6265447271664719,0.6931471805599454,2,y_pred,0.3787821975465207,0.3700898457373606,0.38747575770505444
BabyLM-125M,attn_zeroed,decile,8,0.6265447271664719,0.6931471805599454,2,rel_freq,0.23663059343307932,0.22685281225510565,0.24655992126758874
BabyLM-125M,attn_zeroed,decile,9,0.6265447271664719,0.6931471805599454,2,y_pred,0.3787821975465207,0.3700898457373606,0.38747575770505444
BabyLM-125M,attn_zeroed,decile,9,0.6265447271664719,0.6931471805599454,2,rel_freq,0.23663059343307932,0.22685281225510565,0.24655992126758874
BabyLM-125M,attn_zeroed,decile,10,2.1342113134531493,1.6094379124341003,4.999999999999999,y_pred,0.35589829984997107,0.339955344588643,0.37215587480882445
BabyLM-125M,attn_zeroed,decile,10,2.1342113134531493,1.6094379124341003,4.999999999999999,rel_freq,0.3194595332264217,0.2996715498760548,0.33952626928417223
BabyLM-125M,attn_zeroed,grid,NA,-0.5139610175239315,5.551115123125783e-17,1,y_pred,0.3960931978838723,0.3868176632453983,0.40495693460776055
BabyLM-125M,attn_zeroed,grid,NA,-0.5139610175239315,5.551115123125783e-17,1,rel_freq,0.17397291930262673,0.1649903417849587,0.18311641429862074
BabyLM-125M,attn_zeroed,grid,NA,-0.39970893628884363,0.06943718464364645,1.071904727012578,y_pred,0.39435903930903704,0.3855304564548716,0.40287702152407173
BabyLM-125M,attn_zeroed,grid,NA,-0.39970893628884363,0.06943718464364645,1.071904727012578,rel_freq,0.18024975719501055,0.17164552170560554,0.1890782036822614
BabyLM-125M,attn_zeroed,grid,NA,-0.28545685505375573,0.13887436928729288,1.1489797437919094,y_pred,0.3926248807342018,0.384060118821169,0.4009041985580428
BabyLM-125M,attn_zeroed,grid,NA,-0.28545685505375573,0.13887436928729288,1.1489797437919094,rel_freq,0.18652659508739433,0.1782313117949873,0.19498453117122708
BabyLM-125M,attn_zeroed,grid,NA,-0.1712047738186679,0.20831155393093925,1.2315968186122486,y_pred,0.39089072215936654,0.38257877794819334,0.3988631464006857
BabyLM-125M,attn_zeroed,grid,NA,-0.1712047738186679,0.20831155393093925,1.2315968186122486,rel_freq,0.19280343297977814,0.18475095263959054,0.20101925996153291
BabyLM-125M,attn_zeroed,grid,NA,-0.05695269258357999,0.2777487385745857,1.320154451644122,y_pred,0.3891565635845313,0.38103406503633075,0.39699313447141554
BabyLM-125M,attn_zeroed,grid,NA,-0.05695269258357999,0.2777487385745857,1.320154451644122,rel_freq,0.19908027087216196,0.19108055019129128,0.20718897766657954
BabyLM-125M,attn_zeroed,grid,NA,0.057299388651507854,0.34718592321823205,1.4150797971040319,y_pred,0.38742240500969605,0.37940683400972314,0.3952471189357954
BabyLM-125M,attn_zeroed,grid,NA,0.057299388651507854,0.34718592321823205,1.4150797971040319,rel_freq,0.20535710876454574,0.1972619875990549,0.21354612678933307
BabyLM-125M,attn_zeroed,grid,NA,0.17155146988659575,0.4166231078618785,1.5168307236158116,y_pred,0.38568824643486077,0.3777036043230861,0.393446948033593
BabyLM-125M,attn_zeroed,grid,NA,0.17155146988659575,0.4166231078618785,1.5168307236158116,rel_freq,0.21163394665692956,0.20338590955263885,0.21993257621942855
BabyLM-125M,attn_zeroed,grid,NA,0.28580355112168365,0.4860602925055249,1.6258980227216977,y_pred,0.38395408786002555,0.3758927754516642,0.391891812530472
BabyLM-125M,attn_zeroed,grid,NA,0.28580355112168365,0.4860602925055249,1.6258980227216977,rel_freq,0.21791078454931337,0.2094457500701415,0.2264730480732603
BabyLM-125M,attn_zeroed,grid,NA,0.40005563235677155,0.5554974771491713,1.7428077761957919,y_pred,0.3822199292851903,0.37402268418429213,0.39038615989603637
BabyLM-125M,attn_zeroed,grid,NA,0.40005563235677155,0.5554974771491713,1.7428077761957919,rel_freq,0.22418762244169715,0.21535671978175847,0.2331654056548368
BabyLM-125M,attn_zeroed,grid,NA,0.51430771359185945,0.6249346617928178,1.8681238935785485,y_pred,0.38048577071035505,0.37202308001675,0.3889144169807735
