condition,layer,mode,split,k,mean_r2,sd_r2
default,24,mean_pooled,pair_novel,1,0.060507,0.002839
default,24,mean_pooled,pair_novel,2,0.099908,0.003567
default,24,mean_pooled,pair_novel,3,0.128471,0.004368
default,24,mean_pooled,pair_novel,4,0.154715,0.004253
default,24,mean_pooled,pair_novel,5,0.167613,0.004111
default,24,mean_pooled,pair_novel,6,0.178094,0.00441
default,24,mean_pooled,pair_novel,7,0.187981,0.004177
default,24,mean_pooled,pair_novel,8,0.193872,0.004165
default,24,mean_pooled,pair_novel,9,0.19998,0.003778
default,24,mean_pooled,pair_novel,10,0.203587,0.004107
default,24,mean_pooled,pair_novel,11,0.207566,0.003798
default,24,mean_pooled,pair_novel,12,0.210512,0.004141
default,24,mean_pooled,pair_novel,13,0.213372,0.004198
default,24,mean_pooled,pair_novel,14,0.21556,0.00399
default,24,mean_pooled,pair_novel,15,0.217142,0.004255
default,24,mean_pooled,word_novel,1,0.055049,0.013572
default,24,mean_pooled,word_novel,2,0.087252,0.021625
default,24,mean_pooled,word_novel,3,0.107183,0.023347
default,24,mean_pooled,word_novel,4,0.126089,0.022363
default,24,mean_pooled,word_novel,5,0.133097,0.018942
default,24,mean_pooled,word_novel,6,0.142889,0.018917
default,24,mean_pooled,word_novel,7,0.152114,0.020114
default,24,mean_pooled,word_novel,8,0.156025,0.02063
default,24,mean_pooled,word_novel,9,0.159662,0.022537
default,24,mean_pooled,word_novel,10,0.161325,0.022764
default,24,mean_pooled,word_novel,11,0.162362,0.023579
default,24,mean_pooled,word_novel,12,0.163858,0.023698
default,24,mean_pooled,word_novel,13,0.166478,0.022873
default,24,mean_pooled,word_novel,14,0.168335,0.021579
default,24,mean_pooled,word_novel,15,0.169434,0.021707
default,24,words_only,pair_novel,1,0.041558,0.001733
default,24,words_only,pair_novel,2,0.089091,0.002799
default,24,words_only,pair_novel,3,0.112395,0.003762
default,24,words_only,pair_novel,4,0.129464,0.004078
default,24,words_only,pair_novel,5,0.140799,0.004177
default,24,words_only,pair_novel,6,0.149249,0.004281
default,24,words_only,pair_novel,7,0.154715,0.004466
default,24,words_only,pair_novel,8,0.158684,0.004756
default,24,words_only,pair_novel,9,0.161493,0.004784
default,24,words_only,pair_novel,10,0.164021,0.004423
default,24,words_only,pair_novel,11,0.16602,0.004361
default,24,words_only,pair_novel,12,0.16772,0.004357
default,24,words_only,pair_novel,13,0.168891,0.004394
default,24,words_only,pair_novel,14,0.16983,0.004232
default,24,words_only,pair_novel,15,0.170265,0.004299
default,24,words_only,word_novel,1,0.040101,0.008207
default,24,words_only,word_novel,2,0.077985,0.012827
default,24,words_only,word_novel,3,0.091644,0.009147
default,24,words_only,word_novel,4,0.10372,0.00989
default,24,words_only,word_novel,5,0.111806,0.01128
default,24,words_only,word_novel,6,0.11805,0.01006
default,24,words_only,word_novel,7,0.12149,0.013497
default,24,words_only,word_novel,8,0.124082,0.016476
default,24,words_only,word_novel,9,0.124925,0.016048
default,24,words_only,word_novel,10,0.126233,0.017519
default,24,words_only,word_novel,11,0.127015,0.017292
default,24,words_only,word_novel,12,0.12769,0.016596
default,24,words_only,word_novel,13,0.127772,0.016508
default,24,words_only,word_novel,14,0.127381,0.016238
default,24,words_only,word_novel,15,0.127619,0.016211
attn_zeroed,24,mean_pooled,pair_novel,1,0.05248,0.002525
attn_zeroed,24,mean_pooled,pair_novel,2,0.10635,0.005489
attn_zeroed,24,mean_pooled,pair_novel,3,0.142683,0.005598
attn_zeroed,24,mean_pooled,pair_novel,4,0.160545,0.004692
