condition,layer,mode,split,mean_r2,sd_r2,n_folds,alpha_median,alpha_min,alpha_max,alpha_at_grid_max
default,24,mean_pooled,pair_novel,0.223123,0.004228,10,1000.0,1.0,1000.0,0.0
default,24,mean_pooled,word_novel,0.170473,0.021655,10,1000.0,100.0,1000.0,0.0
default,24,words_only,pair_novel,0.172,0.004309,10,1000.0,1.0,1000.0,0.0
default,24,words_only,word_novel,0.128258,0.015737,10,1000.0,1.0,10000.0,0.0
attn_zeroed,24,mean_pooled,pair_novel,0.21124,0.00448,10,1000.0,100.0,1000.0,0.0
attn_zeroed,24,mean_pooled,word_novel,0.120767,0.025504,10,1000.0,1000.0,1000.0,0.0
attn_zeroed,24,words_only,pair_novel,0.18553,0.003063,10,1000.0,1.0,1000.0,0.0
attn_zeroed,24,words_only,word_novel,0.133952,0.020601,10,1000.0,1.0,1000.0,0.0
