step,pct_training,condition,layer,mode,n,estimate,se,t,p,ci_lo,ci_hi
48,0.6,default,6,mean_pooled,48950,0.045572193830648686,0.007408100546409897,6.151670532162771,7.726311557272749e-10,0.03105222452254336,0.06009216313875401
48,0.6,default,6,words_only,48950,0.06810352756725122,0.015586210614574193,4.369473071509098,1.2480261392513362e-5,0.037554360701129594,0.09865269443337284
48,0.6,default,7,mean_pooled,48950,0.03835394491818924,0.0074405907794797554,5.154690810837865,2.55035354701628e-7,0.023770294348736003,0.05293759548764248
48,0.6,default,7,words_only,48950,0.1587565713176059,0.015446459238130362,10.277861668498584,9.396663619911902e-25,0.12848131888933748,0.18903182374587432
48,0.6,default,8,mean_pooled,48950,0.052934561668017556,0.007827693883790001,6.7624721219153985,1.3717608355916304e-11,0.03759218419435391,0.0682769391416812
48,0.6,default,8,words_only,48950,0.13622335555056633,0.015731483638075215,8.659282155744185,4.889325452272932e-18,0.1053894517496102,0.16705725935152246
48,0.6,default,9,mean_pooled,48950,0.049406025190342366,0.008181400890048558,6.038822183916859,1.5635827550353436e-9,0.03337037758045939,0.06544167280022534
48,0.6,default,9,words_only,48950,0.13970848261357272,0.015482545337216616,9.023612046382606,1.8840437773544327e-19,0.10936250098179266,0.17005446424535275
48,0.6,default,10,mean_pooled,48950,0.0442427365326325,0.008204489691012387,5.392503153620661,6.980394114166562e-8,0.02816183458538524,0.06032363847987976
48,0.6,default,10,words_only,48950,0.12585087494394084,0.015441482540756172,8.150180826987997,3.7190538632539154e-16,0.09558537690448994,0.15611637298339173
48,0.6,default,11,mean_pooled,48950,0.04450986418591308,0.008251143589266867,5.394387299696463,6.907590869595037e-8,0.028337520017206394,0.060682208354619765
48,0.6,default,11,words_only,48950,0.15562525673931105,0.0159562257929259,9.75326237914649,1.8725281815910723e-22,0.12435085551661693,0.18689965796200517
48,0.6,default,12,mean_pooled,48950,0.06515162692071175,0.008604487323819942,7.571819734146326,3.744752552795672e-14,0.04828672463285152,0.08201652920857197
48,0.6,default,12,words_only,48950,0.1283224588970198,0.015660912325956594,8.193804819680686,2.591607018232699e-16,0.09762687574648893,0.15901804204755066
48,0.6,default,13,mean_pooled,48950,0.0740222850543812,0.009151282220986236,8.088733716968003,6.166055092170304e-16,0.05608565796001429,0.09195891214874811
48,0.6,default,13,words_only,48950,0.1438306762193459,0.01542180134441951,9.326451106918977,1.1388371333303112e-20,0.11360375356976246,0.17405759886892933
48,0.6,default,14,mean_pooled,48950,0.04684314295109468,0.008897521507370243,5.264740626059995,1.4097849067287634e-7,0.029403890014951462,0.0642823958872379
48,0.6,default,14,words_only,48950,0.14614546776813436,0.01596426384138517,9.154538487974136,5.663028978640512e-20,0.11485531187037956,0.17743562366588916
48,0.6,default,15,mean_pooled,48950,0.06566741583189525,0.009535653948231882,6.886514148730347,5.78639682684633e-12,0.04697741536637251,0.084357416297418
48,0.6,default,15,words_only,48950,0.13686458971566554,0.015686722903480055,8.724868193171343,2.7469959561003006e-18,0.10611841751182507,0.167610761919506
48,0.6,default,16,mean_pooled,48950,0.05716227301782143,0.009484301348517828,6.027040993035775,1.681789724112311e-9,0.038572924287121696,0.07575162174852117
48,0.6,default,16,words_only,48950,0.13387369241319838,0.015732031503258255,8.50962524359755,1.7935993827871808e-17,0.10303871478966212,0.16470867003673464
48,0.6,default,17,mean_pooled,48950,0.058156929076644104,0.00951496963780537,6.112150778240215,9.90374284010801e-10,0.039507470117094545,0.07680638803619366
48,0.6,default,17,words_only,48950,0.13410049912928151,0.015499954623943832,8.651670432771937,5.226243577111541e-18,0.10372039507875572,0.1644806031798073
48,0.6,default,18,mean_pooled,48950,0.07011150200066052,0.009915576308019118,7.070844883111694,1.560494370075396e-12,0.05067684897959883,0.08954615502172221
48,0.6,default,18,words_only,48950,0.1411775198555339,0.016165063668247166,8.733496059953488,2.5455539929532006e-18,0.10949379379700122,0.17286124591406657
48,0.6,default,19,mean_pooled,48950,0.058862163596838955,0.009934923397731379,5.924772767777959,3.1481445647161185e-9,0.03938959003905353,0.07833473715462438
48,0.6,default,19,words_only,48950,0.13389056701878327,0.015724627125094745,8.514705369713276,1.7168049676767455e-17,0.10307010206863829,0.16471103196892825
48,0.6,default,20,mean_pooled,48950,0.067252207217337,0.010343148704115134,6.502101936384225,7.996551660544466e-11,0.046979506976287735,0.08752490745838627
48,0.6,default,20,words_only,48950,0.11926522508235474,0.015543183091535953,7.673153200344186,1.7091608349968902e-14,0.08880039269711726,0.14973005746759221
48,0.6,default,21,mean_pooled,48950,0.07128261202801484,0.010120431712689577,7.043435897960421,1.9002259034619616e-12,0.05144643986317531,0.09111878419285435
48,0.6,default,21,words_only,48950,0.15017671345785333,0.015459430950687355,9.714245882457671,2.746295590814857e-22,0.11987603631146437,0.18047739060424228
48,0.6,default,22,mean_pooled,48950,0.058064624131616734,0.010196844271511263,5.694371963082951,1.2453405267936993e-8,0.03807868240008547,0.078050565863148
48,0.6,default,22,words_only,48950,0.10735377257251441,0.01528462359852954,7.023645160803462,2.1896427593283564e-12,0.07739572001285473,0.1373118251321741
48,0.6,default,23,mean_pooled,48950,0.060166704597367254,0.010315982480500675,5.832377547276246,5.4985720228008665e-9,0.03994725049284488,0.08038615870188963
48,0.6,default,23,words_only,48950,0.1252854598202812,0.015298476226027317,8.18940775337696,2.6879236000974184e-16,0.0953002559382489,0.1552706637023135
48,0.6,default,24,mean_pooled,48950,0.06366146118024799,0.010972879066840344,5.80170990607476,6.6045256003395895e-9,0.0421544815875796,0.08516844077291638
48,0.6,default,24,words_only,48950,0.1300760291211528,0.015299881469768005,8.501767113567395,1.9191132315348927e-17,0.10008807094389227,0.1600639872984133
96,1.2,attn_zeroed,0,mean_pooled,48950,0.008562037682363667,0.004740259936364577,1.8062380116922672,0.07088730944876145,-7.289308131720063e-4,0.01785300617789934
96,1.2,attn_zeroed,0,words_only,48950,0.10045539142173164,0.013898287103296247,7.227897270729621,4.976734919354922e-13,0.0732145756537957,0.12769620718966757
96,1.2,attn_zeroed,1,mean_pooled,48950,0.02352930485141149,0.005454991056456047,4.313353515688037,1.611111893342872e-5,0.012837454461487223,0.03422115524133576
96,1.2,attn_zeroed,1,words_only,48950,0.12404282345155136,0.014129233674486567,8.779161439982262,1.698989295059943e-18,0.0963493495286015,0.15173629737450123
96,1.2,attn_zeroed,2,mean_pooled,48950,0.01963666288358528,0.005462188773303351,3.595017253808619,3.24688726534128e-4,0.008930704879022611,0.03034262088814795
96,1.2,attn_zeroed,2,words_only,48950,0.13008226185997254,0.014272677888539188,9.114075359637118,8.225627052377772e-20,0.10210763549147728,0.1580568882284678
96,1.2,attn_zeroed,3,mean_pooled,48950,0.04039887282902374,0.005688719827678374,7.10157540760993,1.250180980649052e-12,0.029248911137382053,0.05154883452066543
96,1.2,attn_zeroed,3,words_only,48950,0.14608594380057496,0.014382304600231698,10.157339026057167,3.248377169402847e-24,0.11789644771221673,0.17427543988893318
96,1.2,attn_zeroed,4,mean_pooled,48950,0.025720030407076443,0.005961328319524644,4.314479764994282,1.6029239495540226e-5,0.014035752677208876,0.03740430813694401
96,1.2,attn_zeroed,4,words_only,48950,0.11478070993477464,0.014605492293834243,7.858736126493299,3.959033292070461e-15,0.08615376318807913,0.14340765668147015
96,1.2,attn_zeroed,5,mean_pooled,48950,0.030937791834804242,0.006036910283996709,5.124772504374873,2.990271804236659e-7,0.01910537251351179,0.042770211156096694
96,1.2,attn_zeroed,5,words_only,48950,0.11613328346852399,0.014038686260085639,8.27237544290099,1.3458507965415022e-16,0.08861728360519214,0.14364928333185584
96,1.2,attn_zeroed,6,mean_pooled,48950,0.0343346324235244,0.006449785430246405,5.323375916121398,1.0230662008496717e-7,0.02169297267493641,0.04697629217211239
96,1.2,attn_zeroed,6,words_only,48950,0.1468196726143754,0.014324157959091519,10.249794300906128,1.2559706100527989e-24,0.11874414466662697,0.17489520056212382
96,1.2,attn_zeroed,7,mean_pooled,48950,0.0333681708319492,0.006500248915645754,5.133368162507406,2.856889720198625e-7,0.020627602023665245,0.046108739640233154
96,1.2,attn_zeroed,7,words_only,48950,0.10940963356830147,0.014080574706771603,7.770253405614502,7.984892209898488e-15,0.0818115318279184,0.13700773530868454
96,1.2,attn_zeroed,8,mean_pooled,48950,0.030529045790471325,0.0064251724363328456,4.751474935962297,2.0251034259675534e-6,0.017935627816406584,0.043122463764536066
96,1.2,attn_zeroed,8,words_only,48950,0.13702137145139406,0.014394942973478252,9.51871582290024,1.8299894987127872e-21,0.10880710399411411,0.16523563890867402
96,1.2,attn_zeroed,9,mean_pooled,48950,0.039887905628846976,0.0065856336591577315,6.056806025549322,1.3985985215778242e-9,0.026979981660166984,0.05279582959752697
96,1.2,attn_zeroed,9,words_only,48950,0.13716599461533416,0.014461842826269436,9.484682987024094,2.5359911774635963e-21,0.10882060261362352,0.16551138661704481
96,1.2,attn_zeroed,10,mean_pooled,48950,0.037805320409992564,0.006587902807368972,5.738597170514568,9.602587704754119e-9,0.024892948882565723,0.0507176919374194
96,1.2,attn_zeroed,10,words_only,48950,0.1372138333687185,0.014302228509821754,9.593877854384006,8.866456125468101e-22,0.10918128741457908,0.16524637932285793
96,1.2,attn_zeroed,11,mean_pooled,48950,0.03279602366422728,0.0069727137769027905,4.7034805548543455,2.564603752920719e-6,0.019129417845290847,0.04646262948316371
96,1.2,attn_zeroed,11,words_only,48950,0.12444540487170268,0.01421344566915268,8.755470543063705,2.0960304260440648e-18,0.09658687439069638,0.15230393535270897
96,1.2,attn_zeroed,12,mean_pooled,48950,0.028963762953281482,0.007001099892189014,4.137030380839983,3.524165663292342e-5,0.015241519994952813,0.04268600591161015
96,1.2,attn_zeroed,12,words_only,48950,0.12425984309929147,0.01430726189654668,8.6850890126841,3.898917346595182e-18,0.09621743164450125,0.1523022545540817
96,1.2,attn_zeroed,13,mean_pooled,48950,0.026765960405395486,0.007070017194209429,3.7858409209128467,1.53372387184082e-4,0.012908638677027873,0.0406232821337631
96,1.2,attn_zeroed,13,words_only,48950,0.1247383565749089,0.01425645356356874,8.749606346256273,2.207684417139252e-18,0.09679553008536233,0.1526811830644555
96,1.2,attn_zeroed,14,mean_pooled,48950,0.03304599273053881,0.007232852467393442,4.568874158503035,4.915462659492749e-6,0.018869511839293127,0.0472224736217845
96,1.2,attn_zeroed,14,words_only,48950,0.1329528787985473,0.014381343745524532,9.244816141740731,2.4480461296478612e-20,0.10476526599737858,0.16114049159971605
96,1.2,attn_zeroed,15,mean_pooled,48950,0.029558094992022995,0.007328955939297464,4.033056718697693,5.513938634784861e-5,0.015193250099275598,0.04392293988477039
96,1.2,attn_zeroed,15,words_only,48950,0.13825092718820575,0.014134755960639428,9.78092070165119,1.4260434283276018e-22,0.11054662951563912,0.16595522486077238
96,1.2,attn_zeroed,16,mean_pooled,48950,0.026802241011226052,0.006983132144805719,3.838140315182555,1.241253625870544e-4,0.013115215061482353,0.04048926696096975
96,1.2,attn_zeroed,16,words_only,48950,0.14734550739843594,0.014432785028672462,10.209083493290892,1.9105050212555536e-24,0.11905706904180961,0.17563394575506225
96,1.2,attn_zeroed,17,mean_pooled,48950,0.019568470358581128,0.007110622462498583,2.752005251549386,0.005925336918968479,0.005631561798796708,0.033505378918365546
96,1.2,attn_zeroed,17,words_only,48950,0.12924623266035354,0.014528928931214415,8.895785317159671,5.99390216464417e-19,0.10076935105767176,0.1577231142630353
96,1.2,attn_zeroed,18,mean_pooled,48950,0.033537089565458124,0.007104410062715659,4.720601607931198,2.3579785495900945e-6,0.019612357386597886,0.04746182174431836
96,1.2,attn_zeroed,18,words_only,48950,0.11774597508738126,0.014148285479516088,8.322278714113741,8.84884157710164e-17,0.09001515938936237,0.14547679078540013
96,1.2,attn_zeroed,19,mean_pooled,48950,0.024510735410690532,0.007157170098454328,3.424640615427584,6.161177193112729e-4,0.010482592904875262,0.0385388779165058
96,1.2,attn_zeroed,19,words_only,48950,0.10111752438377286,0.013897990698552286,7.275693773079441,3.497964786456177e-13,0.07387728957282558,0.12835775919472014
96,1.2,attn_zeroed,20,mean_pooled,48950,0.026626368830178205,0.00688476496625528,3.867433232751395,1.1012910738865296e-4,0.01313214377514826,0.04012059388520815
96,1.2,attn_zeroed,20,words_only,48950,0.13351872846801077,0.014105877726246429,9.465467591539948,3.0474341841303e-21,0.10587103249441296,0.16116642444160859
96,1.2,attn_zeroed,21,mean_pooled,48950,0.02614910372043477,0.007018165511971841,3.7259172180862197,1.9482488405597127e-4,0.012393411934850307,0.03990479550601923
96,1.2,attn_zeroed,21,words_only,48950,0.10320066022000438,0.014110031837200835,7.313992017219817,2.6327835083695847e-13,0.07554482213721372,0.13085649830279503
96,1.2,attn_zeroed,22,mean_pooled,48950,0.015266185759363256,0.006810085654710191,2.2417024591760324,0.024985070467563784,0.0019183330847825225,0.02861403843394399
96,1.2,attn_zeroed,22,words_only,48950,0.12418273927315332,0.014071434529310199,8.825165551848034,1.1282260338807028e-18,0.09660255239439756,0.15176292615190906
96,1.2,attn_zeroed,23,mean_pooled,48950,0.019319906040142505,0.006557841737656677,2.946076897404071,0.003219839411754506,0.0064664545836376035,0.0321733574966474
96,1.2,attn_zeroed,23,words_only,48950,0.09762766116405722,0.013788848694672362,7.080189457860822,1.458897970695044e-12,0.0706013460396252,0.12465397628848923
96,1.2,attn_zeroed,24,mean_pooled,48950,0.01609618507334953,0.006594417998753097,2.4408803136824315,0.014655028895843674,0.00317104368969014,0.02902132645700892
96,1.2,attn_zeroed,24,words_only,48950,0.08099775226897826,0.014042390934789562,5.7680884006945705,8.065718306429469e-9,0.05347449119710036,0.10852101334085616
96,1.2,default,0,mean_pooled,48950,0.012160550851136782,0.004984023863698022,2.4399062251106387,0.014694598712544235,0.0023918020229596847,0.02192929967931388
96,1.2,default,0,words_only,48950,0.11147361613644663,0.013868309288803697,8.038010532865938,9.333580970025224e-16,0.08429155725816534,0.13865567501472792
96,1.2,default,1,mean_pooled,48950,0.02721098825885289,0.005265565032926202,5.167724278154263,2.3788986740338482e-7,0.016890415233561946,0.03753156128414383
96,1.2,default,1,words_only,48950,0.11593024718507965,0.014000635139647477,8.280356285893374,1.2587632018961335e-16,0.08848882799157534,0.14337166637858395
96,1.2,default,2,mean_pooled,48950,0.026485115926541063,0.005699756297153662,4.646710235623086,3.381475080666365e-6,0.015313522617314395,0.03765670923576773
96,1.2,default,2,words_only,48950,0.12355268288512893,0.01461185124133661,8.4556488322028,2.850808957537979e-17,0.09491327252215448,0.15219209324810337
96,1.2,default,3,mean_pooled,48950,0.0355591675746478,0.006004814111554605,5.921776580264826,3.206012138716598e-9,0.023789657150966474,0.04732867799832912
96,1.2,default,3,words_only,48950,0.1466173339492586,0.014252704254983352,10.286983531423164,8.549671169659557e-25,0.11868185615122147,0.17455281174729573
96,1.2,default,4,mean_pooled,48950,0.0339887721774881,0.006095319254916322,5.576208686702286,2.4711082374768796e-8,0.02204187054595193,0.045935673809024274
96,1.2,default,4,words_only,48950,0.12173108920846311,0.01427865058485037,8.525391701763445,1.5656980079215677e-17,0.09374475628083279,0.14971742213609343
96,1.2,default,5,mean_pooled,48950,0.037817535203095505,0.006390188654113847,5.918062400043464,3.279185802247917e-9,0.025292685877757792,0.05034238452843322
96,1.2,default,5,words_only,48950,0.09707351152428507,0.014543028840526195,6.67491707461764,2.5000391176823705e-11,0.06856899392379637,0.12557802912477378
96,1.2,default,6,mean_pooled,48950,0.04431087813993926,0.006586517752444486,6.727512140006599,1.7448230321833892e-11,0.031401221337409524,0.057220534942468995
96,1.2,default,6,words_only,48950,0.11814616666046804,0.014262624346272346,8.283620446846202,1.2247673371190997e-16,0.09019124535999092,0.14610108796094515
96,1.2,default,7,mean_pooled,48950,0.04055373766061044,0.006861026541982303,5.910739072712225,3.428258086882406e-9,0.02710604021271907,0.05400143510850181
96,1.2,default,7,words_only,48950,0.13303770948206783,0.014191766658448315,9.374288112528323,7.250718158442363e-21,0.10522167013196419,0.1608537488321715
96,1.2,default,8,mean_pooled,48950,0.048722333535277246,0.007096410633386101,6.8657714515639645,6.6919126611746146e-12,0.03481328033750263,0.06263138673305187
96,1.2,default,8,words_only,48950,0.1429153475047188,0.014259029133412584,10.022796514934615,1.2755179625526746e-23,0.11496747286621026,0.17086322214322733
96,1.2,default,9,mean_pooled,48950,0.038684889739120445,0.007240847914205477,5.34259111605236,9.203566472961477e-8,0.024492737672573067,0.052877041805667824
96,1.2,default,9,words_only,48950,0.1290767253227102,0.014194115963212912,9.093678370476903,9.922629363723684e-20,0.1012560813060171,0.1568973693394033
96,1.2,default,10,mean_pooled,48950,0.036562523690175534,0.007337155361719861,4.983201511710271,6.275364398741771e-7,0.022181607827390468,0.0509434395529606
96,1.2,default,10,words_only,48950,0.1337440395146918,0.014475325947526638,9.23944925313024,2.5737709579910287e-20,0.10537222042744072,0.16211585860194286
96,1.2,default,11,mean_pooled,48950,0.043903972931090884,0.00785960581230074,5.586027337704216,2.3355386335498508e-8,0.02849904768021558,0.05930889818196619
96,1.2,default,11,words_only,48950,0.12312368472342952,0.014354355008461136,8.577444590917153,9.979499666771657e-18,0.09498897018293774,0.15125839926392132
96,1.2,default,12,mean_pooled,48950,0.03411765769123728,0.007454802404318112,4.576601208299633,4.737505171561133e-6,0.01950615216015407,0.04872916322232049
96,1.2,default,12,words_only,48950,0.1160548575439588,0.014285015652309718,8.12423733852851,4.606120251470909e-16,0.08805604900485767,0.14405366608305994
96,1.2,default,13,mean_pooled,48950,0.0338919883352081,0.0079372419322162,4.269995626269759,1.9584467859270495e-5,0.018334895322662886,0.04944908134775332
96,1.2,default,13,words_only,48950,0.13740355932541917,0.01419174935074359,9.681932503847369,3.767034802803948e-22,0.10958755389863228,0.16521956475220606
96,1.2,default,14,mean_pooled,48950,0.0381942132409177,0.007902681222885071,4.833070215500094,1.3485005799647322e-6,0.02270485964897167,0.05368356683286373
96,1.2,default,14,words_only,48950,0.13933577989516227,0.014232746578916447,9.789802630334618,1.3063966726058733e-22,0.11143941939070628,0.16723214039961826
