word1,word2,freq_w1w2,freq_w2w1,freq_total
authorisation,planning,54,387,441
authorisation,promotion,9,8,17
authorisation,regulation,1141,253,1394
authorisation,survey,0,1,1
authorisation,supervision,3713,263,3976
authorisation,verification,246,552,798
authorisations,clearances,80,125,205
authorisations,licences,446,1475,1921
authorised,built,63,18,81
authorised,constructed,33,13,46
authorised,distributed,69,9,78
authorised,illicit,5,2,7
authorised,issued,916,222,1138
authorised,proposed,27,77,104
authorised,opened,24,9,33
authorised,revised,11,33,44
authorised,responsible,209,221,430
authorised,revived,0,8,8
authorised,specialised,28,64,92
authorised,supervised,1409,125,1534
authorised,unabridged,6,2,8
authorised,unauthorised,3776,190,3966
authoritarian,autocratic,969,1468,2437
authoritarian,capitalist,276,301,577
authoritarian,chauvinist,81,30,111
authoritarian,communist,334,514,848
authoritarian,clumsy,14,36,50
authoritarian,conservative,1001,2066,3067
authoritarian,controlling,840,630,1470
authoritarian,corporatist,197,119,316
authoritarian,corrupt,3352,4966,8318
authoritarian,demanding,248,197,445
authoritarian,democratic,3468,6193,9661
authoritarian,dictatorial,2312,1141,3453
authoritarian,economic,111,131,242
authoritarian,extremist,186,224,410
authoritarian,fascist,1812,1601,3413
authoritarian,harsh,204,657,861
authoritarian,hierarchical,1509,2402,3911
authoritarian,humanistic,103,33,136
authoritarian,hysterical,14,38,52
authoritarian,illiberal,1111,1446,2557
authoritarian,inaccessible,17,9,26
authoritarian,insensitive,77,61,138
authoritarian,intrusive,209,326,535
authoritarian,military,579,611,1190
authoritarian,misanthropic,18,19,37
authoritarian,numinous,0,0,0
authoritarian,powerful,143,576,719
authoritarian,oppressive,1850,1725,3575
authoritarian,regressive,236,290,526
authoritarian,reactionary,649,847,1496
authoritarian,repressive,3634,2481,6115
authoritarian,rigid,420,1431,1851
authoritarian,secretive,314,461,775
authoritarian,social,670,80,750
authoritarian,traditional,266,336,602
authoritarian,undemocratic,1627,1332,2959
authoritarian,warlike,42,40,82
authoritarianism,capitalism,275,721,996
authoritarianism,collectivism,195,224,419
authoritarianism,consumerism,21,39,60
authoritarianism,corporatism,117,92,209
authoritarianism,democracy,2348,11296,13644
authoritarianism,corruption,2083,3441,5524
authoritarianism,democratization,348,234,582
authoritarianism,dogmatism,219,298,517
authoritarianism,freedom,218,521,739
authoritarianism,hierarchy,245,369,614
authoritarianism,intolerance,647,506,1153
authoritarianism,occupation,16,21,37
authoritarianism,populism,979,2050,3029
authoritarianism,religion,93,189,282
authoritarianism,totalitarianism,1786,877,2663
authoritarianism,ultraconservative,0,0,0
authoritarianism,violence,836,1400,2236
authoritative,balanced,553,781,1334
authoritative,brutal,44,29,73
authoritative,celebrated,54,54,108
authoritative,central,192,371,563
authoritative,centralized,88,221,309
authoritative,classic,78,302,380
authoritative,cleansed,0,1,1
authoritative,cold,88,279,367
authoritative,clear,813,5637,6450
authoritative,complete,2451,7048,9499
authoritative,concise,446,2343,2789
authoritative,comprehensive,13350,22977,36327
authoritative,confident,1536,2858,4394
authoritative,continuing,7,255,262
authoritative,controlling,582,282,864
authoritative,covetous,0,0,0
authoritative,decisive,473,576,1049
authoritative,deep,117,1159,1276
authoritative,definitive,1543,1814,3357
authoritative,demanding,388,252,640
authoritative,eloquent,147,209,356
authoritative,detailed,1833,3785,5618
authoritative,encyclopaedic,31,23,54
authoritative,exhaustive,583,796,1379
authoritative,explanatory,46,19,65
authoritative,extensive,482,1328,1810
authoritative,fair,211,320,531
authoritative,famous,119,810,929
authoritative,famed,4,4,8
authoritative,fascinating,1383,855,2238
authoritative,fearless,38,62,100
authoritative,final,823,1650,2473
authoritative,foundational,73,367,440
authoritative,fresh,99,681,780
authoritative,haunting,9,11,20
authoritative,impartial,772,901,1673
authoritative,high,1068,197,1265
authoritative,independent,2497,4204,6701
authoritative,infallible,828,2185,3013
authoritative,informed,461,828,1289
authoritative,insightful,915,881,1796
authoritative,inspired,842,3463,4305
authoritative,intelligent,228,500,728
authoritative,judicial,50,40,90
authoritative,large,84,511,595
authoritative,lively,302,791,1093
authoritative,new,276,1322,1598
authoritative,normative,332,262,594
authoritative,official,619,1939,2558
authoritative,oldest,41,76,117
authoritative,peaceful,10,25,35
authoritative,popular,1156,10866,12022
authoritative,prescriptive,110,55,165
authoritative,readable,755,993,1748
authoritative,reliable,4870,8816,13686
authoritative,resonant,44,109,153
authoritative,scholarly,610,753,1363
authoritative,serious,386,1276,1662
authoritative,severe,25,115,140
authoritative,standard,220,379,599
authoritative,thorough,608,2071,2679
authoritative,timely,1325,2344,3669
authoritative,unbiased,817,919,1736
authoritative,valuable,872,1383,2255
authoritative,villainous,0,6,6
authoritative,visual,34,20,54
authoritative,wise,164,416,580
authoritatively,independently,56,117,173
authoritatively,concisely,45,110,155
authorities,banks,3225,2687,5912
authorities,basis,60,99,159
authorities,bodies,6667,7956,14623
authorities,challengers,22,48,70
authorities,commissions,1820,1697,3517
authorities,citizens,10931,4684,15615
authorities,communities,13916,6086,20002
authorities,competition,296,63,359
authorities,departments,2405,5265,7670
authorities,courts,12991,4940,17931
authorities,dates,63,60,123
authorities,duties,1334,4104,5438
authorities,dowsing,0,0,0
authorities,evidence,257,356,613
authorities,experts,11577,11382,22959
authorities,functions,911,1575,2486
authorities,helicopters,4,11,15
authorities,government,22938,12180,35118
authorities,hubs,321,1744,2065
authorities,immigrants,107,71,178
authorities,institutions,20958,14382,35340
authorities,jurisdiction,250,191,441
authorities,intellectuals,239,68,307
authorities,licences,52,202,254
authorities,leaders,3169,5540,8709
authorities,media,8289,5552,13841
authorities,notes,94,108,202
authorities,methods,238,237,475
authorities,obligation,15,9,24
authorities,offices,1024,1452,2476
authorities,officials,6899,6618,13517
authorities,parents,4592,3459,8051
authorities,others,18546,201,18747
authorities,partisans,15,12,27
authorities,people,12992,9751,22743
authorities,points,157,9098,9255
authorities,policymakers,2625,696,3321
authorities,politicians,5569,3942,9511
authorities,population,1065,1339,2404
authorities,powers,6284,17173,23457
authorities,prosecutors,1362,316,1678
authorities,public,24145,4679,28824
authorities,references,269,255,524
authorities,reporters,277,183,460
authorities,responders,248,532,780
authorities,residents,7664,4270,11934
authorities,responsibilities,8914,10654,19568
authorities,restrictions,376,163,539
authorities,salvors,20,17,37
authorities,scientists,2821,1829,4650
authorities,school,3488,651,4139
authorities,subsidiaries,42,9,51
authorities,services,2677,2349,5026
authorities,supporters,468,176,644
authorities,tasks,164,574,738
authorities,suspects,57,106,163
authorities,trade,2415,698,3113
authorities,terrorists,68,77,145
authorities,troops,241,287,528
authority,authorship,1261,1964,3225
authorities,villagers,699,352,1051
authority,autonomy,9912,8561,18473
authority,bibliographic,332,2162,2494
authority,blogs,3,263,266
authority,broadcaster,11,40,51
authority,capacity,7542,6161,13703
authority,certification,187,173,360
authority,charisma,1151,1197,2348
authority,citations,86,56,142
authority,coercion,671,257,928
authority,command,5487,3601,9088
authority,competence,3164,3350,6514
authority,composition,160,441,601
authority,conditions,444,176,620
authority,consortium,23,2,25
authority,conformity,875,396,1271
authority,content,1282,2219,3501
authority,continuity,339,275,614
authority,cosmology,4,9,13
authority,credibility,31205,34842,66047
authority,creation,219,237,456
authority,date,274,173,447
authority,criteria,147,133,280
authority,death,171,126,297
authority,detail,408,440,848
authority,direction,5795,3325,9120
authority,duties,4696,6700,11396
authority,doctrine,896,917,1813
authority,education,1019,806,1825
authority,efficiency,790,444,1234
authority,empire,82,84,166
authority,esteem,345,339,684
authority,enforcement,1604,393,1997
authority,etymology,1,12,13
authority,experience,6139,8053,14192
authority,example,718,613,1331
authority,fame,538,1134,1672
authority,feeling,371,154,525
authority,fear,1372,607,1979
authority,fertility,65,22,87
authority,force,2748,4773,7521
authority,freethought,0,0,0
authority,freedom,4523,6552,11075
authority,function,1681,1470,3151
authority,functioning,176,67,243
authority,functions,2012,2290,4302
authority,gender,551,1105,1656
authority,geologist,1,24,25
authority,governance,2216,1362,3578
authority,groups,90,156,246
authority,hierarchy,4605,4946,9551
authority,history,592,1043,1635
authority,honour,508,1158,1666
authority,hub,910,1568,2478
authority,incentives,295,103,398
authority,identity,3278,6841,10119
authority,independence,5140,5663,10803
authority,innovation,369,134,503
authority,influence,29727,21883,51610
authority,instructions,757,732,1489
authority,intention,349,185,534
authority,jurisdiction,13611,12071,25682
authority,intimacy,275,776,1051
authority,jurisprudence,51,30,81
authority,knowledge,8924,17438,26362
authority,land,1163,588,1751
authority,license,686,1304,1990
authority,legitimacy,17106,11805,28911
authority,leadership,15405,17091,32496
authority,mission,894,1061,1955
authority,masculinity,306,411,717
authority,mormonism,0,2,2
authority,operation,284,214,498
authority,obligation,3722,1042,4764
authority,organization,982,1399,2381
authority,organisation,321,257,578
authority,origins,29,372,401
authority,oversight,3563,2059,5622
authority,passport,43,20,63
authority,patronage,213,117,330
authority,philosopher,40,89,129
authority,planning,797,234,1031
authority,powers,6710,24473,31183
authority,position,6771,12809,19580
authority,priesthood,512,391,903
authority,prestige,6931,7390,14321
authority,priority,309,366,675
authority,process,863,856,1719
authority,privileges,1255,1526,2781
authority,professionalism,2284,2071,4355
authority,property,1097,1061,2158
authority,protest,223,30,253
authority,protection,2862,1607,4469
authority,psychiatrist,9,74,83
authority,quantity,144,126,270
authority,purpose,4035,2122,6157
authority,rabbi,15,17,32
authority,reason,1328,2714,4042
authority,rebellion,541,148,689
authority,religion,850,1208,2058
authority,reform,205,26,231
authority,researcher,262,462,724
authority,respect,14576,13158,27734
authority,resources,13755,9406,23161
authority,responsibilities,12124,14973,27097
authority,review,578,247,825
authority,ritual,488,162,650
authority,rights,3019,9174,12193
authority,role,2890,9273,12163
authority,salary,121,162,283
authority,roles,819,2498,3317
authority,seniority,581,2260,2841
authority,scholar,538,971,1509
authority,security,2816,1678,4494
authority,standards,406,466,872
authority,sex,250,206,456
authority,statistician,0,10,10
authority,supremacy,1342,840,2182
authority,structure,1894,4410,6304
authority,taxonomy,6,13,19
authority,tasks,445,1650,2095
authority,title,491,2467,2958
authority,training,1058,1835,2893
authority,tobacco,31,2,33
authority,valour,10,20,30
authority,trust,36393,43866,80259
authority,vision,737,835,1572
authority,wealth,2233,3869,6102
authority,writer,422,716,1138
authorization,background,37,11,48
authority,writing,203,259,462
authorization,construction,284,112,396
authorization,deliberation,3,28,31
authorization,controls,96,414,510
authorization,editions,0,1,1
authorization,empowerment,84,64,148
authorization,force,57,26,83
authorization,enlistment,0,3,3
authorization,funding,2788,1111,3899
authorization,inception,0,4,4
authorization,licenses,153,567,720
authorization,powers,49,94,143
authorization,mission,22,32,54
authorization,methods,25,86,111
authorization,purpose,47,119,166
authorization,ratification,110,51,161
authorization,transmission,75,59,134
authorization,requirements,100,592,692
authorization,recognition,219,423,642
authorization,verification,2143,3218,5361
authorization,usage,173,95,268
authorizations,licensure,1,1,2
authorizations,certificates,258,645,903
authorizations,certifications,476,715,1191
authorizations,permits,1963,6606,8569
authorizations,restrictions,242,220,462
authorized,complete,212,448,660
authorize,direct,5898,506,6404
authorized,configured,115,205,320
authorized,controlled,3073,763,3836
authorized,issued,3668,790,4458
authorized,legal,1823,3822,5645
authorized,licensed,7869,12037,19906
authorized,lending,6,15,21
authorized,military,18,217,235
authorized,obligated,431,63,494
authorized,official,1058,3446,4504
authorized,paid,3088,162,3250
authorized,performed,400,111,511
authorized,planned,197,666,863
authorized,practical,165,102,267
authorized,recognized,1463,2687,4150
authorized,revised,104,188,292
authorized,set,425,110,535
authorized,unabridged,50,15,65
authorized,unauthorized,11033,532,11565
authorized,valid,2387,2170,4557
authorizing,negotiation,0,0,0
authorizing,empowering,551,83,634
authors,authors,5076,5076,10152
authors,awards,115,129,244
authors,celebrities,3793,1236,5029
authors,booksellers,1959,1141,3100
authors,background,190,38,228
authors,chapters,337,512,849
authors,chefs,1157,1910,3067
authors,collaborators,1989,188,2177
authors,colleagues,1757,575,2332
authors,collectors,511,386,897
authors,compilers,783,129,912
authors,commentators,2863,648,3511
authors,composers,5579,2504,8083
authors,conflicts,98,33,131
authors,concept,127,36,163
authors,content,4675,1282,5957
authors,contents,345,491,836
authors,context,397,81,478
authors,contributors,27933,1788,29721
authors,copyright,2528,768,3296
authors,critics,4990,2289,7279
authors,creators,9470,2860,12330
authors,dates,1490,856,2346
authors,distribution,112,39,151
authors,directors,3509,1537,5046
authors,entertainers,929,310,1239
authors,editors,64776,26873,91649
authors,essayists,358,133,491
authors,filmmakers,5799,1809,7608
authors,film,8467,74,8541
authors,friends,3510,1946,5456
authors,historians,5509,5339,10848
authors,illustrators,107079,3176,110255
authors,issues,927,885,1812
authors,intellectuals,2215,778,2993
authors,journalism,38,58,96
authors,journalists,9111,8175,17286
authors,kits,9,15,24
authors,leadership,242,70,312
authors,lecturers,1591,879,2470
authors,linguists,187,109,296
authors,literature,2814,3272,6086
authors,magazines,339,329,668
authors,mentors,603,240,843
authors,ministers,188,242,430
authors,musicians,7585,4329,11914
authors,newspapers,140,211,351
authors,organizations,3689,1538,5227
authors,origins,173,254,427
authors,others,15086,416,15502
authors,owners,3593,3456,7049
authors,ownership,39,29,68
authors,painters,1035,759,1794
authors,papers,1954,2728,4682
authors,parts,192,210,402
authors,performers,7367,960,8327
authors,philosophers,3174,1961,5135
authors,playwrights,3256,1458,4714
authors,poets,26831,15902,42733
authors,preachers,641,746,1387
authors,process,169,412,581
authors,printers,807,334,1141
authors,producers,5480,1314,6794
authors,promoters,862,91,953
authors,publication,1389,1315,2704
authors,publications,3497,2407,5904
authors,publishers,133687,114592,248279
authors,publishing,7968,477,8445
authors,readers,77522,34455,111977
authors,readership,354,172,526
authors,reporters,749,847,1596
authors,recipients,857,91,948
authors,researchers,14274,12015,26289
authors,reviewers,29499,8590,38089
authors,scholars,7804,7109,14913
authors,scope,29,37,66
authors,scientists,3471,3687,7158
authors,sections,230,206,436
authors,singers,600,445,1045
authors,series,5236,2506,7742
authors,songs,141,229,370
authors,soldiers,77,91,168
authors,sources,3437,3673,7110
authors,speakers,17037,10861,27898
authors,stories,8006,6263,14269
authors,style,139,157,296
authors,styles,1224,721,1945
authors,subfields,6,5,11
authors,teachers,7089,6002,13091
authors,tales,189,139,328
authors,themes,1681,1232,2913
authors,theologians,962,576,1538
authors,thinkers,5846,2219,8065
authors,times,542,657,1199
authors,titles,15263,25219,40482
authors,translators,7118,1036,8154
authors,universities,521,285,806
authors,versions,141,199,340
authors,volumes,161,137,298
authors,works,13854,7572,21426
authors,writings,743,394,1137
authorship,background,61,66,127
authors,year,2263,269,2532
authorship,bardolatry,0,1,1
authorship,buddhism,0,0,0
authorship,business,56,46,102
authorship,chronology,139,138,277
authorship,character,111,101,212
authorship,collaborations,43,29,72
authorship,command,1,2,3
authorship,compilation,68,27,95
authorship,composition,356,281,637
authorship,concepts,8,11,19
authorship,conservation,4,6,10
authorship,content,585,879,1464
authorship,contents,131,177,308
authorship,controversy,2,7,9
authorship,context,190,191,381
authorship,copyright,2576,1050,3626
authorship,creativity,544,477,1021
authorship,date,2630,2302,4932
authorship,dates,292,527,819
authorship,dating,1016,703,1719
authorship,directorships,0,0,0
authorship,discovery,19,13,32
authorship,editing,395,79,474
authorship,editions,5,2,7
authorship,editorship,202,77,279
authorship,evidence,36,9,45
authorship,evolution,29,18,47
authorship,gender,164,369,533
authorship,genesis,27,37,64
authorship,genre,313,339,652
authorship,history,236,363,599
authorship,historicity,155,117,272
authorship,identity,745,793,1538
authorship,impact,39,19,58
authorship,influence,186,57,243
authorship,language,111,139,250
authorship,journals,10,43,53
authorship,lecturing,12,18,30
authorship,life,46,207,253
authorship,literature,110,275,385
authorship,lives,0,7,7
authorship,location,106,33,139
authorship,lyrics,7,7,14
authorship,management,94,95,189
authorship,manuscripts,13,31,44
authorship,media,49,66,115
authorship,marriage,5,6,11
authorship,meditation,3,3,6
authorship,name,35,258,293
authorship,origin,470,951,1421
authorship,origins,140,390,530
authorship,ownership,4745,2699,7444
authorship,patents,132,34,166
authorship,pedagogy,15,10,25
authorship,piracy,7,26,33
authorship,plagiarism,827,247,1074
authorship,poetry,25,53,78
authorship,preservation,35,10,45
authorship,production,300,369,669
authorship,provenance,872,340,1212
authorship,publications,108,187,295
authorship,publication,2877,601,3478
authorship,purpose,248,108,356
authorship,ratification,5,0,5
authorship,reading,275,483,758
authorship,reception,166,15,181
authorship,relation,13,2,15
authorship,recording,39,3,42
authorship,research,235,1642,1877
authorship,retirement,0,3,3
authorship,revisions,24,8,32
authorship,seminars,0,5,5
authorship,role,39,33,72
authorship,significance,92,15,107
authorship,songwriting,8,2,10
authorship,style,190,292,482
authorship,sources,213,149,362
authorship,structure,41,105,146
authorship,supervision,10,22,32
authorship,teaching,65,87,152
authorship,text,450,176,626
authorship,title,91,546,637
authorship,translation,224,107,331
authorship,transmission,157,23,180
authorship,unity,64,85,149
authorship,voice,146,565,711
authorship,viewpoint,10,1,11
authorship,writing,381,1012,1393
autism,cancer,2392,3520,5912
autism,depression,3716,3899,7615
autism,dialysis,1,1,2
autism,diabetes,1227,1698,2925
autism,disabilities,1548,28071,29619
autism,empathy,420,237,657
autism,epilepsy,8330,6591,14921
autism,genetics,249,295,544
autism,memory,136,112,248
autism,mercury,1071,1716,2787
autism,neurodiversity,2117,523,2640
autism,pollution,50,731,781
autism,psychoanalysis,22,30,52
autism,psycholinguistics,16,0,16
autism,psychosis,1158,548,1706
autism,schizophrenia,20579,14368,34947
autism,stimming,36,29,65
autism,vaccinations,2042,5336,7378
autism,vaccination,1826,6803,8629
autism,vaccines,10908,41171,52079
autism,violence,392,150,542
autism,vulnerability,19,16,35
autistic,bisexual,81,71,152
autistic,cognitive,60,71,131
autistic,disabled,1813,2447,4260
autistic,epileptic,531,189,720
autistic,gastroenterological,0,0,0
autistic,jewish,0,1,1
autistic,polyamorous,14,3,17
autistic,neurotypical,3166,1018,4184
auto,boom,16,17,33
auto,buses,66,2563,2629
auto,heavy,792,61,853
auto,farm,908,921,1829
auto,mandatory,5,38,43
auto,manual,21921,17714,39635
auto,single,338,280,618
auto,travel,1645,1438,3083
autobiographer,historian,24,32,56
autobiographer,journalist,23,25,48
autobiographer,mountaineer,0,1,1
autobiographer,novelist,32,151,183
autobiographer,pharmacist,0,0,0
autobiographer,patron,2,0,2
autobiographer,poet,117,97,214
autobiographer,traditionalist,2,0,2
autobiographic,documentary,5,6,11
autobiographic,representative,0,0,0
autobiographic,introspective,27,6,33
autobiographical,collective,158,45,203
autobiographical,biographical,1698,3401,5099
autobiographical,confessional,564,312,876
autobiographical,critical,215,195,410
autobiographical,cultural,190,125,315
autobiographical,documentary,166,214,380
autobiographical,debut,10,3,13
autobiographical,episodic,300,1098,1398
autobiographical,experimental,75,80,155
autobiographical,factual,70,61,131
autobiographical,fantastic,20,31,51
autobiographical,family,87,44,131
autobiographical,fictional,1175,925,2100
autobiographical,general,25,29,54
autobiographical,imaginative,37,27,64
autobiographical,historical,1047,946,1993
autobiographical,human,26,17,43
autobiographical,instructional,37,21,58
autobiographical,literary,227,354,581
autobiographical,memorable,4,10,14
autobiographical,miscellaneous,17,1,18
autobiographical,model,0,4,4
autobiographical,observational,99,84,183
autobiographical,philosophical,314,256,570
autobiographical,psychiatric,3,7,10
autobiographical,other,305,29,334
autobiographical,satirical,30,29,59
autobiographical,sober,5,13,18
autobiographical,travel,85,39,124
autobiographical,travelogues,0,14,14
autobiographical,uplifting,9,14,23
autobiographical,social,202,112,314
autobiographies,biographies,3569,14219,17788
autobiographies,biography,14,41,55
autobiographies,introspection,0,3,3
autobiographies,miscellany,0,0,0
autobiographies,memoirs,3449,3754,7203
autobiographies,novels,385,1095,1480
autobiography,awards,2,1,3
autobiography,biography,2045,6844,8889
autobiography,collections,25,4,29
autobiography,confession,112,85,197
autobiography,death,14,2,16
autobiography,family,270,20,290
autobiography,fiction,3943,3371,7314
autobiography,document,233,0,233
autobiography,ethnography,391,117,508
autobiography,film,189,85,274
autobiography,history,818,1189,2007
autobiography,landscape,10,30,40
autobiography,journalism,69,93,162
autobiography,interviews,219,73,292
autobiography,memoir,2749,2436,5185
autobiography,memoirs,391,299,690
autobiography,novels,70,257,327
autobiography,opinions,10,5,15
autobiography,philosophy,141,176,317
autobiography,photography,52,76,128
autobiography,poetry,384,654,1038
autobiography,religiosity,0,0,0
autobiography,retirement,1,3,4
autobiography,time,31,33,64
autobiography,tours,1,0,1
autobiography,travel,370,55,425
autocannon,cannon,1,41,42
autobots,humans,61,57,118
autocephalous,autonomous,392,112,504
autocephalous,independent,46,89,135
autocephaly,reorganization,0,0,0
autochthonous,endemic,23,33,56
autocracies,monarchies,104,163,267
autocracies,democracies,1186,3839,5025
autocracy,autonomy,16,43,59
autocracy,democracy,2616,6158,8774
autocracy,totalitarianism,194,107,301
autocracy,mercenaries,0,0,0
autocracy,revolution,41,12,53
autocrat,sovereign,3,7,10
autocrat,state,25,8,33
autocratic,corrupt,1410,1853,3263
autocratic,harsh,47,191,238
autocratic,difficult,39,33,72
autocratic,scheming,0,3,3
autocratic,strong,34,119,153
autocratic,unrestricted,13,2,15
autocratic,undemocratic,448,424,872
autocratic,troubled,11,6,17
autocrats,populists,163,215,378
autocross,rallying,36,52,88
autodidact,carpenter,1,3,4
autofocus,image,2437,50,2487
autodidact,study,3,0,3
autofocus,meter,1322,105,1427
autofocus,metering,1262,917,2179
autofocus,zoom,692,1293,1985
autograph,photo,6724,5329,12053
autogenous,classical,0,51,51
autograph,portrait,32,198,230
autograph,thumbprint,14,2,16
autographed,framed,629,1064,1693
autograph,typewritten,33,22,55
autograph,typescript,249,64,313
autographed,numbered,796,965,1761
autographic,automatic,7,4,11
autographs,images,96,106,202
autographs,editions,50,173,223
autographs,documents,209,297,506
autographs,letters,426,559,985
autographs,manuscripts,747,542,1289
autographs,memorabilia,4836,1498,6334
autographs,photographs,2662,2749,5411
autographs,photos,12894,14008,26902
autographs,pictures,10191,9944,20135
autographs,writings,19,18,37
autoharp,violin,33,37,70
autoimmune,infectious,5926,6318,12244
autoharp,vocals,166,122,288
autoimmune,innate,17,41,58
autoimmune,joint,374,103,477
autoimmune,refractory,4,3,7
autoimmune,related,467,35,502
autoimmune,neurodegenerative,2885,1642,4527
autoimmune,severe,443,19,462
autoimmune,viral,905,1730,2635
autoimmunity,diseases,31,817,848
autoimmunity,hypersensitivity,120,311,431
autoimmunity,immunity,54,2819,2873
autoimmunity,immunodeficiency,595,853,1448
autoimmunity,infection,818,2808,3626
autoimmunity,infections,215,911,1126
autoimmunity,nutrition,22,50,72
autoimmunity,inflammation,3541,9691,13232
automaker,engineer,5,10,15
automaker,owner,61,15,76
automakers,retailers,436,280,716
automata,automation,18,13,31
automakers,teams,17,58,75
automata,horology,4,20,24
automata,computation,172,170,342
automata,man,10,6,16
automata,toys,25,199,224
automata,insinuation,2,0,2
automate,create,1611,6626,8237
automated,autonomous,7124,1384,8508
automated,compliant,451,226,677
automated,connected,9324,28549,37873
automated,computerised,796,544,1340
automated,convenient,909,966,1875
automated,continuous,3983,3382,7365
automated,custom,6005,536,6541
automated,efficient,9637,11127,20764
automated,digital,4951,7470,12421
automated,extended,213,131,344
automated,electrified,359,553,912
automated,human,8004,7610,15614
automated,industrial,509,474,983
automated,incremental,82,49,131
automated,instantaneous,536,185,721
automated,integrated,13935,16668,30603
automated,intelligent,8513,7086,15599
automated,live,2394,3662,6056
automated,manual,60491,102511,163002
automated,mechanical,568,1304,1872
automated,mechanized,927,2677,3604
automated,miniaturized,411,483,894
automated,mobile,669,704,1373
automated,network,1534,486,2020
automated,professional,322,432,754
automated,nuclear,16,27,43
automated,quantitative,889,554,1443
automated,quick,1010,2601,3611
automated,rapid,1336,3312,4648
automated,remote,2537,2205,4742
automated,robotic,3704,2638,6342
automated,seamlessly,249,28,277
automated,simplified,3279,5880,9159
automated,staffed,104,98,202
automated,telerobotic,9,6,15
automated,streamlined,7670,11130,18800
automated,training,29,623,652
automated,unmanned,1096,591,1687
automatic,autonomous,1301,745,2046
automatic,battle,9,18,27
automatic,batch,198,117,315
automatic,celtic,0,0,0
automatic,centralised,36,39,75
automatic,commanded,12,5,17
automatic,computerized,577,387,964
automatic,continuous,6165,3841,10006
automatic,controlled,6045,2180,8225
automatic,custom,2319,308,2627
automatic,dominant,33,66,99
automatic,driverless,257,42,299
automatic,dynamic,2164,1540,3704
automatic,effortful,324,88,412
automatic,electric,792,1090,1882
automatic,emergency,131,67,198
automatic,free,3397,5091,8488
automatic,hand,1977,1582,3559
automatic,human,5571,2651,8222
automatic,individualized,71,13,84
automatic,instant,4058,4415,8473
automatic,intelligent,4176,2432,6608
automatic,interactive,2651,1371,4022
automatic,involuntary,1450,879,2329
automatic,magical,95,46,141
automatic,manned,183,242,425
automatic,massive,112,102,214
automatic,mechanical,2228,3632,5860
automatic,mobilized,17,4,21
automatic,numerical,244,53,297
automatic,online,792,1215,2007
automatic,optional,451,98,549
automatic,overdrive,33,117,150
automatic,permanent,1502,599,2101
automatic,preserved,36,3,39
automatic,primary,45,99,144
automatic,provisional,177,79,256
automatic,repeating,55,41,96
automatic,safe,1143,1032,2175
automatic,semiautomatic,4483,2010,6493
automatic,sequential,319,86,405
automatic,silent,547,323,870
automatic,stationary,33,29,62
automatic,touring,2,5,7
automatic,unconscious,5252,4135,9387
automatic,unmanned,290,139,429
automatically,autonomously,1582,1035,2617
automatically,conservatively,5,0,5
automatically,consistently,2539,1609,4148
automatically,continuously,21381,9938,31319
automatically,correctly,2296,1628,3924
automatically,dynamically,7628,4604,12232
automatically,directly,2730,7393,10123
automatically,economically,215,52,267
automatically,efficiently,6850,4010,10860
automatically,effortlessly,3662,1896,5558
automatically,flexibly,452,328,780
automatically,fully,1048,1244,2292
automatically,electronically,2004,2353,4357
automatically,immediately,19299,20046,39345
automatically,instantly,11704,15628,27332
automatically,intelligently,4825,3574,8399
automatically,perfectly,599,657,1256
automatically,manually,13842,25835,39677
automatically,quickly,9713,26552,36265
automatically,randomly,2556,1041,3597
automatically,rapidly,2691,4534,7225
automatically,remotely,2746,3659,6405
automatically,regularly,7312,5577,12889
automatically,routinely,629,1110,1739
automatically,safely,3228,2496,5724
automatically,same,64,239,303
automatically,separately,256,378,634
automatically,sequentially,910,500,1410
automatically,securely,8237,3528,11765
automatically,silently,3010,1969,4979
automatically,simultaneously,3923,2688,6611
automatically,transparently,8358,1415,9773
automatically,subconsciously,1550,556,2106
automatically,unconsciously,4589,2123,6712
automatics,electronics,58,95,153
automation,autonomy,2454,935,3389
automation,centralization,1007,905,1912
automation,cloning,18,20,38
automation,communications,1410,1369,2779
automation,computers,1275,4174,5449
automation,computing,879,2604,3483
automation,controls,10495,8754,19249
automation,customization,3648,3388,7036
automation,couplers,0,1,1
automation,cybersecurity,830,480,1310
automation,data,28914,12977,41891
automation,deactivation,4,0,4
automation,decommissioning,6,7,13
automation,deployment,2613,1872,4485
automation,digitalization,14603,12053,26656
automation,documentation,871,855,1726
automation,electricity,218,932,1150
automation,electronics,1483,3902,5385
automation,electrification,2617,4194,6811
automation,encryption,82,112,194
automation,engineering,2646,10164,12810
automation,frameworks,148,623,771
automation,humans,536,1677,2213
automation,globalization,3389,3895,7284
automation,implementation,1341,1501,2842
automation,inequality,249,173,422
automation,informatics,563,484,1047
automation,innovation,7081,9369,16450
automation,information,12548,3409,15957
automation,installation,500,839,1339
automation,instrumentation,5192,5602,10794
automation,keystrokes,0,9,9
automation,labor,2063,1220,3283
automation,integration,31736,26010,57746
automation,labour,534,356,890
automation,maintenance,1734,1289,3023
automation,mechanisation,984,2358,3342
automation,mechanization,3021,9390,12411
automation,management,16690,43138,59828
automation,optimization,14040,9469,23509
automation,orchestration,27578,14313,41891
automation,robotics,58703,72031,130734
automation,recycling,122,58,180
automation,robots,6359,15158,21517
automation,signaling,56,102,158
automation,speed,2475,3647,6122
automation,standardization,4755,6481,11236
