condition,layer,mode,term,n,estimate,se,t,p,ci_lo,ci_hi
attn_zeroed,2,mean_pooled,log_freq:model_size1300,146850,-0.07476992658533507,0.021291600629731185,-3.5117099876900646,4.4536710602333655e-4,-0.11650104096234312,-0.03303881220832702
attn_zeroed,2,words_only,log_freq,146850,-0.07249338754182183,0.014805032590004843,-4.896536843205836,9.764371061893523e-7,-0.10151095738605877,-0.04347581769758489
attn_zeroed,2,words_only,model_size125,146850,0.17442973727343472,0.014603296811653765,11.94454509301186,7.180644923427468e-33,0.14580756554823576,0.20305190899863368
attn_zeroed,2,words_only,model_size1300,146850,1.4672822171660156,0.014603296811673242,100.4760935895745,0,1.4386600454407785,1.4959043888912527
attn_zeroed,2,words_only,log_freq:model_size125,146850,-0.011236134619821755,0.020937477880196488,-0.5366517726783772,0.5915089879188264,-0.05227317544072067,0.029800906201077167
attn_zeroed,2,words_only,log_freq:model_size1300,146850,-0.04554271470992055,0.020937477880165267,-2.1751767319150033,0.029618465031937283,-0.08657975553075828,-0.004505673889082823
attn_zeroed,3,individual,log_freq,146850,-0.08706878698305763,0.014605040888709382,-5.961557221682775,2.5041310746041925e-9,-0.11569437706464773,-0.05844319690146753
attn_zeroed,3,individual,model_size125,146850,0.07466352582614182,0.014406030229758029,5.182796692451193,2.1887163509887945e-7,0.046427992683687885,0.10289905896859575
attn_zeroed,3,individual,model_size1300,146850,1.4242775477386513,0.014406030229777243,98.86676100364359,0,1.3960420145961598,1.4525130808811428
attn_zeroed,3,individual,log_freq:model_size125,146850,0.006133255996620815,0.02065464690386189,0.2969431540112193,0.7665103290837253,-0.034349441727766196,0.04661595372100783
attn_zeroed,3,individual,log_freq:model_size1300,146850,-0.03826700241513652,0.020654646903831092,-1.852706685972861,0.0639264162134095,-0.07874970013946317,0.0022156953091901355
attn_zeroed,3,mean_pooled,log_freq,146850,-0.05698218550331254,0.015029802742774247,-3.7912796647119933,1.4993297373835793e-4,-0.08644030038297813,-0.027524070623646955
attn_zeroed,3,mean_pooled,model_size125,146850,0.10167775191905684,0.014825004209819734,6.858531065489202,6.984581093821673e-12,0.07262103809662479,0.1307344657414889
attn_zeroed,3,mean_pooled,model_size1300,146850,1.3266886150945054,0.014825004209839506,89.48993176096157,0,1.2976319012720345,1.3557453289169763
attn_zeroed,3,mean_pooled,log_freq:model_size125,146850,1.3604311239218957e-4,0.021255350878660196,0.006400417154664486,0.9948932495307277,-0.04152402247244713,0.04179610869723151
attn_zeroed,3,mean_pooled,log_freq:model_size1300,146850,-0.05888363867014165,0.021255350878628503,-2.770297183348173,0.005601220288917446,-0.10054370425491885,-0.017223573085364458
attn_zeroed,3,words_only,log_freq,146850,-0.08372861306202956,0.014778515636113244,-5.665563113620673,1.4681555479968818e-8,-0.11269421020327323,-0.054763015920785876
attn_zeroed,3,words_only,model_size125,146850,0.13258565461769795,0.014577141182082141,9.095449715522337,9.532603937216058e-20,0.1040147474070011,0.1611565618283948
attn_zeroed,3,words_only,model_size1300,146850,1.4281892181052906,0.014577141182101584,97.97457541667227,0,1.3996183108945557,1.4567601253160256
attn_zeroed,3,words_only,log_freq:model_size125,146850,0.010754060316039645,0.0208999772443701,0.5145489007140668,0.6068690550492029,-0.030209480003412875,0.05171760063549216
attn_zeroed,3,words_only,log_freq:model_size1300,146850,-0.042416844155435576,0.020899977244338935,-2.029516284134941,0.04240753171199514,-0.08338038447482701,-0.0014533038360441328
attn_zeroed,4,individual,log_freq,146850,-0.09530151465664116,0.01436549150712322,-6.634058751793164,3.2770686392905494e-11,-0.12345759270784147,-0.06714543660544085
attn_zeroed,4,individual,model_size125,146850,0.09681800966228825,0.014169744986947248,6.8327277414995224,8.363782750644555e-12,0.0690455909030511,0.1245904284215254
attn_zeroed,4,individual,model_size1300,146850,1.3541153682071332,0.014169744986966146,95.56384885209286,0,1.326342949447859,1.3818877869664075
attn_zeroed,4,individual,log_freq:model_size125,146850,0.003470672475856219,0.02031587291956407,0.1708355082549262,0.8643533432965492,-0.03634803496745509,0.04328937991916752
attn_zeroed,4,individual,log_freq:model_size1300,146850,-0.059349083204595594,0.020315872919533778,-2.9213159306352647,0.0034860923055330013,-0.09916779064784753,-0.019530375761343664
attn_zeroed,4,mean_pooled,log_freq,146850,-0.056846060308324294,0.0148389838904848,-3.830859358555924,1.2774955572710588e-4,-0.08593017402721943,-0.02776194658942915
attn_zeroed,4,mean_pooled,model_size125,146850,0.06216663896392842,0.014636785486199823,4.247287700058305,2.1650697909164848e-5,0.03347883010171382,0.09085444782614302
attn_zeroed,4,mean_pooled,model_size1300,146850,1.3140689043896245,0.014636785486219345,89.77851766884412,0,1.2853810955273717,1.3427567132518774
attn_zeroed,4,mean_pooled,log_freq:model_size125,146850,-7.99088788199346e-4,0.02098549226979553,-0.038078153131984246,0.9696254217126796,-0.04193023685913291,0.040332059282734214
attn_zeroed,4,mean_pooled,log_freq:model_size1300,146850,-0.07515167290095931,0.020985492269764237,-3.581125090367185,3.4222818994221455e-4,-0.11628282097183154,-0.03402052483008708
attn_zeroed,4,words_only,log_freq,146850,-0.0783403446464272,0.014513681276853718,-5.397689473267105,6.760879820615866e-8,-0.10678687170320816,-0.04989381758964623
attn_zeroed,4,words_only,model_size125,146850,0.09712391597213894,0.014315915498809955,6.784331465229213,1.1706476799704541e-11,0.06906500591263896,0.12518282603163894
attn_zeroed,4,words_only,model_size1300,146850,1.3790687986058092,0.01431591549882905,96.33116364221402,0,1.3510098885462718,1.4071277086653466
attn_zeroed,4,words_only,log_freq:model_size125,146850,-0.005666970052379257,0.020525444901722246,-0.2760948705138057,0.7824755888902347,-0.045896434418561206,0.0345624943138027
attn_zeroed,4,words_only,log_freq:model_size1300,146850,-0.07120141617550545,0.020525444901691642,-3.4689341213567193,5.226772864034372e-4,-0.1114308805416274,-0.03097195180938349
attn_zeroed,5,individual,log_freq,146850,-0.08398403348012112,0.01431256716036425,-5.867852534009263,4.4241869469743425e-9,-0.11203638086276647,-0.05593168609747577
attn_zeroed,5,individual,model_size125,146850,0.0957405217660051,0.014117541795931922,6.7816708567205,1.1924083719161252e-11,0.06807042022438771,0.1234106233076225
attn_zeroed,5,individual,model_size1300,146850,1.3753812718301681,0.014117541795950752,97.42356648978792,0,1.3477111702885138,1.4030513733718224
attn_zeroed,5,individual,log_freq:model_size125,146850,0.008302964024089289,0.02024102659059767,0.41020468931878035,0.6816563997184806,-0.03136904610091732,0.0479749741490959
attn_zeroed,5,individual,log_freq:model_size1300,146850,-0.028094107484060857,0.020241026590567486,-1.3879783892558584,0.16514573164115431,-0.0677661176090083,0.011577902640886591
attn_zeroed,5,mean_pooled,log_freq,146850,-0.03977582869546933,0.014743009860187074,-2.6979449293378286,0.006977695118466492,-0.06867183522105255,-0.010879822169886099
attn_zeroed,5,mean_pooled,model_size125,146850,0.05088756399730495,0.01454211921362474,3.4993224336675492,4.6658022769487497e-4,0.02238529914923832,0.07938982884537157
attn_zeroed,5,mean_pooled,model_size1300,146850,1.323258816866695,0.014542119213644136,90.99490916187429,0,1.2947565520185904,1.3517610817147996
