step,pct_training,condition,layer,mode,n,estimate,se,t,p,ci_lo,ci_hi
97,0.6,attn_zeroed,0,mean_pooled,48950,-0.0100794576696233,0.004876917022917936,-2.066768333817704,0.03876123466937836,-0.019638275756300318,-5.206395829462813e-4
97,0.6,attn_zeroed,0,words_only,48950,0.07652343838883441,0.013294973962114973,5.755817093504184,8.67371735420205e-9,0.05046512388937464,0.10258175288829419
97,0.6,attn_zeroed,1,mean_pooled,48950,0.0038681916381807756,0.007322380315133722,0.5282696980633591,0.5973145550453929,-0.010483764949333582,0.018220148225695135
97,0.6,attn_zeroed,1,words_only,48950,0.10769034090314507,0.012871150699336623,8.366799784940394,6.074635326705599e-17,0.08246272527569035,0.1329179565305998
97,0.6,attn_zeroed,2,mean_pooled,48950,-6.541722890959393e-4,0.007335853831288755,-0.08917466243748957,0.9289434664208349,-0.015032537136030876,0.013724192557838997
97,0.6,attn_zeroed,2,words_only,48950,0.09530674185407341,0.012814590280487745,7.437361614221339,1.0439110641904242e-13,0.07018998535178773,0.12042349835635908
97,0.6,attn_zeroed,3,mean_pooled,48950,0.010069720198691796,0.007437342010037956,1.3539407203677065,0.17576154183191256,-0.0045075627422055745,0.024647003139589167
97,0.6,attn_zeroed,3,words_only,48950,0.08383601397321933,0.012847076796139969,6.525687929133317,6.83490445063759e-11,0.05865558349577059,0.10901644445066806
97,0.6,attn_zeroed,4,mean_pooled,48950,0.004769982410911328,0.0074213719992654425,0.6427359269126321,0.5203984752934165,-0.00977599911003172,0.019315963931854377
97,0.6,attn_zeroed,4,words_only,48950,0.08206342923883311,0.012908882758962747,6.357128712928761,2.0736533138739903e-10,0.056761858304715015,0.10736500017295121
97,0.6,attn_zeroed,5,mean_pooled,48950,0.009909751550931293,0.007367235359485098,1.345111302596405,0.17859552553717234,-0.00453012148199515,0.024349624583857737
97,0.6,attn_zeroed,5,words_only,48950,0.07285966551977839,0.012646033852925252,5.761463741687253,8.388605941160254e-9,0.048073281714185845,0.09764604932537094
97,0.6,attn_zeroed,6,mean_pooled,48950,0.002948037959845616,0.007430892991106498,0.3967272793961521,0.6915703110595357,-0.011616604823650335,0.017512680743341565
97,0.6,attn_zeroed,6,words_only,48950,0.07076342547615046,0.012577056756025768,5.6263899296031354,1.8502303850089413e-8,0.046112237639304325,0.09541461331299658
97,0.6,attn_zeroed,7,mean_pooled,48950,0.0011131945221501058,0.007562025653003458,0.1472085090994066,0.8829680507727471,-0.01370846991137687,0.015934858955677082
97,0.6,attn_zeroed,7,words_only,48950,0.07328860063986632,0.01283624628545837,5.7095040878805685,1.139596614328826e-8,0.048129398098202575,0.09844780318153007
97,0.6,attn_zeroed,8,mean_pooled,48950,-0.0012820781472788507,0.007376443896484111,-0.17380707631897493,0.8620178016933056,-0.015740000027377465,0.013175843732819763
97,0.6,attn_zeroed,8,words_only,48950,0.07796643333954828,0.012760326128869202,6.110065883281427,1.0033893851880341e-9,0.052956035250069713,0.10297683142902685
97,0.6,attn_zeroed,9,mean_pooled,48950,-7.092551300041399e-4,0.007371663980544431,-0.09621370858411783,0.9233512373387179,-0.01515780831534697,0.01373929805533869
97,0.6,attn_zeroed,9,words_only,48950,0.08467577562099347,0.012852318457740996,6.588365818930744,4.491884282401249e-11,0.059485071421543585,0.10986647982044337
97,0.6,attn_zeroed,10,mean_pooled,48950,0.0027335974511628913,0.007396795131728184,0.36956511603752024,0.7117081457736769,-0.011764213103404267,0.01723140800573005
97,0.6,attn_zeroed,10,words_only,48950,0.078367073732893755,0.012891365221373092,6.079036035916968,1.2179847676977559e-9,0.053099837390559596,0.10363431007522791
97,0.6,attn_zeroed,11,mean_pooled,48950,-9.126857800045545e-4,0.007477278731465263,-0.12206122210796638,0.9028510335386426,-0.015568245192145539,0.013742873632136431
97,0.6,attn_zeroed,11,words_only,48950,0.07536914641269747,0.012939787057569188,5.82460484684792,5.7604974255604365e-9,0.050007002668525986,0.10073129015686896
97,0.6,attn_zeroed,12,mean_pooled,48950,0.010114963819048278,0.00764852107566286,1.3224731577498678,0.18601682089248325,-0.00487623271983258,0.025106160357929137
97,0.6,attn_zeroed,12,words_only,48950,0.08415962550596168,0.013139992999815645,6.404845535849406,1.5188321006501149e-10,0.058405075622253166,0.10991417538967019
97,0.6,attn_zeroed,13,mean_pooled,48950,0.008293920964892986,0.007494635149072701,1.106647728664841,0.26845170170782134,-0.0063956572418607145,0.022983499171646687
97,0.6,attn_zeroed,13,words_only,48950,0.07322351253030068,0.013154996222812416,5.566213117060567,2.616955085078033e-8,0.04743955614271563,0.09900746891788573
97,0.6,attn_zeroed,14,mean_pooled,48950,0.003587030592087889,0.00768949832576474,0.4664843452880458,0.6408709265263343,-0.011484481867194214,0.01865854305136999
97,0.6,attn_zeroed,14,words_only,48950,0.07891089797578804,0.013080942925217907,6.032508392316337,1.6258876197281827e-9,0.05327208697351466,0.10454970897806143
97,0.6,attn_zeroed,15,mean_pooled,48950,0.007361778368424786,0.007383502147302635,0.9970577947369075,0.3187413864083609,-0.007109977771159347,0.021833534508008918
97,0.6,attn_zeroed,15,words_only,48950,0.08553775155779003,0.013250895312657543,6.455243177121965,1.0905311322246566e-10,0.05956583176008344,0.11150967135549662
97,0.6,attn_zeroed,16,mean_pooled,48950,0.006809336351621757,0.007466249742004435,0.9120156151907237,0.36176498911715405,-0.007824606103855722,0.021443278807099238
97,0.6,attn_zeroed,16,words_only,48950,0.07787711803420672,0.013039148666768597,5.972561554780284,2.351637322715376e-9,0.052320224298867984,0.10343401176954545
97,0.6,attn_zeroed,17,mean_pooled,48950,0.0069126834950629405,0.007555269211399135,0.9149486671677188,0.36022308635548983,-0.007895738228796127,0.02172110521892201
97,0.6,attn_zeroed,17,words_only,48950,0.08417131179224563,0.01312448438856601,6.413304271638685,1.4369364168565823e-10,0.05844715897968178,0.10989546460480948
97,0.6,attn_zeroed,18,mean_pooled,48950,0.006293058585167292,0.00772870909147327,0.8142444631678704,0.4155088794395909,-0.008855307463110855,0.02144142463344544
97,0.6,attn_zeroed,18,words_only,48950,0.0692974516356355,0.01289808508747566,5.37269301339351,7.792266875365094e-8,0.04401704427207226,0.09457785899919874
97,0.6,attn_zeroed,19,mean_pooled,48950,0.00242781108860913,0.007556945372625475,0.32126884195877764,0.748008038087575,-0.012383895932123197,0.01723951810934146
97,0.6,attn_zeroed,19,words_only,48950,0.08707763442818507,0.013049580475533288,6.672830179594454,2.535830307736547e-11,0.06150029421778268,0.11265497463858747
97,0.6,attn_zeroed,20,mean_pooled,48950,0.00925839166741803,0.00759180253928514,1.219524825561364,0.22265093549854056,-0.005621635833968559,0.024138419168804617
97,0.6,attn_zeroed,20,words_only,48950,0.07723667573445275,0.013049669505679524,5.91866910505569,3.267122881074589e-9,0.05165916102385523,0.10281419044505027
97,0.6,attn_zeroed,21,mean_pooled,48950,0.002055810432179458,0.007483530389589073,0.2747113093894103,0.7835392010956899,-0.012612002307722643,0.01672362317208156
97,0.6,attn_zeroed,21,words_only,48950,0.08488182897302907,0.013239327821159438,6.411339768879257,1.4555626996519376e-10,0.05893258160268385,0.11083107634337427
97,0.6,attn_zeroed,22,mean_pooled,48950,0.008219037719240981,0.007695809245976217,1.0679887529096872,0.28553085224356817,-0.006864844222231929,0.02330291966071389
97,0.6,attn_zeroed,22,words_only,48950,0.07964171532934089,0.013281911047269713,5.996254232233575,2.033316008588415e-9,0.05360900430562221,0.10567442635305957
97,0.6,attn_zeroed,23,mean_pooled,48950,0.003836145387204019,0.007445875377911535,0.5152040817905825,0.606412743634124,-0.010757863060973243,0.01843015383538128
97,0.6,attn_zeroed,23,words_only,48950,0.06926498061052098,0.013076026390813152,5.297097033941795,1.1816546518539899e-7,0.043635806076895954,0.09489415514414601
97,0.6,attn_zeroed,24,mean_pooled,48950,-0.00418737626854112,0.007404001050075222,-0.5655558717807824,0.571698325308887,-0.01869931051278827,0.010324557975706031
97,0.6,attn_zeroed,24,words_only,48950,0.0751148027658865,0.012919866819314835,5.813899153634618,6.141217100653348e-9,0.04979170293671743,0.10043790259505557
97,0.6,default,0,mean_pooled,48950,-0.0061921817326980235,0.005021326226762052,-1.2331765460080424,0.2175158258595825,-0.016034043656926716,0.0036496801915306687
97,0.6,default,0,words_only,48950,0.06618832101763072,0.013052323070408984,5.0709992895967115,3.971733224094591e-7,0.04060560528712433,0.09177103674813712
97,0.6,default,1,mean_pooled,48950,0.004545465272713548,0.009008702244703456,0.5045638260922646,0.6138674937655055,-0.013111703292897344,0.02220263383832444
97,0.6,default,1,words_only,48950,0.08594149370582088,0.01238974867949142,6.936500160659324,4.069083923684214e-12,0.061657432031126655,0.11022555538051511
97,0.6,default,2,mean_pooled,48950,0.01516696891991804,0.008972118694936212,1.690455670016732,0.09094717943340337,-0.0024184954326527987,0.032752433272488876
97,0.6,default,2,words_only,48950,0.06788694895750545,0.012337905710879402,5.502307324138783,3.7672598299212655e-8,0.04370450014677976,0.09206939776823114
