word1,word2,freq_w1w2,freq_w2w1,freq_total
childless,unmarried,232,1930,2162
childless,wealthy,22,129,151
childlike,genial,0,0,0
childlike,simple,96,354,450
childminding,nannies,0,0,0
children,clothes,51,215,266
children,clover,2,0,2
children,families,76213,24256,100469
children,domestics,84,7,91
children,dogs,12758,2890,15648
children,development,179,371,550
children,father,458,1504,1962
children,gum,1,5,6
children,flowers,158,217,375
children,girls,733,1794,2527
children,grandchildren,88507,347,88854
children,heirs,1090,55,1145
children,innocence,28,10,38
children,hens,13,20,33
children,infants,11152,77710,88862
children,husbands,1070,5144,6214
children,ladies,145,2056,2201
children,lambs,43,28,71
children,marriages,57,699,756
children,maidens,50,85,135
children,marriage,378,8068,8446
children,men,3954,11774,15728
children,midgets,35,8,43
children,mot,13,2,15
children,milk,31,86,117
children,mother,1493,5954,7447
children,mothers,5589,28865,34454
children,newborns,724,2918,3642
children,orphans,841,901,1742
children,others,6938,128,7066
children,nurses,246,294,540
children,parents,39190,88757,127947
children,pensioners,357,212,569
children,pets,13735,3046,16781
children,pigs,97,142,239
children,people,6390,8430,14820
children,pony,8,3,11
children,poverty,127,297,424
children,schools,1236,2025,3261
children,relatives,1837,555,2392
children,seniors,3303,2749,6052
children,servants,2425,683,3108
children,students,4060,3895,7955
children,successors,76,4,80
children,teacher,255,380,635
children,substitute,23,0,23
children,teenagers,33072,2478,35550
children,teens,27625,2370,29995
children,vegetables,49,43,92
children,trees,30,154,184
children,town,36,39,75
children,widows,406,2699,3105
children,wife,3562,155500,159062
children,wives,2066,54001,56067
children,woman,179,5084,5263
children,women,22071,498636,520707
children,youth,62560,3445,66005
children,youths,5281,788,6069
chilean,peruvian,3,2,5
chili,tomatoes,47,286,333
chill,cold,251,370,621
chill,crisp,64,91,155
chill,dark,218,450,668
chill,fresh,46,91,137
chill,fatigue,35,20,55
chill,dreary,83,12,95
chill,frosty,20,4,24
chill,gloom,151,105,256
chill,penetrating,21,0,21
chill,lifeless,28,7,35
chill,relax,1074,978,2052
chill,rheumatism,2,3,5
chill,shock,47,29,76
chill,vapors,0,0,0
chill,tired,7,11,18
chill,watery,19,2,21
chill,weary,26,11,37
chilled,clean,9,33,42
chilled,hungry,80,59,139
chilled,dried,26,33,59
chilled,shivering,135,31,166
chilled,stiff,200,161,361
chilled,tired,92,105,197
chilled,wet,124,494,618
chilli,onions,52,336,388
chilling,hard,38,28,66
chilling,raw,19,38,57
chilling,white,0,11,11
chills,fever,3411,5598,9009
chills,shivers,92,43,135
chills,thrills,1033,2624,3657
chilly,cold,218,574,792
chilly,damp,941,1603,2544
chilly,dark,325,844,1169
chilly,hungry,21,15,36
chilly,foggy,90,99,189
chilly,light,15,38,53
chilly,raw,46,142,188
chilly,short,7,37,44
chimes,vibrates,39,14,53
chime,run,3,6,9
chimpanzee,human,2098,10029,12127
chimpanzees,dogs,96,155,251
chimpanzees,gorillas,3217,2206,5423
chimpanzees,monkeys,355,688,1043
chimpanzees,humans,3442,10078,13520
chinese,dutch,8,0,8
chinese,english,141,260,401
chinese,eurasian,0,0,0
chinese,european,8,11,19
chinese,filipino,6,1,7
chinese,greek,2,11,13
chinese,indian,80,46,126
chinese,indonesian,0,0,0
chinese,japanese,258,163,421
chinese,islamic,1,1,2
chinese,korean,83,54,137
chinese,russian,64,88,152
chinese,vietnamese,9,2,11
chinese,taiwanese,17,3,20
chink,daub,6,0,6
chintz,silk,10,16,26
chinks,cracks,172,108,280
chintz,stuff,68,0,68
chip,cj,0,0,0
chip,fish,1,10809,10810
chip,friends,0,2,2
chipboard,particleboard,2,1,3
chipboard,plywood,26,63,89
chipmunks,mice,47,277,324
chipmunks,squirrels,458,966,1424
chipped,dry,9,8,17
chipping,peeling,416,229,645
chips,chop,11,29,40
chips,dips,677,101,778
chips,dirt,90,60,150
chips,egg,51,1734,1785
chips,fish,170,48027,48197
chips,flavorings,1,0,1
chips,gears,12,5,17
chips,peas,430,103,533
chips,sausage,37,473,510
chips,salad,614,283,897
chips,sausages,80,203,283
chips,shavings,419,166,585
chips,steak,69,1944,2013
chips,stuff,301,11,312
chips,transistors,92,62,154
chips,twigs,52,27,79
chirp,twitter,146,66,212
chirped,sung,12,7,19
chirped,twittered,78,84,162
chirping,screeching,31,29,60
chirping,trilling,89,42,131
chirruping,twittering,16,10,26
chirping,singing,279,108,387
chirurgeons,leaches,6,0,6
chisel,gravel,0,1,1
chisel,unmanned,50,0,50
chisel,hammer,1560,6950,8510
chiselled,stunning,5,0,5
chisels,saws,100,169,269
chitin,proteins,204,387,591
chivalrous,devoted,21,1,22
chitons,monoplacophorans,0,5,5
chivalrous,generous,66,143,209
chivalrous,humane,34,22,56
chivalrous,lofty,3,28,31
chivalry,dating,3,3,6
chivalrous,lovely,0,5,5
chivalry,courtesy,100,95,195
chivalry,honor,400,470,870
chivalry,knights,45,169,214
chivalry,miracles,2,3,5
chivalry,right,23,2,25
chivalry,manliness,19,18,37
chives,onion,83,155,238
chlordiazepoxide,diazepam,177,223,400
chlorine,iodine,485,311,796
chlorides,sulfates,404,225,629
chlorine,hydrogen,862,883,1745
chlorine,iron,86,87,173
chlorine,lithium,12,18,30
chlorine,oxygen,837,809,1646
chlorine,phosgene,279,135,414
chlorine,methane,36,45,81
chlorine,sodium,789,1839,2628
chloroform,ether,455,1404,1859
chlorophyll,energy,6,21,27
chlorophyll,phosphorus,19,136,155
chloroplasts,mitochondria,3615,5123,8738
chocolate,cocoa,2377,2135,4512
chocolate,coconut,1788,727,2515
chocolate,erm,0,0,0
chocolate,confectionery,595,132,727
chocolate,coffee,4928,6119,11047
chocolate,milk,944,1342,2286
chocolate,money,36,47,83
chocolate,pizzas,8,24,32
chocolate,oranges,101,118,219
chocolate,perfume,23,26,49
chocolate,strawberries,252,497,749
chocolate,sweet,654,333,987
chocolate,tea,541,1661,2202
chocolate,vanilla,5032,3091,8123
chocolate,sweets,794,943,1737
chocolates,cigarettes,173,148,321
chocolates,cookies,207,302,509
chocolates,pears,1,4,5
chocolates,marshmallows,21,29,50
chocolates,flowers,766,2062,2828
chocolates,popcorn,16,14,30
chocolates,sweets,687,1026,1713
choice,ownership,108,48,156
choicer,prettier,2,0,2
choices,possibilities,549,375,924
choir,orchestra,5862,2447,8309
choirs,drummers,2,0,2
choirs,musicians,87,86,173
choirs,orchestras,599,602,1201
choke,cough,454,693,1147
choke,gasp,237,270,507
choke,gulp,7,15,22
choke,struggle,22,25,47
choked,died,450,1,451
choked,kicked,156,218,374
choked,gurgled,98,97,195
choked,laughed,54,96,150
choked,strangled,154,59,213
choked,struggled,154,46,200
choking,coughing,1087,2237,3324
chokes,gasps,76,59,135
choking,gagging,670,616,1286
choking,gasping,959,897,1856
choking,laughing,62,130,192
choking,mutilation,0,1,1
choking,pynting,0,0,0
choking,spluttering,225,168,393
choking,sputtering,243,160,403
choking,warm,1,10,11
chokingly,fast,0,4,4
choky,gaspy,0,0,0
choky,little,0,0,0
choky,queer,2,5,7
choky,red,0,2,2
cholera,salmonella,35,18,53
cholera,typhoid,1453,926,2379
cholesterol,fat,6770,16651,23421
cholesterol,triglycerides,24787,6360,31147
choose,pick,430,96076,96506
choosing,killing,16,0,16
choosest,willest,0,8,8
choosing,picking,59,15071,15130
chop,shovel,3,16,19
chop,sing,3,3,6
chopped,screwed,1215,140,1355
choppers,flakes,18,8,26
chopping,slicing,557,386,943
choppy,cold,38,114,152
choppy,odd,14,4,18
chops,mash,34,0,34
choppy,rough,103,319,422
chops,roasts,217,233,450
choral,folk,23,27,50
choral,orchestral,1107,1283,2390
chordates,echinoderms,74,137,211
chords,riffs,196,136,332
chords,timpanes,0,3,3
choreographing,dancing,37,84,121
choreography,teaching,64,52,116
chores,school,177,148,325
chortles,mother,0,0,0
chorus,drums,7,21,28
chorus,orchestra,6664,2305,8969
chosen,darling,0,3,3
chosen,entertained,0,0,0
chosen,deliberate,17,37,54
chosen,quit,8,0,8
chr,self,0,0,0
christian,civics,0,0,0
christian,commendable,0,0,0
christian,enlightened,6,14,20
christian,faithful,0,3,3
christian,gospel,4,4,8
christian,hindu,4,11,15
christian,jewish,80,228,308
christian,islamic,38,24,62
christian,modern,0,0,0
christian,muslim,130,93,223
christian,proper,0,1,1
christian,religious,11,15,26
christian,sunni,0,2,2
christian,western,0,10,10
chromate,dichromate,121,16,137
chromates,dichromates,100,2,102
chromatic,diatonic,167,397,564
chrome,firefox,4132,3497,7629
chromium,nickel,2536,3066,5602
chromosomes,genes,657,1310,1967
chromosomes,mitosis,5,34,39
chronic,rare,170,328,498
chromosomes,plasmids,1233,763,1996
chronic,terminal,563,105,668
chronicles,legends,47,37,84
chronicling,documentary,0,0,0
chrysanthemums,palms,1,10,11
chronological,stratigraphic,24,68,92
chrysanthemums,smilax,0,0,0
chubby,fat,56,132,188
chubby,fresh,4,6,10
chubby,round,48,196,244
chubs,sunfish,1,0,1
chuckle,laugh,188,168,356
chuckle,murmur,21,8,29
chuckle,sniffle,3,0,3
chuckled,laughed,227,229,456
chuckled,paused,33,281,314
chuckled,whispered,121,35,156
chuckles,nods,120,39,159
chuckles,sings,0,4,4
chuckling,laughing,166,183,349
chuckling,hiding,1,2,3
chucks,lathe,2,1,3
chugging,hissing,22,14,36
chunk,short,1,271,272
church,classical,21,67,88
chunky,creamy,27,85,112
church,family,1750,2799,4549
church,luncheon,13,3,16
church,people,965,251,1216
church,spring,12,6,18
church,scramblers,0,0,0
church,state,105949,4724,110673
church,throne,51,15,66
church,tower,385,179,564
church,work,440,547,987
churches,churchyards,220,17,237
churches,convents,1750,496,2246
churches,houses,1403,2630,4033
churches,minsters,7,20,27
churches,monasteries,9140,2558,11698
churches,monuments,637,325,962
churches,nightclubs,41,20,61
churches,palaces,1896,1678,3574
churches,people,535,547,1082
churches,schools,7536,8510,16046
churches,shrines,499,275,774
churches,temples,2098,1360,3458
churches,women,130,41,171
churching,praying,0,7,7
churlish,unintelligent,0,3,3
churned,milked,2,13,15
chutes,ladders,564,12,576
churning,grinding,64,56,120
chutes,lawyers,1,0,1
cigarette,handkerchief,1,2,3
cigarettes,cigars,2062,1839,3901
cigarettes,coffee,1061,3236,4297
cigarettes,fire,98,24,122
cigarettes,gas,260,245,505
cigarettes,matches,1288,225,1513
cigarettes,money,294,576,870
cigarettes,rice,16,10,26
cigarettes,poof,2,0,2
cigarettes,pipes,309,342,651
cigars,cosmetics,4,0,4
cigars,coffee,162,638,800
cigars,pipes,958,809,1767
cigars,lemonade,4,7,11
cigars,shoes,16,9,25
cinders,dirt,39,96,135
ciliates,radiolaria,6,2,8
cinders,sparks,49,277,326
cinders,rails,1,0,1
cinders,smoke,131,603,734
cinema,movies,73,115,188
cindy,skateboard,0,0,0
cinemas,restaurants,300,440,740
cinema,theater,751,1308,2059
cinema,television,4099,2083,6182
cinemascope,color,0,6,6
cinemas,theatres,846,903,1749
cinnamon,cloves,3440,2288,5728
cinematic,classical,47,24,71
cinematography,photography,218,873,1091
cinnamon,sugar,6504,12709,19213
circassian,georgian,0,0,0
circled,circled,551,551,1102
circled,dashed,4,8,12
circled,doubled,9,0,9
circled,screamed,43,22,65
circled,turned,39,135,174
circles,ellipses,1005,280,1285
circles,figures,94,23,117
circles,lines,3201,5049,8250
circles,menhirs,30,0,30
circles,squares,6734,4846,11580
circles,waves,83,33,116
circles,stars,829,441,1270
circles,triangles,4222,2196,6418
circling,diving,131,44,175
circuitous,long,38,1260,1298
circular,rectangular,1147,1131,2278
circuitous,precipitous,7,2,9
circuitous,rugged,2,13,15
circular,sweeping,7,9,16
circulars,letters,81,203,284
circulation,warmth,73,71,144
circulatory,excretory,100,34,134
circulated,drafted,1,425,426
circumcised,uncircumcised,1634,109,1743
circumcision,food,61,15,76
circumcision,scarification,19,10,29
circumflex,sharp,0,4,4
circumscriptions,descriptions,4,8,12
circumstance,fate,108,414,522
circumstance,environment,155,227,382
circumstances,events,2751,7697,10448
circumstances,fate,103,235,338
circumstances,limitations,219,87,306
circumstances,time,436,7427,7863
circumstances,viewpoint,2,7,9
circumstances,weather,67,123,190
circumstantial,detailed,21,93,114
circus,theatre,179,244,423
cited,read,71,800,871
cited,neutral,4,0,4
cities,counties,33720,8413,42133
cities,countries,8862,5355,14217
cities,deserts,135,121,256
cities,equipment,1,0,1
cities,districts,1587,987,2574
cities,farms,1489,1429,2918
cities,places,1323,448,1771
cities,municipalities,4488,628,5116
cities,regencies,99,361,460
cities,ports,1061,718,1779
cities,states,24198,16660,40858
cities,stuff,155,0,155
cities,streets,481,441,922
cities,towns,133602,123477,257079
cities,town,2596,754,3350
cities,villages,15450,5719,21169
citizenesses,citizens,8,59,67
cities,villas,76,33,109
citizens,corporations,1329,372,1701
citizens,foreigners,2183,258,2441
citizens,magistrates,62,80,142
citizens,nobles,96,198,294
citizens,musicians,10,31,41
citizens,priests,25,52,77
citizens,residents,12195,3473,15668
citizens,soldiers,2043,2604,4647
citizens,workers,824,1611,2435
citizens,students,1001,1533,2534
citizenship,duty,12,52,64
citizenship,history,16,180,196
citizenship,immigration,2417,2190,4607
citrate,lithium,48,5,53
citizenship,politics,51,171,222
citron,currants,7,22,29
citron,myrtle,20,7,27
citronellol,geraniol,179,228,407
citrons,oranges,29,139,168
city,civil,190,3,193
city,coextensive,3,0,3
city,commercial,848,28,876
city,country,12615,5853,18468
city,former,1052,0,1052
city,fortress,443,167,610
city,metropolitan,751,37,788
city,harbor,767,385,1152
city,prefectural,63,91,154
city,province,3465,1184,4649
city,suburban,2359,289,2648
cityscapes,landscapes,187,636,823
city,urban,826,263,1089
civic,ecclesiastical,182,90,272
civic,fraternal,221,88,309
civic,military,747,703,1450
civic,political,5297,4580,9877
civic,religious,3144,2265,5409
civil,commercial,3410,1357,4767
civil,criminal,69294,37367,106661
civil,diplomatic,195,157,352
civil,economic,1132,1123,2255
civil,ecclesiastical,3335,1484,4819
civil,ecclesiastic,145,48,193
civil,human,9600,7643,17243
civil,justice,8,1889,1897
civil,marine,77,56,133
civil,military,27195,66087,93282
civil,moral,556,967,1523
civil,narrative,2,10,12
civil,obliging,459,46,505
civil,penal,775,245,1020
civil,religious,13668,4532,18200
civil,political,22245,8360,30605
civil,solar,15,9,24
civil,town,0,1603,1603
civil,uncivil,242,5,247
civilian,military,38343,53628,91971
civil,village,1,17946,17947
civilian,other,101,12,113
civilians,combatants,1873,2263,4136
civilians,militaries,26,44,70
civilians,militia,81,121,202
civilians,prisoners,1128,588,1716
civilians,professionals,33,60,93
civilians,soldiers,5781,20388,26169
civilians,subjects,1,5,6
civilians,warriors,20,139,159
civilians,thugs,1,15,16
civilisation,wisdom,2,15,17
civilised,settled,10,51,61
civility,kindness,405,741,1146
civilization,democracy,207,259,466
civilization,home,38,55,93
civilization,learning,162,182,344
civilization,liberty,89,324,413
civilization,refinement,419,128,547
civilization,safety,70,70,140
civilization,mankind,46,161,207
civilization,savagery,416,378,794
civilization,trails,0,3,3
civilization,virtue,14,27,41
civilized,educated,240,261,501
civilization,wealth,50,293,343
civilized,interesting,6,15,21
civilized,meek,3,8,11
civilized,smart,7,53,60
cj,db,0,0,0
civilized,social,45,89,134
cj,dh,0,0,0
cj,father,0,0,0
cj,kf,0,0,0
cj,teacher,0,0,0
cj,mother,0,0,0
cj,vf,0,0,0
cladistic,taxonomic,2,6,8
claimed,identified,19,166,185
clairvoyance,mesmerism,7,44,51
clamming,crabbing,69,92,161
clammy,cold,851,5863,6714
clammy,cool,90,574,664
clammy,moist,38,167,205
clamouring,yelling,1,3,4
clamps,screws,228,182,410
clams,mussels,2883,2343,5226
clams,oysters,1582,1902,3484
clan,rank,15,19,34
clandestine,immoderate,0,0,0
clandestine,underhand,44,7,51
clanging,crashing,70,55,125
clanging,vocalizes,0,0,0
clank,pound,1,0,1
clans,septs,76,39,115
clanks,clatters,33,42,75
clap,dance,176,225,401
clapped,clapped,330,330,660
clapped,laughed,618,4172,4790
clapping,dancing,508,570,1078
clapped,roared,79,136,215
clapping,laughing,676,1670,2346
clapping,laughter,164,404,568
clapping,murmurs,5,2,7
clapping,making,51,1,52
clapping,shouting,848,599,1447
clapping,shouts,72,160,232
clapping,silence,0,4,4
clapping,singing,1070,1354,2424
claps,mot,1,0,1
claps,felicitations,2,0,2
clarify,stuff,10,2,12
clarinet,keyboards,33,3,36
clarinet,orchestra,749,17,766
clarinetists,students,0,0,0
clarinets,oboes,73,160,233
clarion,loud,0,13,13
clarity,content,491,926,1417
clarity,repetition,44,17,61
clarity,voice,31,58,89
clarity,definition,920,514,1434
clashed,met,22,263,285
clashes,strikes,18,158,176
class,economic,1317,807,2124
clasping,kissing,48,19,67
clasp,look,16,15,31
class,gender,8474,5410,13884
class,kf,0,0,0
class,race,8458,23541,31999
class,political,1124,705,1829
class,pride,37,115,152
class,snobbery,41,137,178
class,stuff,187,32,219
classes,headmasters,0,4,4
classes,research,428,65,493
class,teacher,457,1778,2235
classes,races,1840,3022,4862
classes,school,533,327,860
classes,teams,59,54,113
classic,elegant,1414,900,2314
classic,formal,57,42,99
classic,contemporary,8032,2284,10316
classic,grave,0,2,2
classic,solemn,1,1,2
classic,historical,85,32,117
classical,experimental,240,55,295
classic,quiet,9,16,25
classical,folk,1602,1128,2730
classical,geological,0,3,3
classical,italian,0,1,1
classical,influential,21,9,30
classical,jazz,4733,5625,10358
classical,mathematical,201,47,248
classical,modern,6917,1647,8564
classical,pop,1183,920,2103
classical,postclassical,79,0,79
classical,old,67,127,194
classical,quantum,61764,23796,85560
classical,related,37,0,37
classical,spanish,3,0,3
classical,rock,649,920,1569
classical,romantic,1072,145,1217
classical,traditional,850,716,1566
classics,literature,128,123,251
classicism,liberalism,2,0,2
classics,philosophy,418,199,617
classics,mathematics,578,171,749
classification,evolution,580,325,905
classification,evolutionary,205,10,215
classification,memory,24,55,79
classification,release,133,5,138
classified,counted,402,1078,1480
classified,unclassified,2834,457,3291
classify,label,219,94,313
classism,racism,451,1888,2339
classrooms,libraries,606,371,977
classify,define,201,1037,1238
classrooms,shops,21,50,71
clatter,clicks,1,11,12
classy,practical,64,35,99
classwork,school,10,4,14
classrooms,theaters,11,34,45
clatter,fun,0,8,8
clatters,rustles,1,0,1
clatters,dinging,0,0,0
clatters,rings,2,7,9
clattering,rattling,58,139,197
claudin,occludin,298,3665,3963
clawed,stamped,2,0,2
clauses,sentences,391,247,638
claw,paw,16,65,81
clavichord,fortepiano,15,11,26
clawing,fighting,129,384,513
claws,fangs,2574,2944,5518
claws,teeth,6484,10155,16639
claws,legs,619,1149,1768
clay,clinkers,0,0,0
clay,cloth,36,66,102
clay,glass,287,211,498
clay,feldspar,40,44,84
clay,humus,161,63,224
clay,dirt,366,620,986
clay,iron,438,1384,1822
clay,limestone,1016,947,1963
clay,mire,18,146,164
clay,logs,5,61,66
clay,lead,73,56,129
clay,pitch,29,9,38
clay,soil,323,544,867
clay,sand,4132,4937,9069
clay,sandy,662,612,1274
clay,rock,512,534,1046
clay,sticks,93,165,258
clay,wax,278,246,524
clean,clear,11482,5350,16832
clays,sands,397,687,1084
clay,water,1453,692,2145
clean,cold,901,815,1716
clean,cool,1909,2452,4361
clean,comfortable,23668,5189,28857
clean,continual,4,0,4
clean,cook,1950,8304,10254
clean,cosy,1035,464,1499
clean,empty,1462,1678,3140
clean,decent,1082,386,1468
clean,dry,20492,5021,25513
clean,easy,8457,1614,10071
clean,erm,0,0,0
clean,gallant,12,1,13
clean,fresh,12920,15006,27926
clean,good,2383,3103,5486
clean,fast,1701,2209,3910
clean,groom,131,74,205
clean,healthful,513,26,539
clean,happy,758,215,973
clean,honest,1226,456,1682
clean,hard,538,570,1108
clean,irrigate,38,57,95
clean,loud,88,172,260
clean,lovely,561,1265,1826
clean,long,249,393,642
clean,kill,57,210,267
clean,neat,10307,18891,29198
clean,new,3070,3511,6581
clean,nice,3984,23529,27513
clean,orderly,4339,589,4928
clean,organized,6029,1556,7585
clean,painted,170,329,499
clean,pretty,1567,550,2117
clean,polish,1797,353,2150
clean,private,434,184,618
clean,polished,1831,1193,3024
clean,pure,5270,4035,9305
clean,ready,4865,209,5074
clean,quiet,5018,2178,7196
clean,quick,933,2985,3918
clean,refreshed,1025,285,1310
clean,renewable,5553,1396,6949
clean,respectable,559,69,628
clean,roomy,372,171,543
clean,seedless,28,0,28
clean,safe,21254,9764,31018
clean,shaved,153,1388,1541
clean,shining,919,186,1105
clean,smart,734,510,1244
clean,simple,17371,10334,27705
clean,shiny,3203,1511,4714
clean,smooth,4049,4140,8189
clean,sober,11532,432,11964
clean,soft,1472,1503,2975
clean,span,1,12,13
clean,sound,293,189,482
clean,sparkling,623,139,762
clean,stiff,89,70,159
clean,spruce,100,56,156
clean,square,186,142,328
clean,straight,1415,1041,2456
clean,sweep,207,659,866
clean,sweet,1917,1876,3793
clean,tidy,24353,2570,26923
clean,swift,152,296,448
clean,tendered,0,0,0
clean,trig,3,7,10
clean,trim,808,386,1194
clean,unclean,3332,264,3596
clean,vigorous,52,28,80
clean,white,3364,3264,6628
clean,whole,520,264,784
clean,wholesome,1297,177,1474
cleaned,cooked,832,2171,3003
cleaned,dressed,1830,222,2052
cleaned,disinfected,5580,235,5815
cleaned,dried,4191,409,4600
cleaned,dripped,0,0,0
cleaned,fixed,269,181,450
cleaned,pressed,1526,85,1611
cleaned,occupied,9,3,12
cleaned,repaired,1680,421,2101
cleaned,restored,1528,150,1678
cleaned,swept,258,578,836
cleaned,tightened,55,7,62
cleaned,washed,1173,2061,3234
cleaner,cooler,212,198,410
cleaner,fresher,465,354,819
cleaner,nicer,439,438,877
cleaner,true,5,0,5
cleaner,safer,2934,1594,4528
cleanest,greenest,250,63,313
cleanest,happiest,2,1,3
cleanest,newest,19,88,107
cleanest,safest,512,276,788
cleaning,cooking,3095,13012,16107
cleaning,cooling,280,593,873
cleaning,decorating,371,86,457
cleaning,picking,138,92,230
cleaning,maintenance,12613,5025,17638
cleaning,refitting,48,2,50
cleaning,repair,3744,726,4470
cleaning,repairing,1584,352,1936
cleaning,stuff,150,58,208
cleaning,treating,491,107,598
cleaning,washing,2086,4011,6097
cleanliness,coolness,19,24,43
cleanliness,discipline,76,64,140
cleanliness,health,658,1001,1659
cleanliness,housekeeping,21,44,65
cleanliness,kindness,22,6,28
cleanliness,order,1897,1546,3443
cleanliness,sanitation,982,574,1556
cleanliness,tidiness,398,179,577
cleanliness,water,62,85,147
cleanliness,uniformity,71,35,106
cleanly,handsomely,6,2,8
cleanly,polite,3,1,4
cleanly,pure,5,16,21
cleanse,purify,1165,346,1511
cleanse,pardon,3,40,43
clear,clear,284,284,568
clear,clever,201,86,287
clear,cloudless,976,118,1094
clear,cold,5119,3964,9083
clear,coherent,3385,402,3787
clear,colorless,1869,265,2134
clear,commanding,275,22,297
clear,compelling,8358,299,8657
clear,composed,112,60,172
clear,concise,47579,3052,50631
clear,consistent,17971,3316,21287
clear,constructive,278,98,376
clear,cool,2506,2789,5295
clear,crisp,4609,10609,15218
clear,cruel,41,23,64
clear,dark,1379,1121,2500
clear,decided,424,21,445
clear,deep,1518,1828,3346
clear,definite,10613,1137,11750
clear,defined,1873,380,2253
clear,deliberate,922,213,1135
clear,delightful,47,13,60
clear,detailed,6221,1384,7605
clear,direct,9172,2708,11880
clear,determined,661,81,742
clear,distinct,21265,1680,22945
clear,faint,47,85,132
clear,fair,1747,2002,3749
clear,fine,1150,1567,2717
clear,final,543,74,617
clear,firm,2779,2002,4781
clear,flavoured,6,0,6
clear,free,8991,52500,61491
clear,frosty,422,100,522
clear,fresh,1657,2412,4069
clear,good,1040,2155,3195
clear,full,2591,10076,12667
clear,hard,830,1204,2034
clear,heavenly,28,0,28
clear,healthy,1028,475,1503
clear,joyous,108,24,132
clear,honest,2898,1636,4534
clear,kind,255,136,391
clear,large,642,1755,2397
clear,lighter,25,17,42
clear,logical,3075,637,3712
clear,limpid,521,128,649
clear,loud,2580,108508,111088
clear,measured,178,89,267
clear,manifest,6238,162,6400
clear,nice,333,3726,4059
clear,moonlight,26,21,47
clear,normal,344,215,559
clear,patient,183,210,393
clear,open,4448,3372,7820
clear,pensive,5,0,5
clear,pellucid,87,12,99
clear,perfect,1091,256,1347
clear,plain,3585,5358,8943
clear,persistent,588,65,653
clear,pleasant,883,131,1014
clear,precise,12490,2107,14597
clear,present,31587,296,31883
clear,quick,580,1347,1927
clear,pure,2791,2885,5676
clear,quiet,627,457,1084
clear,red,550,476,1026
clear,refreshing,345,75,420
clear,regular,577,235,812
clear,resonant,423,72,495
clear,ruddy,51,10,61
clear,safe,1378,746,2124
clear,salubrious,7,0,7
clear,serene,558,299,857
clear,sharp,6957,10202,17159
clear,shrill,267,295,562
clear,silent,262,53,315
clear,simple,21187,17595,38782
clear,slow,197,428,625
clear,sincere,188,65,253
clear,small,170,537,707
clear,smooth,2079,2476,4555
clear,soft,695,1207,1902
clear,sparkling,1035,130,1165
clear,specific,15569,2696,18265
clear,spotless,138,18,156
clear,starry,449,36,485
clear,steadfast,170,47,217
clear,steady,2048,738,2786
clear,still,1634,953,2587
clear,strong,9669,8941,18610
clear,sunny,3306,1440,4746
clear,sunshiny,38,7,45
clear,sweet,1811,1843,3654
clear,tempting,46,3,49
clear,transparent,8690,1345,10035
clear,true,2474,759,3233
clear,unbroken,250,19,269
clear,understood,662,83,745
clear,unfaltering,64,1,65
clear,unhesitating,51,2,53
clear,uninterrupted,223,24,247
clear,unmistakable,14983,71,15054
clear,unobstructed,1618,36,1654
clear,vibrant,683,275,958
clear,warm,2404,1931,4335
clear,wide,679,1091,1770
clear,windless,196,31,227
clear,wonderful,194,86,280
cleared,cut,36,204,240
cleared,lined,25,0,25
cleared,reinstated,54,6,60
cleared,rolled,8,9,17
cleared,thinned,11,44,55
clearer,clearer,7031,7031,14062
clearer,harder,35,48,83
clearer,louder,381,1919,2300
clearer,plainer,28,24,52
clearer,simpler,921,1886,2807
clearer,refreshed,1,4,5
clearer,stronger,1060,1354,2414
clearest,closest,10,32,42
clearest,largest,30,90,120
clearing,reputation,0,1,1
clearheaded,cold,2,4,6
clearings,riverbanks,5,1,6
clearly,correctly,1790,426,2216
clearly,decisively,716,41,757
clearly,distinctly,9056,452,9508
clearly,eagerly,5,5,10
clearly,firmly,1264,815,2079
clearly,fully,2302,2726,5028
clearly,logically,1258,286,1544
clearly,loudly,1275,9084,10359
clearly,nice,4,221,225
clearly,patiently,149,84,233
clearly,quickly,1301,3129,4430
clearly,repeatedly,2284,340,2624
clearly,separately,257,131,388
clearly,simply,3499,3893,7392
clearly,slowly,831,4879,5710
clearly,steadily,168,97,265
clearly,succinctly,3431,737,4168
clearly,touchingly,4,0,4
clearness,light,29,45,74
clearness,obscurity,24,2,26
clearness,steadiness,38,15,53
cleft,whiskered,2,0,2
clench,sneeze,45,0,45
clench,tremble,14,9,23
clergy,laity,7502,1332,8834
clergy,merchants,51,73,124
clergy,nobility,945,1547,2492
cleric,poet,90,209,299
cleric,conservative,50,8,58
clerical,lay,1162,1282,2444
clerics,followers,24,3,27
clerics,humanists,8,1,9
clerks,managers,228,302,530
clerks,policemen,33,30,63
clerks,salesmen,132,35,167
clerks,secretaries,716,471,1187
clever,courageous,185,87,272
clever,creative,1352,911,2263
clever,dangerous,292,95,387
clever,daring,214,159,373
clever,deceitful,102,9,111
clever,educated,160,126,286
clever,elaborate,76,85,161
clever,enduring,6,1,7
clever,expert,23,17,40
clever,firm,10,17,27
clever,funny,2326,1836,4162
clever,gifted,133,37,170
clever,good,700,767,1467
clever,handsome,255,524,779
clever,honest,145,100,245
clever,industrious,301,98,399
clever,knowing,75,38,113
clever,modern,68,46,114
clever,mysterious,52,44,96
clever,positive,21,8,29
clever,pretty,339,449,788
clever,quaint,8,40,48
clever,quick,816,1589,2405
clever,sharp,223,477,700
clever,shrewd,246,455,701
