word1,word2,freq_w1w2,freq_w2w1,freq_total
grinned,pointed,1054,43,1097
grinning,happy,61,50,111
grinning,jeering,18,1,19
grinning,red,20,31,51
grinning,snuffing,2,0,2
grinning,smirking,38,37,75
grinning,ungainly,0,0,0
grins,scowls,17,1,18
grip,momentum,10,5,15
grins,shoulders,3,47,50
grit,iron,19,16,35
gripped,powerless,0,1,1
grit,muck,16,26,42
grit,mud,122,336,458
grit,spirit,143,104,247
grits,sand,18,6,24
grit,perseverance,513,234,747
gritty,raw,369,638,1007
grizzling,moaning,4,0,4
gritty,tough,223,466,689
grizzled,tall,0,35,35
grizzled,sparse,1,13,14
grizzling,mumbling,0,0,0
grma,television,0,0,0
grizzly,wilder,3,0,3
groan,inhale,2,3,5
groan,growl,46,49,95
groan,moan,342,3112,3454
groan,mumble,17,34,51
groan,tremble,67,53,120
groan,sour,0,0,0
groan,squeak,38,101,139
groan,wheeze,25,35,60
groaned,lay,300,51,351
groaned,puffed,11,55,66
groaned,split,58,1,59
groaned,sighed,289,378,667
groaned,swayed,149,117,266
groaned,writhed,258,300,558
groaning,grumbling,84,147,231
groaning,grunting,234,1715,1949
groaned,wept,181,202,383
groaning,moaning,803,5836,6639
groaning,squirming,18,38,56
groaning,swaying,42,66,108
groaning,weeping,217,310,527
groaning,straining,141,147,288
groaning,whining,118,102,220
groaningly,laboriously,0,0,0
groanings,whinings,3,1,4
groans,grunts,364,2546,2910
groans,growls,91,102,193
groans,lamentations,245,32,277
groans,objections,3,0,3
groans,screams,412,566,978
groans,shouts,227,269,496
groans,moans,769,3809,4578
groans,sighs,692,1877,2569
groans,yells,77,89,166
groceries,stuff,259,13,272
groans,tears,451,570,1021
groceries,rent,272,645,917
groceries,things,157,7,164
grocery,organic,5,4,9
grocers,millers,0,9,9
grooming,scratching,138,141,279
groin,mouth,21,31,52
grooming,supplies,6,73,79
groove,tongue,435,12379,12814
grooved,tongued,61,531,592
groove,move,74,446,520
grooves,lands,1035,3250,4285
grooves,scratches,173,218,391
groovy,natural,0,5,5
gross,indecent,77,12,89
groped,stooped,1,74,75
groped,ogled,10,43,53
gross,wiggly,0,2,2
grotesque,provocative,16,4,20
grotesque,hazy,0,0,0
grotesque,primitive,7,5,12
grotesque,laughable,74,16,90
grotesque,satire,9,17,26
grotesque,sinister,67,43,110
grotesque,ugly,132,192,324
grotesque,strange,69,326,395
grouched,slacked,0,0,0
grouchiness,silence,0,0,0
grouchy,old,7,81,88
ground,jungle,15,3,18
grouchy,sour,6,3,9
grouchy,moody,16,10,26
ground,polished,4273,131,4404
ground,sky,1015,1264,2279
ground,wheel,39,134,173
ground,whimpers,6,0,6
grounded,sincere,27,24,51
groundwater,rain,181,219,400
groups,knots,76,188,264
groups,individuals,38191,63178,101369
group,solo,1960,5855,7815
group,individual,15848,38633,54481
groups,movements,2250,825,3075
groups,organizations,12717,4031,16748
groups,people,4333,13363,17696
groups,peoples,314,316,630
groups,organisations,3723,1222,4945
groups,persons,816,2692,3508
groups,students,610,637,1247
groups,sets,298,225,523
groves,orchards,508,230,738
groups,types,898,427,1325
grow,grow,11387,11387,22774
grow,learn,12211,37766,49977
grow,live,1198,6071,7269
grow,increase,1663,405,2068
grow,implant,13,240,253
grow,maintain,2893,4142,7035
grow,prosper,9578,1633,11211
grow,matted,0,0,0
grow,photosynthesize,40,94,134
grow,multiply,3579,714,4293
grow,rise,221,354,575
growing,growing,8907,8907,17814
grow,swim,16,32,48
grow,spread,5740,1174,6914
grow,thrive,12424,4741,17165
growing,healthy,385,2481,2866
growing,large,198,26195,26393
growing,new,450,6125,6575
growing,learning,3704,10627,14331
growing,living,424,1964,2388
growing,popular,232,768,1000
growing,young,151,2875,3026
growing,trafficking,64,10,74
growing,strong,167,6809,6976
growl,hiss,154,202,356
growl,roar,139,118,257
growled,grunted,151,307,458
growled,grumbled,161,180,341
growled,howled,64,59,123
growled,kicked,112,24,136
growled,moved,157,7,164
growling,growling,19,19,38
growled,threatened,40,11,51
growling,grunting,198,412,610
growled,whined,96,95,191
growling,munching,0,1,1
growling,roaring,199,183,382
growling,singing,18,51,69
growling,storming,8,0,8
growling,snarling,1115,976,2091
growls,hisssses,0,0,0
growls,snarls,540,432,972
growls,pants,14,15,29
growls,mutterings,15,6,21
growls,nibbles,0,0,0
growly,low,12,101,113
growly,rough,4,8,12
growly,raspy,2,1,3
grown,improved,496,112,608
grown,married,952,42,994
grown,planted,59,993,1052
grown,washed,94,326,420
grown,ripened,129,19,148
grown,prospering,4,0,4
grown,used,1180,179,1359
grownups,kids,156,673,829
grows,grows,6226,6226,12452
grows,thrives,436,268,704
grows,sprouts,19,446,465
growth,healing,2426,2574,5000
growth,height,597,571,1168
growth,history,207,1016,1223
growth,popularity,1818,623,2441
growth,jobs,7649,8594,16243
growth,photosynthesis,1780,2086,3866
growth,profit,8627,1043,9670
growth,puberty,1865,250,2115
growth,prosperity,14372,1998,16370
growth,renewal,1305,638,1943
growth,repair,7006,1412,8418
growth,reproduction,17891,2205,20096
growth,vitality,1442,684,2126
growth,water,1242,176,1418
growth,synergy,36,34,70
growth,walking,11,1,12
growth,wisdom,226,105,331
grub,such,46,0,46
grubs,worms,396,535,931
grubs,things,15,0,15
grub,water,112,32,144
grudges,love,3,14,17
grudging,rumor,0,2,2
grudgingly,slowly,31,240,271
grudging,selfish,1,6,7
gruel,medicine,0,0,0
grueling,horrifying,1,4,5
gruesome,horrible,140,160,300
gruff,ungracious,12,0,12
gruff,unfamiliar,10,1,11
gruff,loud,47,101,148
grumble,grunt,17,53,70
grumbling,whining,76,48,124
grumbling,there,7,5,12
grumbling,muttering,258,328,586
grumbling,hustling,0,0,0
grumpy,old,35,673,708
grumpy,religious,0,0,0
grunt,squeal,145,35,180
grumpy,tired,314,1308,1622
grunted,squeaked,36,36,72
grunted,squealed,99,66,165
grunted,stared,141,13,154
grunting,puffing,120,145,265
grunting,livid,0,2,2
grunting,heavily,0,32,32
grunting,pushing,127,97,224
grunting,screaming,214,120,334
grunting,rustling,18,29,47
grunting,smacking,40,13,53
grunting,singing,10,8,18
grunting,small,1,0,1
grunting,squealing,321,173,494
gruntings,squeakings,2,3,5
grunting,yelling,162,110,272
grunting,straining,389,107,496
grunts,huffs,49,36,85
grunts,noises,92,67,159
grunts,maledictions,0,0,0
grunts,moans,972,474,1446
grunts,pulls,39,6,45
grunts,screams,351,202,553
grunts,shouts,272,205,477
grunts,sighs,302,139,441
grunts,snickers,2,6,8
grunts,sniffs,25,23,48
grunts,squeals,445,205,650
guaguancos,pieces,0,0,0
guard,herding,12,247,259
guarantees,parcels,0,0,0
guarantees,loans,137,1417,1554
guard,preserve,329,124,453
guard,ward,30,154,184
guarded,low,9,134,143
guard,tackle,2737,1457,4194
guarded,locked,87,953,1040
guarded,protective,39,26,65
guarded,remote,18,21,39
guarded,tended,61,54,115
guarded,suspicious,219,107,326
guarded,watched,229,695,924
guardian,spokesman,4,6,10
guardians,pedagogues,0,0,0
guards,prisoners,1914,2727,4641
guards,guides,178,183,361
guards,pets,9,26,35
guards,torturers,49,9,58
guards,workers,318,214,532
gubernatorial,presidential,364,557,921
guerilla,independent,0,9,9
guerilla,political,7,9,16
guerrilla,underground,6,38,44
guess,try,291,3996,4287
guessing,wondering,174,97,271
guessing,staring,1,2,3
guesses,memories,3,1,4
guest,host,2856,7864,10720
guests,relatives,302,372,674
guests,servants,591,348,939
guests,pupils,3,9,12
guests,staff,4305,3554,7859
guests,visitors,2687,1495,4182
guidance,lodging,0,8,8
guidance,help,4697,14100,18797
guidance,instruction,1705,1951,3656
guidance,inspiration,2613,3119,5732
guidance,protection,2411,1829,4240
guide,historian,92,47,139
guide,interpreter,1471,568,2039
guidance,support,23540,25443,48983
guidance,wisdom,1721,3645,5366
guide,philosopher,125,462,587
guidebooks,lenses,0,2,2
guided,stimulated,32,127,159
guide,teacher,844,1181,2025
guide,servant,52,62,114
guidelines,rules,3194,14374,17568
guidelines,treaties,13,13,26
guile,repair,2,0,2
guides,scouts,237,562,799
guile,treason,61,2,63
guile,wile,21,76,97
guilt,innocence,4165,1332,5497
guileful,wary,5,0,5
guilefull,wily,0,5,5
guiles,wiles,11,83,94
guilt,nausea,24,29,53
guilt,shame,23648,15707,39355
guilt,regret,3320,1258,4578
guilt,remorse,4024,1231,5255
guilt,resentment,631,285,916
guilt,sin,1054,2683,3737
guilt,terror,437,248,685
guilty,shameless,10,0,10
guilty,horrible,80,80,160
guiltily,hurriedly,0,9,9
guilty,uncomfortable,219,124,343
guitar,lyrical,23,10,33
guitar,piano,6194,5396,11590
guitar,keyboard,1960,968,2928
guitar,keyboards,2748,1023,3771
guitar,vocal,2210,1418,3628
guitar,whistling,32,8,40
guitarist,vocalist,6019,6128,12147
guitarist,keyboardist,977,344,1321
guitar,vocals,13149,8048,21197
guitars,senoritas,0,0,0
gullies,ravines,635,465,1100
guitars,synthesizers,290,111,401
guitars,vocals,2458,1382,3840
gullets,lies,0,0,0
gullies,ridges,143,285,428
gulls,puffins,44,26,70
gums,teeth,3739,21572,25311
gum,soot,7,30,37
gumbo,jambalaya,280,152,432
gun,horn,6,24,30
gun,rod,113,545,658
gun,pen,37,32,69
gun,pocket,64,6,70
gunfire,knives,12,114,126
gunner,observer,27,71,98
gunpowder,lead,309,77,386
gunnery,seamanship,57,123,180
gunning,running,6,1804,1810
gunners,pilots,71,436,507
gunpowder,matches,33,19,52
gunpowder,money,26,96,122
guns,implements,14,14,28
guns,horses,860,983,1843
guns,helmets,121,151,272
guns,items,159,26,185
guns,knives,5939,2998,8937
guns,machetes,599,287,886
guns,men,855,2263,3118
guns,masks,250,291,541
guns,menstration,0,0,0
guns,money,2078,1537,3615
guns,muskets,211,86,297
guns,missiles,1285,470,1755
guns,pistols,1545,283,1828
guns,powder,746,126,872
guns,regiments,4,15,19
guns,rockets,1195,270,1465
guns,rattles,0,0,0
guns,rifles,3177,701,3878
guns,rods,86,62,148
guns,shades,0,4,4
guns,sabres,49,20,69
guns,shit,389,3,392
guns,ships,343,608,951
guns,sticks,253,228,481
guns,stuff,907,11,918
guns,watches,27,28,55
guns,supplies,731,154,885
guns,swords,1798,1480,3278
guns,weapons,1429,487,1916
gurgle,laugh,21,31,52
gurgled,sneezed,6,0,6
gurgled,spluttered,30,22,52
gunwale,platform,0,3,3
gurgling,sputtering,22,14,36
gusts,showers,22,17,39
gusty,variable,20,16,36
guts,luck,46,27,73
guts,integrity,176,72,248
gutted,skinned,260,566,826
gutters,trees,9,23,32
guttural,unintelligible,9,1,10
guttural,husky,4,10,14
guttural,low,41,592,633
gutturally,loudly,0,4,4
gynecology,obstetrics,3319,28710,32029
gynaecologists,lawyers,3,1,4
guzzle,hash,5,0,5
gymnastics,orienteering,3,9,12
gypsum,limestone,174,288,462
habit,routine,808,435,1243
habit,scene,8,11,19
habit,instinct,255,291,546
habit,hat,87,66,153
habitable,imposing,0,2,2
habitats,prairies,0,3,3
habitats,wildlife,824,1211,2035
habits,rites,21,32,53
habits,impulses,102,96,198
habits,skills,1182,2098,3280
hacked,harrowed,2,0,2
hack,slash,8418,163,8581
habituation,motivation,3,6,9
habits,structure,284,1158,1442
hackers,researchers,198,304,502
hackers,thieves,602,437,1039
hacking,programming,119,157,276
hacking,stealing,265,13,278
had,went,560,8046,8606
haddock,plaice,98,33,131
hadith,tafsir,52,28,80
hagfish,lampreys,255,562,817
haggard,pale,378,2336,2714
haggard,old,228,730,958
haggard,sad,41,46,87
haggard,strange,16,12,28
haggard,thin,170,741,911
haggard,troubled,9,21,30
haggard,unrefreshed,5,2,7
haggard,worn,886,746,1632
haggis,turnip,3,1,4
hagler,hearns,0,1,1
hail,hearty,96,8,104
haiku,renku,5,8,13
hail,rain,1295,4341,5636
hair,hairstyles,114,258,372
hail,snow,1403,1697,3100
hail,tornadoes,385,221,606
hailstorm,thunder,13,34,47
hair,makeup,31233,6505,37738
hair,muscle,303,246,549
hair,nails,12507,3119,15626
hair,skin,24522,40118,64640
hair,mustache,2215,412,2627
hair,straw,84,39,123
hair,whiskers,1778,253,2031
hair,uniforms,31,51,82
hair,uniform,156,99,255
hair,sweat,614,355,969
hair,wigs,164,1042,1206
hairy,hot,17,111,128
hairless,thin,22,121,143
hairdressers,women,15,1,16
haircolor,height,0,0,0
hairy,huge,33,317,350
hairy,smelly,105,51,156
hale,hearty,7550,149,7699
hairy,rough,68,334,402
hairy,ugly,96,102,198
hale,ruddy,33,12,45
half,half,23909,23909,47818
hale,wise,1,2,3
hale,rugged,8,6,14
half,hour,2714,10044,12758
half,inch,208,560,768
half,quarter,1437,2154,3591
halfpennies,pennies,43,158,201
halibut,herring,24,36,60
hall,piazza,3,5,8
hall,priory,0,0,0
hall,saw,1964,0,1964
halloing,whistling,0,0,0
halloaed,shouted,1,10,11
hall,stairs,427,533,960
hallowed,precious,3,12,15
hallucinations,paranoia,661,762,1423
halls,stuff,96,0,96
hallucinations,smells,0,0,0
hallucinations,paralysis,16,96,112
halt,stagger,15,6,21
halted,pondered,4,0,4
halted,nodded,26,6,32
halt,surrender,56,2,58
halted,listened,273,0,273
halted,saluted,65,0,65
halted,stared,567,2,569
ham,jelly,14,6,20
halting,plaintive,0,3,3
haltingly,slowly,13,403,416
ham,mushroom,189,65,254
ham,pineapple,976,330,1306
ham,pork,404,585,989
ham,stuff,88,15,103
ham,sausages,462,295,757
ham,swiss,314,5,319
hamlets,villages,1609,6450,8059
ham,water,80,117,197
ham,vegetable,91,25,116
hamburgers,television,0,28,28
hammer,hammers,1,54,55
hammer,nails,3495,236,3731
hammer,saw,1078,464,1542
hammer,hatchet,46,75,121
hammer,screwdriver,711,392,1103
hammer,sickle,10452,522,10974
hammer,smash,439,9,448
hammer,tongs,4008,87,4095
hammer,whistle,3,9,12
hammered,sawed,190,147,337
hammering,hammering,166,166,332
hammers,hatchets,89,103,192
hammering,tinkering,20,9,29
hammering,pounding,169,106,275
hammering,rapping,6,7,13
hammers,iron,92,27,119
hammers,stuff,34,1,35
hammers,sits,0,0,0
hammers,wrenches,165,127,292
hammers,knives,220,328,548
hammerstein,rodgers,0,10,10
hammocks,swings,113,90,203
hampered,impracticable,0,0,0
hand,hand,4391,4391,8782
hand,handkerchief,40,52,92
hand,head,3685,4163,7848
hand,knee,1548,1001,2549
hand,heart,3225,4970,8195
hand,mind,984,1118,2102
hand,speech,75,711,786
hand,towel,35,147,182
hand,vocalises,0,0,0
hand,voice,768,1275,2043
handbags,jewelry,374,342,716
hand,wand,101,32,133
handbags,purses,515,897,1412
handbags,shoes,1041,2078,3119
handball,quoits,0,2,2
handcuffed,helpless,55,16,71
handclasps,looks,0,4,4
handcuffs,revolvers,4,9,13
handcuffs,rope,59,66,125
handcuffs,shackles,1156,532,1688
handheld,pc,0,0,0
handguns,rifles,1854,2884,4738
handicraft,metallurgy,0,12,12
handier,smaller,2,52,54
handkerchiefs,hands,10,134,144
handkerchiefs,hats,128,671,799
handkerchiefs,stockings,68,75,143
handle,look,136,110,246
handlebar,seat,239,282,521
handled,tipped,3,0,3
handled,lifted,34,118,152
handled,used,750,352,1102
handling,sales,64,43,107
hands,hats,86,58,144
hands,heels,456,126,582
hands,head,4168,9282,13450
hands,heads,1396,2720,4116
hands,knees,134651,2562,137213
hands,legs,14780,4340,19120
handshakes,photo,42,0,42
hands,muscles,183,69,252
handshakes,passwords,102,53,155
handsome,high,144,242,386
handsome,kind,600,412,1012
handsome,large,81,2815,2896
handsome,merry,18,11,29
handsome,kindly,30,7,37
handsome,muscular,341,259,600
handsome,new,20,441,461
handsome,powerful,421,144,565
handsome,plump,16,44,60
handsome,pale,39,164,203
handsome,proud,194,388,582
handsome,quiet,66,37,103
handsome,rare,21,74,95
handsome,skillful,15,6,21
handsome,rich,931,1602,2533
handsome,skinny,9,24,33
handsome,smart,808,814,1622
handsome,soldierly,24,9,33
handsome,spirited,98,20,118
handsome,stately,198,133,331
handsome,stinky,0,0,0
handsome,strapping,50,43,93
handsome,sure,30,5,35
handsome,talented,771,339,1110
handsome,strong,1168,2284,3452
handsome,tall,763,7803,8566
handsome,taller,23,14,37
handsome,tough,37,72,109
handsome,wholesome,31,14,45
handsome,wealthy,553,267,820
handsome,wide,22,464,486
handsome,young,541,8423,8964
handsomest,largest,46,265,311
handsome,younger,55,57,112
handsomeness,height,2,15,17
handsprings,somersaults,23,26,49
handwritten,illustrated,129,12,141
handy,new,1,70,71
handy,quick,183,580,763
handwritten,typed,586,459,1045
handy,short,10,195,205
handy,strong,15,71,86
handy,there,76,27,103
hanged,judged,0,34,34
hanged,interrogated,0,5,5
hanged,quartered,807,11,818
hanged,taken,1,326,327
hanging,torture,20,69,89
hanok,western,1,0,1
hanged,tried,4,1848,1852
happenings,places,17,132,149
happier,healthier,8996,9433,18429
happier,higher,34,113,147
happier,other,6,133,139
happier,safer,417,806,1223
happier,satisfied,110,96,206
happier,shorter,4,7,11
happier,younger,48,456,504
happiest,merriest,31,24,55
happiest,luckiest,103,97,200
happiest,proudest,169,230,399
happiest,strangest,3,3,6
happiest,wild,7,0,7
happily,long,42,832,874
happiest,youngest,0,6,6
happily,safely,345,620,965
happily,together,6,95,101
happily,well,202,744,946
happiness,health,3212,29798,33010
happiness,harmony,1029,1124,2153
happiness,help,183,200,383
happiness,helpfulness,22,12,34
happiness,joy,10522,22661,33183
happiness,hope,1715,3275,4990
happiness,life,2820,7218,10038
happiness,love,5338,15828,21166
happiness,luck,248,1362,1610
happiness,miseries,19,10,29
happiness,peace,6773,20820,27593
happiness,pleasure,2057,3409,5466
happiness,plenty,187,140,327
happiness,pride,1099,1866,2965
happiness,relief,1239,1765,3004
happiness,reason,40,76,116
happiness,prosperity,5647,4395,10042
happiness,reunion,8,21,29
happiness,sad,3974,6,3980
happiness,satisfaction,4291,3428,7719
happiness,success,7736,9191,16927
happiness,security,1559,1771,3330
happiness,sadness,3950,1135,5085
happiness,sunshine,225,819,1044
happiness,weal,4,43,47
happiness,youth,101,463,564
happiness,troubles,13,11,24
happy,harmonious,669,329,998
happy,healthy,33802,27579,61381
happy,hopeful,1535,561,2096
happy,holy,314,424,738
happy,heartwhole,0,0,0
happy,hungry,240,248,488
happy,hurt,18,65,83
happy,innocent,508,597,1105
happy,important,175,186,361
happy,idyllic,34,21,55
happy,infectious,17,9,26
happy,intelligent,105,136,241
happy,jolly,341,229,570
happy,joyful,2277,946,3223
happy,joyous,920,530,1450
happy,interested,420,254,674
happy,kind,450,521,971
happy,laughing,941,770,1711
happy,mad,95,84,179
happy,long,638,13159,13797
happy,many,132,88,220
happy,merry,341,440,781
happy,natural,139,226,365
happy,obedient,96,49,145
happy,only,210,5,215
happy,nice,351,964,1315
happy,panting,13,41,54
happy,peaceable,49,61,110
happy,playful,814,347,1161
happy,pleased,1685,1891,3576
happy,peaceful,3738,3978,7716
happy,plump,27,216,243
happy,polite,88,187,275
happy,proper,15,15,30
happy,pretty,278,340,618
happy,poor,54,315,369
happy,prospering,43,17,60
happy,prosperous,5395,2406,7801
happy,proud,12506,11474,23980
happy,quiet,468,1122,1590
happy,relaxed,4907,6534,11441
happy,respected,145,87,232
happy,rosy,59,99,158
happy,rich,747,2464,3211
happy,safe,7000,15371,22371
happy,sad,10038,3041,13079
happy,satisfied,9775,3387,13162
happy,sensible,17,27,44
happy,sleek,1,51,52
happy,secure,2385,1901,4286
happy,serene,499,633,1132
happy,smiley,339,255,594
happy,sociable,145,74,219
happy,snug,36,181,217
happy,spirited,48,58,106
happy,smiling,2755,3212,5967
happy,strong,1038,1870,2908
happy,successful,7048,3444,10492
happy,sweet,456,1193,1649
happy,talkative,189,73,262
happy,thankful,2584,763,3347
happy,there,914,424,1338
happy,tired,418,1090,1508
happy,titled,2,2,4
happy,triumphant,273,109,382
happy,understand,80,13,93
happy,undisturbed,35,37,72
happy,uneventful,83,16,99
happy,unworried,14,3,17
happy,warm,813,3788,4601
happy,useful,628,542,1170
happy,wealthy,240,334,574
happy,young,258,2009,2267
haranguing,shouting,2,16,18
happy,wearied,0,0,0
happy,well,6476,7050,13526
harassed,pale,7,84,91
harassed,stalked,420,1025,1445
harassed,troubled,41,25,66
harassment,threats,3702,4379,8081
harassment,pursuit,26,79,105
harbours,mines,3,7,10
hard,heartless,128,28,156
hard,healthy,65,320,385
hard,healthful,3,7,10
hard,harsh,726,615,1341
hard,heavy,5673,3340,9013
hard,incessant,64,8,72
hard,important,466,822,1288
hard,high,966,1897,2863
hard,honestly,519,60,579
hard,inflexible,634,158,792
hard,level,239,312,551
hard,long,9165,117239,126404
hard,insoluble,53,29,82
hard,insensible,54,19,73
hard,loud,1462,1535,2997
hard,miserly,10,20,30
hard,low,1168,2502,3670
hard,mean,698,333,1031
hard,miserable,200,76,276
hard,nervous,39,37,76
hard,pathetic,4,5,9
hard,painful,3236,1042,4278
hard,nice,52,3781,3833
hard,nutty,10,6,16
hard,patiently,96,18,114
hard,persevering,53,13,66
hard,polished,211,139,350
hard,proud,336,394,730
hard,pitiless,271,53,324
hard,psychedelic,6,56,62
hard,repellent,24,1,25
hard,quick,1223,2099,3322
hard,publicly,44,16,60
hard,pure,140,136,276
hard,rough,2456,2090,4546
hard,round,665,808,1473
hard,selfish,300,149,449
hard,scolding,4,6,10
hard,set,1018,1470,2488
hard,severe,331,231,562
hard,sharp,3485,1836,5321
hard,slow,1221,2089,3310
hard,shriveled,33,78,111
hard,small,364,4428,4792
hard,smart,1646,2170,3816
hard,smooth,2378,2189,4567
hard,snappy,21,10,31
hard,solid,1622,853,2475
hard,soft,56744,43238,99982
hard,splendid,14,12,26
hard,steadily,279,67,346
hard,stiff,1731,2093,3824
hard,stern,672,478,1150
hard,square,272,193,465
hard,stout,20,163,183
hard,stupid,97,123,220
hard,strong,3829,3766,7595
hard,straight,1073,830,1903
hard,strange,262,899,1161
hard,sullen,82,49,131
hard,swift,359,572,931
hard,sweet,221,350,571
hard,swiftly,77,64,141
hard,tense,298,312,610
hard,thick,1512,3388,4900
hard,tight,1702,1791,3493
hard,tirelessly,161,6,167
hard,thorough,89,74,163
hard,tiresome,132,43,175
hard,tough,3474,3249,6723
hard,uncomfortable,1747,246,1993
hard,troublous,19,0,19
hard,troubled,66,17,83
hard,trying,2043,32,2075
hard,uneven,299,124,423
hard,unkind,331,7,338
hard,unpleasant,570,126,696
hard,unjust,278,31,309
hard,unsympathetic,191,14,205
hard,unsympathising,16,0,16
hard,well,2301,510,2811
hard,white,801,868,1669
hard,unyielding,2092,55,2147
hard,vicious,195,76,271
hard,wiry,204,89,293
hard,wise,37,135,172
hardboard,wood,2,20,22
hardbake,toffy,0,0,0
hard,wrinkled,139,85,224
hardcore,metal,780,1599,2379
hardened,stabilised,2,0,2
hardened,trained,42,169,211
harder,harder,93988,93988,187976
harder,larger,187,903,1090
harder,longer,6205,6684,12889
harder,more,18261,821,19082
harder,oftener,19,11,30
harder,sharper,259,232,491
harder,rougher,158,96,254
harder,shinier,10,12,22
harder,whiter,55,39,94
harder,thicker,345,863,1208
harder,stronger,1458,1180,2638
harder,softer,556,434,990
hardest,heaviest,101,103,204
hardest,longest,374,855,1229
hardly,money,0,110,110
hardihood,strength,22,144,166
hardest,last,18,296,314
hardness,strength,2426,4830,7256
hardship,privations,49,210,259
hardship,pain,1096,2006,3102
hardship,poverty,894,2404,3298
hardship,peril,246,167,413
hardship,resentment,42,18,60
hardships,heroism,23,9,32
hardship,trouble,106,176,282
hardshoe,softshoe,0,0,0
hardships,wounds,14,35,49
hardtack,water,54,29,83
hardware,implements,22,18,40
hardware,software,229837,76222,306059
hardworking,jealous,0,1,1
hardworking,industrious,111,142,253
hardworking,skilled,58,101,159
hardy,robust,213,228,441
hardy,rosy,0,5,5
hardy,laurel,0,83,83
hardy,strong,235,802,1037
hardy,tough,198,383,581
hardy,young,6,110,116
hares,mongoose,6,2,8
hare,hounds,456,5,461
hardy,vigorous,279,163,442
hares,ptarmigans,8,2,10
hares,rabbits,1872,2451,4323
harlots,jesters,3,0,3
harkening,obedience,0,0,0
harm,hate,42,221,263
harm,money,10,106,116
harmful,strange,2,28,30
harm,ye,0,0,0
harmful,undesired,24,53,77
harmful,helpful,280,1025,1305
harmful,unwanted,153,321,474
harmless,merciful,4,10,14
harmless,old,15,136,151
harmless,innocent,537,1012,1549
harmless,natural,132,488,620
harmless,pleasant,81,181,262
harmless,simple,84,637,721
harmless,stupid,23,48,71
harmless,still,36,35,71
harmless,small,40,817,857
harmless,sweet,73,327,400
harmonic,melodic,1489,2386,3875
harmonium,piano,63,169,232
harmonic,rhythmic,1123,900,2023
harmonium,organ,20,71,91
harmony,invention,22,0,22
harmony,patience,15,24,39
harmony,organization,24,39,63
harmony,organisation,11,2,13
harmony,movement,36,74,110
harmony,peace,5487,33030,38517
harmony,simplicity,182,316,498
harmony,union,388,543,931
harmony,violin,17,20,37
harmony,theory,153,390,543
harness,mane,0,6,6
harps,songs,23,49,72
harnessed,saddled,61,77,138
harold,sum,0,0,0
harness,straps,49,266,315
harps,violins,138,98,236
harpsichord,violin,140,412,552
harrowing,ploughing,9,167,176
harrowing,lugubrious,0,2,2
harrow,plow,35,209,244
harsh,high,168,195,363
harsh,hot,142,251,393
harsh,rigid,306,131,437
harsh,loud,662,1128,1790
harsh,rough,442,491,933
harsh,rugged,225,111,336
harsh,shortsighted,10,1,11
harsh,surly,21,0,21
harsh,strange,173,189,362
harsh,strict,203,398,601
harsh,terrifying,101,9,110
harsh,unforgiving,3007,101,3108
harsh,unjust,1313,175,1488
harsh,unfriendly,187,18,205
harsh,unfair,1236,172,1408
harsh,unpleasing,51,2,53
harsh,unsympathetic,171,13,184
harsher,new,0,211,211
harshly,quickly,78,385,463
harshly,unjustly,124,22,146
harshly,unkindly,27,3,30
harshness,severity,273,124,397
harshness,strangeness,13,2,15
harshness,kindness,16,16,32
harshness,unkindness,12,4,16
harvesting,planting,312,6985,7297
hash,sausages,6,54,60
hash,scag,20,0,20
hashish,music,2,5,7
harvesting,sale,466,20,486
hasidic,mystical,1,0,1
haste,perspiration,2,0,2
hassle,headache,211,184,395
haste,noise,43,506,549
haste,hurry,283,57,340
haste,restrained,0,0,0
hastily,quickly,18,100,118
hasty,hearty,0,9,9
hasty,hot,42,295,337
hastily,skillfully,3,0,3
hasty,indifferent,38,0,38
hasty,quick,34,126,160
hasty,irregular,42,23,65
hasty,tumultuous,18,0,18
hasty,irascible,9,2,11
hasty,uncontrolled,4,0,4
hat,hit,102,0,102
hasty,unjust,101,16,117
hat,jacket,2593,2163,4756
hasty,unusual,3,2,5
hat,marbles,0,0,0
hat,rattle,10,0,10
hat,mustache,169,65,234
hat,necklace,52,20,72
hatchet,knife,208,313,521
hatchet,pike,10,7,17
hatchets,knives,333,644,977
hate,hate,811,811,1622
hate,intolerance,2969,1224,4193
hate,love,2721,26125,28846
hate,pain,574,467,1041
hate,punish,68,5,73
hate,poison,58,42,100
hate,rage,1552,2267,3819
hate,prejudice,1453,1139,2592
hate,rancor,93,59,152
hate,suspicion,291,329,620
hated,loved,994,5384,6378
hated,persecuted,732,101,833
hate,vengeance,597,163,760
hated,powerless,6,5,11
hateful,rude,62,220,282
hateful,mean,323,755,1078
hated,unsuspecting,0,0,0
hated,shunned,148,211,359
hateful,vulgar,61,73,134
hatred,homophobia,161,152,313
hateful,wicked,48,98,146
hatred,jealousy,1550,1772,3322
hatred,killing,288,85,373
hatred,love,828,3746,4574
hatred,malice,1015,779,1794
hatred,prejudice,1802,1752,3554
hatred,persecution,798,218,1016
hatred,rage,1698,3306,5004
hatred,scorn,956,849,1805
hatred,vengeance,1159,386,1545
hats,pie,2,12,14
hats,robes,206,258,464
hatred,violence,11643,5893,17536
hats,shoes,1226,929,2155
hats,suits,277,1228,1505
hats,wigs,288,229,517
haughty,icy,8,3,11
