step,pct_training,condition,layer,mode,n,estimate,se,t,p,ci_lo,ci_hi
24,0.6,attn_zeroed,0,mean_pooled,48950,0.0070577606954113185,0.005539346813286743,1.2741142472759586,0.2026289791312459,-0.00379942802820191,0.017914949419024547
24,0.6,attn_zeroed,0,words_only,48950,0.10162918260298068,0.015493864358882873,6.5593179499286824,5.459136195175618e-11,0.07126101554780334,0.13199734965815801
24,0.6,attn_zeroed,1,mean_pooled,48950,0.004269103767742073,0.007710162217355734,0.5536983071681985,0.5797878631828739,-0.01084291017634137,0.019381117711825515
24,0.6,attn_zeroed,1,words_only,48950,0.09027365633429235,0.014093862774830697,6.405174917376529,1.5155594174968495e-10,0.06264950981506572,0.11789780285351899
24,0.6,attn_zeroed,2,mean_pooled,48950,0.003594005317071253,0.007779830004894901,0.4619645049840398,0.6441088279518397,-0.01165455835801207,0.018842568992154574
24,0.6,attn_zeroed,2,words_only,48950,0.07931416181927124,0.014090204269732464,5.6290285293910225,1.8221693084137398e-8,0.05169718601558864,0.10693113762295384
24,0.6,attn_zeroed,3,mean_pooled,48950,0.015061448676074443,0.007901930499164623,1.9060467157572079,0.05664999615034262,-4.264334880323597e-4,0.030549330840181244
24,0.6,attn_zeroed,3,words_only,48950,0.09520932462995065,0.014216267128678935,6.697209877118994,2.147264874624705e-11,0.06734526405314332,0.12307338520675797
24,0.6,attn_zeroed,4,mean_pooled,48950,0.008365994009722606,0.007851893847209596,1.0654746705084037,0.2866664375200887,-0.007023815693553547,0.02375580371299876
24,0.6,attn_zeroed,4,words_only,48950,0.07861359133129509,0.014148578993374591,5.556288823641425,2.770011085117092e-8,0.050882200342459036,0.10634498232013113
24,0.6,attn_zeroed,5,mean_pooled,48950,0.00796179635565508,0.007882473634749676,1.0100631761780607,0.3124700160539182,-0.007487950111943944,0.023411542823254104
24,0.6,attn_zeroed,5,words_only,48950,0.08207645358139556,0.014536729302975379,5.646143081483683,1.6499387427081885e-8,0.053584283152941045,0.11056862400985008
24,0.6,attn_zeroed,6,mean_pooled,48950,0.015030756547449255,0.007918504646433452,1.8981811868001126,0.057678094910727146,-4.896111516666593e-4,0.03055112424656517
