condition,layer,mode,split,k,mean_r2,sd_r2
default,12,mean_pooled,pair_novel,1,0.063483,0.003287
default,12,mean_pooled,pair_novel,2,0.101127,0.002379
default,12,mean_pooled,pair_novel,3,0.128187,0.003116
default,12,mean_pooled,pair_novel,4,0.152559,0.003279
default,12,mean_pooled,pair_novel,5,0.165914,0.003355
default,12,mean_pooled,pair_novel,6,0.173101,0.003055
default,12,mean_pooled,pair_novel,7,0.178997,0.00353
default,12,mean_pooled,pair_novel,8,0.18259,0.00408
default,12,mean_pooled,pair_novel,9,0.186136,0.004318
default,12,mean_pooled,pair_novel,10,0.188464,0.004387
default,12,mean_pooled,pair_novel,11,0.1903,0.004634
default,12,mean_pooled,pair_novel,12,0.191883,0.004506
default,12,mean_pooled,pair_novel,13,0.193064,0.004112
default,12,mean_pooled,pair_novel,14,0.194459,0.004158
default,12,mean_pooled,pair_novel,15,0.195192,0.004032
default,12,mean_pooled,word_novel,1,0.057934,0.01595
default,12,mean_pooled,word_novel,2,0.08951,0.017526
default,12,mean_pooled,word_novel,3,0.107293,0.020856
default,12,mean_pooled,word_novel,4,0.119357,0.018541
default,12,mean_pooled,word_novel,5,0.129917,0.019074
default,12,mean_pooled,word_novel,6,0.132032,0.020198
default,12,mean_pooled,word_novel,7,0.137454,0.021742
default,12,mean_pooled,word_novel,8,0.139798,0.023411
default,12,mean_pooled,word_novel,9,0.141172,0.025173
default,12,mean_pooled,word_novel,10,0.142534,0.024561
default,12,mean_pooled,word_novel,11,0.143066,0.024448
default,12,mean_pooled,word_novel,12,0.144099,0.024485
default,12,mean_pooled,word_novel,13,0.143935,0.024278
default,12,mean_pooled,word_novel,14,0.144509,0.023448
default,12,mean_pooled,word_novel,15,0.144853,0.023281
default,12,words_only,pair_novel,1,0.046957,0.00116
default,12,words_only,pair_novel,2,0.089475,0.001976
default,12,words_only,pair_novel,3,0.112665,0.002076
default,12,words_only,pair_novel,4,0.12765,0.003131
default,12,words_only,pair_novel,5,0.137436,0.003788
default,12,words_only,pair_novel,6,0.143171,0.003748
default,12,words_only,pair_novel,7,0.14711,0.003636
default,12,words_only,pair_novel,8,0.150264,0.003451
default,12,words_only,pair_novel,9,0.152427,0.003625
default,12,words_only,pair_novel,10,0.153845,0.003818
default,12,words_only,pair_novel,11,0.154687,0.003707
default,12,words_only,pair_novel,12,0.155368,0.003563
default,12,words_only,pair_novel,13,0.155781,0.00362
default,12,words_only,pair_novel,14,0.156048,0.003522
default,12,words_only,pair_novel,15,0.156258,0.003514
default,12,words_only,word_novel,1,0.044698,0.008594
default,12,words_only,word_novel,2,0.076586,0.012884
default,12,words_only,word_novel,3,0.089237,0.0126
default,12,words_only,word_novel,4,0.099236,0.013283
default,12,words_only,word_novel,5,0.105424,0.012593
default,12,words_only,word_novel,6,0.109274,0.01225
default,12,words_only,word_novel,7,0.112288,0.01211
default,12,words_only,word_novel,8,0.114096,0.013139
default,12,words_only,word_novel,9,0.11555,0.013245
default,12,words_only,word_novel,10,0.115748,0.014324
default,12,words_only,word_novel,11,0.116614,0.014782
default,12,words_only,word_novel,12,0.11716,0.01432
default,12,words_only,word_novel,13,0.117324,0.014373
default,12,words_only,word_novel,14,0.117496,0.01431
default,12,words_only,word_novel,15,0.117537,0.014279
attn_zeroed,12,mean_pooled,pair_novel,1,0.05042,0.001733
attn_zeroed,12,mean_pooled,pair_novel,2,0.086548,0.002327
attn_zeroed,12,mean_pooled,pair_novel,3,0.110981,0.002044
attn_zeroed,12,mean_pooled,pair_novel,4,0.134012,0.003136
attn_zeroed,12,mean_pooled,pair_novel,5,0.14368,0.003148
attn_zeroed,12,mean_pooled,pair_novel,6,0.152273,0.003235
attn_zeroed,12,mean_pooled,pair_novel,7,0.158392,0.003597
attn_zeroed,12,mean_pooled,pair_novel,8,0.162071,0.003731
attn_zeroed,12,mean_pooled,pair_novel,9,0.16454,0.003687
attn_zeroed,12,mean_pooled,pair_novel,10,0.166165,0.003489
attn_zeroed,12,mean_pooled,pair_novel,11,0.16727,0.003375
attn_zeroed,12,mean_pooled,pair_novel,12,0.167977,0.003247
attn_zeroed,12,mean_pooled,pair_novel,13,0.168469,0.003402
attn_zeroed,12,mean_pooled,pair_novel,14,0.168859,0.003445
attn_zeroed,12,mean_pooled,pair_novel,15,0.169074,0.003452
attn_zeroed,12,mean_pooled,word_novel,1,0.037028,0.020138
attn_zeroed,12,mean_pooled,word_novel,2,0.060491,0.02163
attn_zeroed,12,mean_pooled,word_novel,3,0.075186,0.021454
attn_zeroed,12,mean_pooled,word_novel,4,0.088525,0.02661
attn_zeroed,12,mean_pooled,word_novel,5,0.095759,0.027707
attn_zeroed,12,mean_pooled,word_novel,6,0.099844,0.025565
attn_zeroed,12,mean_pooled,word_novel,7,0.1023,0.026949
attn_zeroed,12,mean_pooled,word_novel,8,0.10214,0.023797
attn_zeroed,12,mean_pooled,word_novel,9,0.103108,0.02382
attn_zeroed,12,mean_pooled,word_novel,10,0.102879,0.025282
attn_zeroed,12,mean_pooled,word_novel,11,0.102692,0.025123
attn_zeroed,12,mean_pooled,word_novel,12,0.102411,0.025694
attn_zeroed,12,mean_pooled,word_novel,13,0.102509,0.025782
attn_zeroed,12,mean_pooled,word_novel,14,0.102243,0.025552
attn_zeroed,12,mean_pooled,word_novel,15,0.102413,0.025246
attn_zeroed,12,words_only,pair_novel,1,0.04908,0.001556
attn_zeroed,12,words_only,pair_novel,2,0.087348,0.001985
attn_zeroed,12,words_only,pair_novel,3,0.115607,0.002497
attn_zeroed,12,words_only,pair_novel,4,0.131387,0.003152
attn_zeroed,12,words_only,pair_novel,5,0.14174,0.003783
attn_zeroed,12,words_only,pair_novel,6,0.147457,0.003526
attn_zeroed,12,words_only,pair_novel,7,0.151438,0.003563
attn_zeroed,12,words_only,pair_novel,8,0.154864,0.003473
attn_zeroed,12,words_only,pair_novel,9,0.157119,0.003453
attn_zeroed,12,words_only,pair_novel,10,0.158606,0.003455
attn_zeroed,12,words_only,pair_novel,11,0.159563,0.003271
attn_zeroed,12,words_only,pair_novel,12,0.160207,0.003291
attn_zeroed,12,words_only,pair_novel,13,0.160655,0.003308
attn_zeroed,12,words_only,pair_novel,14,0.160996,0.003385
attn_zeroed,12,words_only,pair_novel,15,0.161197,0.003379
attn_zeroed,12,words_only,word_novel,1,0.046653,0.009747
attn_zeroed,12,words_only,word_novel,2,0.07589,0.01142
attn_zeroed,12,words_only,word_novel,3,0.092277,0.011415
attn_zeroed,12,words_only,word_novel,4,0.102615,0.011629
attn_zeroed,12,words_only,word_novel,5,0.109993,0.011065
attn_zeroed,12,words_only,word_novel,6,0.114099,0.010613
attn_zeroed,12,words_only,word_novel,7,0.117182,0.012021
attn_zeroed,12,words_only,word_novel,8,0.118768,0.013508
attn_zeroed,12,words_only,word_novel,9,0.119535,0.013568
attn_zeroed,12,words_only,word_novel,10,0.11942,0.013703
attn_zeroed,12,words_only,word_novel,11,0.120053,0.013728
attn_zeroed,12,words_only,word_novel,12,0.120443,0.013609
attn_zeroed,12,words_only,word_novel,13,0.120698,0.013502
attn_zeroed,12,words_only,word_novel,14,0.121114,0.013559
attn_zeroed,12,words_only,word_novel,15,0.12109,0.013556
