fold,n_train,n_test,train_r,train_r2,test_r,test_r2,test_rho,test_acc,stopped_epoch
0,40166,493,0.145395,0.02114,-0.066326,0.004399,-0.048922,0.488844,25
1,40129,499,0.075403,0.005686,0.077925,0.006072,0.075114,0.517034,22
2,39267,606,0.09621,0.009256,0.013922,0.000194,-0.011222,0.448845,23
3,39663,515,0.147899,0.021874,0.014755,0.000218,0.024907,0.48932,27
4,39495,529,0.034857,0.001215,0.04678,0.002188,0.066522,0.519849,21
5,39622,526,0.042545,0.00181,0.003965,1.6e-05,-0.000462,0.5,21
6,38849,632,0.094836,0.008994,0.056052,0.003142,0.089423,0.531646,24
7,39802,470,0.058982,0.003479,0.044321,0.001964,0.065677,0.544681,22
8,39986,528,0.074502,0.005551,-0.047185,0.002226,-0.079032,0.477273,24
9,39933,514,0.060819,0.003699,-0.001089,1e-06,-0.029085,0.496109,22
