fold,n_train,n_test,train_r,train_r2,test_r,test_r2,test_rho,test_acc,stopped_epoch
0,306037,34005,0.620538,0.385067,0.548965,0.301363,0.473207,0.65311,156
1,306037,34005,0.607729,0.369335,0.544321,0.296285,0.468207,0.649375,101
2,306038,34004,0.615731,0.379125,0.53988,0.291471,0.458284,0.645395,135
3,306038,34004,0.60962,0.371637,0.539913,0.291506,0.455818,0.640601,105
4,306038,34004,0.597697,0.357242,0.530099,0.281005,0.45899,0.646836,87
5,306038,34004,0.606241,0.367528,0.535911,0.2872,0.463613,0.648159,95
6,306038,34004,0.620153,0.38459,0.545016,0.297042,0.466166,0.649306,151
7,306038,34004,0.596736,0.356094,0.527418,0.27817,0.451425,0.644424,74
8,306038,34004,0.602756,0.363315,0.535258,0.286501,0.465705,0.649335,98
9,306038,34004,0.616548,0.380131,0.535347,0.286597,0.4578,0.644836,133
