fold,n_train,n_test,r,r2,acc
1,279306,3086,-0.002195,5e-06,0.497408
2,271560,3838,0.023336,0.000545,0.513028
3,273072,3787,0.030216,0.000913,0.503037
4,277277,3203,-0.001302,2e-06,0.500156
5,273362,3746,-0.019686,0.000388,0.500534
6,275538,3408,0.013361,0.000179,0.504988
7,272895,3839,-0.011888,0.000141,0.502735
8,278245,3162,0.013837,0.000191,0.497786
9,276139,3294,0.017845,0.000318,0.516697
10,277479,3174,-0.032187,0.001036,0.489918
