fold,n_train,n_test,train_r,train_r2,test_r,test_r2,test_rho,test_acc,stopped_epoch
0,306037,34005,0.450724,0.203152,0.41719,0.174048,0.376669,0.625261,25
1,306037,34005,0.464353,0.215624,0.417328,0.174163,0.372753,0.619585,28
2,306038,34004,0.457919,0.20969,0.421983,0.17807,0.371366,0.61881,27
3,306038,34004,0.457799,0.20958,0.425728,0.181244,0.378783,0.62275,27
4,306038,34004,0.481456,0.231799,0.41442,0.171744,0.363994,0.614722,35
5,306038,34004,0.481376,0.231723,0.418265,0.174946,0.369735,0.614751,34
6,306038,34004,0.484882,0.235111,0.419731,0.176174,0.374615,0.620339,37
7,306038,34004,0.519261,0.269632,0.41682,0.173739,0.357118,0.612487,66
8,306038,34004,0.481397,0.231743,0.420126,0.176506,0.373272,0.620309,34
9,306038,34004,0.503209,0.253219,0.428936,0.183986,0.378855,0.621927,43
