fold,n_train,n_test,r,r2,acc
1,279306,3086,0.4126,0.170239,0.614712
2,271560,3838,0.363959,0.132467,0.607087
3,273072,3787,0.37753,0.142529,0.601268
4,277277,3203,0.314399,0.098847,0.591321
5,273362,3746,0.368795,0.13601,0.604111
6,275538,3408,0.33641,0.113172,0.588322
7,272895,3839,0.32199,0.103677,0.583746
8,278245,3162,0.37879,0.143482,0.609741
9,276139,3294,0.367043,0.134721,0.608986
10,277479,3174,0.381004,0.145164,0.590422
