input,split,folds,epochs,mean_n_train,mean_n_test,mean_test_r,std_test_r,mean_test_r2,std_test_r2,mean_test_rho,std_test_rho,mean_test_acc,std_test_acc,mean_train_r
diff,word_corpus,10,28.3,39691.2,531.2,0.401465,0.05688,0.164086,0.043797,0.373634,0.05621,0.617922,0.047396,0.539514
