fold,n_train,n_test,train_r,train_r2,test_r,test_r2,test_rho,test_acc,stopped_epoch
0,279306,3086,0.054354,0.002954,0.012372,0.000153,0.000584,0.498056,21
1,271560,3838,0.058361,0.003406,-0.008656,7.5e-05,-0.006223,0.505211,21
2,273072,3787,0.050136,0.002514,0.001714,3e-06,0.01747,0.511751,21
3,277277,3203,0.075803,0.005746,0.005435,3e-05,-0.000526,0.512644,22
4,273362,3746,0.048211,0.002324,-0.003749,1.4e-05,0.00456,0.50961,21
5,275538,3408,0.051294,0.002631,-0.001106,1e-06,0.00107,0.484155,21
6,272895,3839,0.050945,0.002595,-0.018247,0.000333,-0.017491,0.492837,21
7,278245,3162,0.0714,0.005098,0.008015,6.4e-05,0.01111,0.503163,22
8,276139,3294,0.048269,0.00233,0.025482,0.000649,0.029458,0.518822,21
9,277479,3174,0.048651,0.002367,-0.012731,0.000162,-0.013416,0.505041,21
