fold,n_train,n_test,r,r2,acc
1,40166,493,0.336478,0.113217,0.547667
2,40129,499,0.462105,0.213541,0.681363
3,39267,606,0.30105,0.090631,0.623762
4,39663,515,0.477157,0.227678,0.561165
5,39495,529,0.431775,0.18643,0.714556
6,39622,526,0.461678,0.213146,0.585551
7,38849,632,0.378251,0.143074,0.585443
8,39802,470,0.473689,0.224381,0.687234
9,39986,528,0.369433,0.136481,0.653409
10,39933,514,0.415646,0.172761,0.673152
