input,split,folds,epochs,mean_n_train,mean_n_test,mean_test_r,std_test_r,mean_test_r2,std_test_r2,mean_test_rho,std_test_rho,mean_test_acc,std_test_acc,mean_train_r
diff,word_novel,10,30.3,275487.3,3453.7,0.342716,0.03294,0.11843,0.021566,0.312808,0.02689,0.603653,0.010331,0.467829
