condition,layer,mode,split,k,mean_r2,sd_r2
default,32,mean_pooled,pair_novel,1,0.12362,0.003674
default,32,mean_pooled,pair_novel,2,0.259422,0.006672
default,32,mean_pooled,pair_novel,3,0.321548,0.008508
default,32,mean_pooled,pair_novel,4,0.370574,0.008995
default,32,mean_pooled,pair_novel,5,0.403446,0.008805
default,32,mean_pooled,pair_novel,6,0.416336,0.008834
default,32,mean_pooled,pair_novel,7,0.430296,0.008758
default,32,mean_pooled,pair_novel,8,0.444835,0.008827
default,32,mean_pooled,pair_novel,9,0.454246,0.00856
default,32,mean_pooled,pair_novel,10,0.463293,0.008666
default,32,mean_pooled,pair_novel,11,0.469419,0.008505
default,32,mean_pooled,pair_novel,12,0.476301,0.008304
default,32,mean_pooled,pair_novel,13,0.481353,0.008305
default,32,mean_pooled,pair_novel,14,0.48451,0.007729
default,32,mean_pooled,pair_novel,15,0.486878,0.007493
default,32,mean_pooled,word_novel,1,0.125929,0.029083
default,32,mean_pooled,word_novel,2,0.258903,0.035212
default,32,mean_pooled,word_novel,3,0.316709,0.03605
default,32,mean_pooled,word_novel,4,0.365056,0.037759
default,32,mean_pooled,word_novel,5,0.39695,0.038666
default,32,mean_pooled,word_novel,6,0.411238,0.040074
default,32,mean_pooled,word_novel,7,0.424388,0.039069
default,32,mean_pooled,word_novel,8,0.43768,0.037439
default,32,mean_pooled,word_novel,9,0.445619,0.036755
default,32,mean_pooled,word_novel,10,0.452464,0.038204
default,32,mean_pooled,word_novel,11,0.458382,0.038885
default,32,mean_pooled,word_novel,12,0.462973,0.038428
default,32,mean_pooled,word_novel,13,0.466845,0.038183
default,32,mean_pooled,word_novel,14,0.46971,0.037437
default,32,mean_pooled,word_novel,15,0.471572,0.036866
default,32,words_only,pair_novel,1,0.073422,0.003598
default,32,words_only,pair_novel,2,0.16191,0.00672
default,32,words_only,pair_novel,3,0.214739,0.008051
default,32,words_only,pair_novel,4,0.259721,0.008129
default,32,words_only,pair_novel,5,0.286825,0.00782
default,32,words_only,pair_novel,6,0.305737,0.008089
