condition,layer,mode,split,mean_r2,sd_r2,n_folds,mean_best_epoch,mean_n_epochs
default,0,mean_pooled,pair_novel,0.912167,0.004666,10,194.6,200.6
default,0,mean_pooled,word_novel,0.822641,0.022391,10,179.9,185.9
default,0,individual,pair_novel,0.495111,0.01266,10,122.8,128.8
default,0,individual,word_novel,0.189202,0.039259,10,157.3,163.3
default,0,words_only,pair_novel,0.49223,0.083353,10,187.2,193.2
default,0,words_only,word_novel,0.173293,0.040695,10,260.8,266.8
default,1,mean_pooled,pair_novel,0.705404,0.019035,10,195.9,201.9
default,1,mean_pooled,word_novel,0.495861,0.041367,10,177.4,183.4
default,1,individual,pair_novel,0.454733,0.044052,10,134.6,140.6
default,1,individual,word_novel,0.20478,0.030284,10,110.0,116.0
default,1,words_only,pair_novel,0.486823,0.063236,10,170.4,176.4
default,1,words_only,word_novel,0.188671,0.045845,10,174.0,180.0
default,2,mean_pooled,pair_novel,0.672631,0.028918,10,179.8,185.8
default,2,mean_pooled,word_novel,0.436194,0.053673,10,162.6,168.6
default,2,individual,pair_novel,0.441581,0.022432,10,135.1,141.1
default,2,individual,word_novel,0.187828,0.041451,10,167.6,173.6
default,2,words_only,pair_novel,0.465571,0.060746,10,166.8,172.8
default,2,words_only,word_novel,0.188067,0.043431,10,187.6,193.6
default,3,mean_pooled,pair_novel,0.656269,0.034439,10,174.3,180.3
default,3,mean_pooled,word_novel,0.415503,0.040711,10,168.2,174.2
default,3,individual,pair_novel,0.420202,0.040164,10,131.9,137.9
default,3,individual,word_novel,0.180713,0.034544,10,165.9,171.9
default,3,words_only,pair_novel,0.465271,0.034471,10,182.3,188.3
default,3,words_only,word_novel,0.181342,0.046229,10,211.0,217.0
default,4,mean_pooled,pair_novel,0.639202,0.028204,10,171.6,177.6
default,4,mean_pooled,word_novel,0.402883,0.037859,10,172.8,178.8
default,4,individual,pair_novel,0.417243,0.025665,10,144.8,150.8
default,4,individual,word_novel,0.189836,0.041818,10,128.7,134.7
default,4,words_only,pair_novel,0.482078,0.043662,10,234.6,240.6
default,4,words_only,word_novel,0.175802,0.035401,10,216.8,222.8
default,5,mean_pooled,pair_novel,0.63547,0.041319,10,189.4,195.4
default,5,mean_pooled,word_novel,0.386081,0.035683,10,177.8,183.8
default,5,individual,pair_novel,0.393773,0.037298,10,130.2,136.2
default,5,individual,word_novel,0.185009,0.034804,10,125.4,131.4
default,5,words_only,pair_novel,0.423689,0.077227,10,182.7,188.7
default,5,words_only,word_novel,0.177346,0.042854,10,235.8,241.8
default,6,mean_pooled,pair_novel,0.626195,0.045512,10,191.4,197.4
default,6,mean_pooled,word_novel,0.384849,0.044097,10,193.3,199.3
default,6,individual,pair_novel,0.398266,0.022768,10,145.9,151.9
default,6,individual,word_novel,0.171665,0.03629,10,170.4,176.4
default,6,words_only,pair_novel,0.426796,0.069685,10,197.7,203.7
default,6,words_only,word_novel,0.164588,0.037553,10,216.8,222.8
default,7,mean_pooled,pair_novel,0.619565,0.020862,10,183.8,189.8
default,7,mean_pooled,word_novel,0.381901,0.044731,10,195.7,201.7
default,7,individual,pair_novel,0.37379,0.029132,10,127.1,133.1
default,7,individual,word_novel,0.171852,0.038665,10,170.5,176.5
default,7,words_only,pair_novel,0.423449,0.073694,10,212.0,218.0
default,7,words_only,word_novel,0.160747,0.036677,10,210.3,216.3
default,8,mean_pooled,pair_novel,0.613258,0.016786,10,187.8,193.8
default,8,mean_pooled,word_novel,0.361549,0.05348,10,179.7,185.7
default,8,individual,pair_novel,0.383171,0.023239,10,145.6,151.6
default,8,individual,word_novel,0.182162,0.035935,10,131.0,137.0
default,8,words_only,pair_novel,0.388304,0.062586,10,170.3,176.3
default,8,words_only,word_novel,0.163406,0.03217,10,221.8,227.8
default,9,mean_pooled,pair_novel,0.573508,0.041653,10,150.4,156.4
default,9,mean_pooled,word_novel,0.356858,0.046846,10,186.3,192.3
default,9,individual,pair_novel,0.386857,0.025559,10,158.8,164.8
default,9,individual,word_novel,0.150374,0.05277,10,168.3,174.3
default,9,words_only,pair_novel,0.370843,0.092703,10,169.2,175.2
default,9,words_only,word_novel,0.155214,0.027664,10,204.2,210.2
default,10,mean_pooled,pair_novel,0.604241,0.02114,10,192.4,198.4
default,10,mean_pooled,word_novel,0.353197,0.044789,10,183.4,189.4
default,10,individual,pair_novel,0.362631,0.034766,10,138.0,144.0
default,10,individual,word_novel,0.16441,0.037142,10,194.6,200.6
default,10,words_only,pair_novel,0.362725,0.076851,10,158.9,164.9
default,10,words_only,word_novel,0.161193,0.031019,10,227.5,233.5
default,11,mean_pooled,pair_novel,0.574375,0.037763,10,164.5,170.5
default,11,mean_pooled,word_novel,0.340297,0.051857,10,177.3,183.3
default,11,individual,pair_novel,0.329953,0.109854,10,126.0,132.0
default,11,individual,word_novel,0.164141,0.037904,10,198.5,204.5
default,11,words_only,pair_novel,0.406577,0.046485,10,213.0,219.0
default,11,words_only,word_novel,0.154504,0.026414,10,214.0,220.0
default,12,mean_pooled,pair_novel,0.57901,0.041316,10,163.6,169.6
default,12,mean_pooled,word_novel,0.35334,0.045288,10,187.7,193.7
default,12,individual,pair_novel,0.357943,0.02306,10,134.1,140.1
default,12,individual,word_novel,0.165359,0.038171,10,196.0,202.0
default,12,words_only,pair_novel,0.384248,0.055337,10,180.3,186.3
default,12,words_only,word_novel,0.158167,0.030764,10,204.5,210.5
attn_zeroed,0,mean_pooled,pair_novel,0.911539,0.004772,10,188.3,194.3
attn_zeroed,0,mean_pooled,word_novel,0.815079,0.01999,10,158.1,164.1
attn_zeroed,0,individual,pair_novel,0.497509,0.013047,10,126.5,132.5
attn_zeroed,0,individual,word_novel,0.188458,0.037874,10,167.0,173.0
attn_zeroed,0,words_only,pair_novel,0.489856,0.078294,10,176.5,182.5
attn_zeroed,0,words_only,word_novel,0.17773,0.040625,10,279.2,285.2
attn_zeroed,1,mean_pooled,pair_novel,0.824841,0.015664,10,184.2,190.2
attn_zeroed,1,mean_pooled,word_novel,0.741704,0.019939,10,160.6,166.6
attn_zeroed,1,individual,pair_novel,0.448633,0.06779,10,126.2,132.2
attn_zeroed,1,individual,word_novel,0.212543,0.044127,10,171.7,177.7
attn_zeroed,1,words_only,pair_novel,0.48042,0.058456,10,160.6,166.6
attn_zeroed,1,words_only,word_novel,0.199993,0.050348,10,193.7,199.7
attn_zeroed,2,mean_pooled,pair_novel,0.806275,0.01545,10,176.2,182.2
attn_zeroed,2,mean_pooled,word_novel,0.715612,0.036691,10,161.7,167.7
attn_zeroed,2,individual,pair_novel,0.399033,0.028939,10,98.0,104.0
attn_zeroed,2,individual,word_novel,0.1941,0.042237,10,153.8,159.8
attn_zeroed,2,words_only,pair_novel,0.457303,0.068434,10,157.3,163.3
attn_zeroed,2,words_only,word_novel,0.191914,0.041532,10,186.8,192.8
attn_zeroed,3,mean_pooled,pair_novel,0.799398,0.012656,10,179.4,185.4
attn_zeroed,3,mean_pooled,word_novel,0.7035,0.039208,10,165.8,171.8
attn_zeroed,3,individual,pair_novel,0.401724,0.040523,10,118.8,124.8
attn_zeroed,3,individual,word_novel,0.185601,0.039712,10,152.8,158.8
attn_zeroed,3,words_only,pair_novel,0.468692,0.035482,10,185.4,191.4
attn_zeroed,3,words_only,word_novel,0.177913,0.038383,10,188.0,194.0
