condition,layer,mode,split,mean_r2,sd_r2,n_folds,mean_best_epoch,mean_n_epochs
default,0,mean_pooled,pair_novel,3.9e-05,6.7e-05,10,23.0,29.0
default,0,mean_pooled,word_novel,0.000393,0.000733,10,36.9,42.9
default,0,individual,pair_novel,4.2e-05,4.4e-05,10,12.5,18.5
default,0,individual,word_novel,0.000356,0.000349,10,18.1,24.1
default,0,words_only,pair_novel,9e-06,1e-05,10,21.3,27.3
default,0,words_only,word_novel,0.000296,0.000451,10,34.9,40.9
default,1,mean_pooled,pair_novel,1.3e-05,2e-05,10,29.9,35.9
default,1,mean_pooled,word_novel,0.000425,0.000408,10,23.6,29.6
default,1,individual,pair_novel,3e-05,3.4e-05,10,24.1,30.1
default,1,individual,word_novel,0.000279,0.000396,10,36.0,42.0
default,1,words_only,pair_novel,1.5e-05,2.3e-05,10,30.5,36.5
default,1,words_only,word_novel,0.000491,0.000673,10,37.8,43.8
default,2,mean_pooled,pair_novel,2.8e-05,3.6e-05,10,29.0,35.0
default,2,mean_pooled,word_novel,0.000194,0.000189,10,29.1,35.1
default,2,individual,pair_novel,3.5e-05,2.3e-05,10,24.8,30.8
default,2,individual,word_novel,0.000205,0.000292,10,31.7,37.7
default,2,words_only,pair_novel,2.8e-05,3.5e-05,10,29.0,35.0
default,2,words_only,word_novel,0.000401,0.000293,10,36.3,42.3
default,3,mean_pooled,pair_novel,1.1e-05,1.3e-05,10,29.5,35.5
default,3,mean_pooled,word_novel,0.000437,0.000863,10,40.3,46.3
default,3,individual,pair_novel,6e-06,9e-06,10,27.7,33.7
default,3,individual,word_novel,0.000376,0.000578,10,33.1,39.1
default,3,words_only,pair_novel,4.3e-05,4.8e-05,10,25.0,31.0
default,3,words_only,word_novel,0.000256,0.000271,10,25.9,31.9
default,4,mean_pooled,pair_novel,3.4e-05,4.3e-05,10,28.9,34.9
default,4,mean_pooled,word_novel,0.000323,0.000471,10,28.4,34.4
default,4,individual,pair_novel,1.6e-05,2.7e-05,10,27.4,33.4
default,4,individual,word_novel,0.000272,0.000278,10,31.8,37.8
default,4,words_only,pair_novel,1.5e-05,1.9e-05,10,27.0,33.0
default,4,words_only,word_novel,0.000314,0.000438,10,24.0,30.0
default,5,mean_pooled,pair_novel,1.8e-05,2e-05,10,25.7,31.7
default,5,mean_pooled,word_novel,0.000211,0.000292,10,20.1,26.1
default,5,words_only,pair_novel,2.7e-05,4.2e-05,10,23.2,29.2
default,5,words_only,word_novel,8.5e-05,8.8e-05,10,17.7,23.7
default,6,mean_pooled,pair_novel,3.6e-05,4.4e-05,10,24.5,30.5
default,6,mean_pooled,word_novel,0.000201,0.00029,10,33.4,39.4
