feature,target,n,r,rho,p
babylm_log_freq,C1,47507,0.3538679784532074,0.34566056896475367,0
babylm_log_freq,C2,47507,-0.04196566219910618,-0.0529087380168049,5.658247061757813e-20
babylm_log_freq,C3,47507,-0.033866662534017974,-0.0289921024146625,1.5414060217093976e-13
babylm_log_freq,C4,47507,-0.20886000474203661,-0.2262688328445047,0
babylm_log_freq,C5,47507,0.27357744315647775,0.27553985526967045,0
babylm_log_freq,C6,47507,0.08919929966415777,0.09412793668535634,1.6134185504905591e-84
babylm_log_freq,C7,47507,-0.04213414427105274,-0.04185709182684782,4.023068466527276e-20
babylm_log_freq,C8,47507,0.06590931632398317,0.06316501335349851,6.818158422194138e-47
babylm_log_freq,C9,47507,-0.04106181487729436,-0.051248868182776484,3.446516637668221e-19
babylm_log_freq,C10,47507,-0.08132659767023391,-0.06280109242615456,1.577396939445557e-70
babylm_log_freq,C11,47507,0.08474589040687332,0.06921320110627957,1.9132384355746276e-76
babylm_log_freq,C12,47507,-0.040521646961650365,-0.03213501909787132,9.962009586150096e-19
babylm_log_freq,C13,47507,0.06885448422164524,0.06573663751292816,5.033804947635373e-51
babylm_log_freq,C14,47507,0.10424703304914203,0.10253071989146789,6.715857155701553e-115
babylm_log_freq,C15,47507,-0.08783326220102776,-0.08004700750882648,5.35505722405213e-82
babylm_log_freq,preference,47507,0.12009582682339415,0.11572312428073767,4.153020991513079e-152
word_length,C1,340042,-0.20850937570370398,-0.20775126660075707,0
word_length,C2,340042,-0.07236847301386844,-0.06902823109389603,0
word_length,C3,340042,0.27504619715127687,0.27587967682253506,0
word_length,C4,340042,0.060926454223047447,0.06738927160424564,5.612931243437261e-277
word_length,C5,340042,-0.13083671802022526,-0.13265102456679106,0
word_length,C6,340042,-0.22711042374178472,-0.23083042692822822,0
word_length,C7,340042,0.22752589441169452,0.22465802717706576,0
word_length,C8,340042,-0.021657496221332756,-0.0293029610523327,1.4318830707368333e-36
word_length,C9,340042,-0.021175822922903785,-0.021578494461015472,4.894063613230011e-35
word_length,C10,340042,0.07677328141482091,0.058887192291255,0
word_length,C11,340042,-0.07895007286970189,-0.08028285956046677,0
word_length,C12,340042,-0.019900940827484226,-0.0064949713355072726,3.843221273244537e-31
word_length,C13,340042,-0.08816750778168761,-0.08636966363426715,0
word_length,C14,340042,0.07769559187093567,0.07548603301365439,0
word_length,C15,340042,0.10314610266039458,0.10241115858451126,0
word_length,preference,340042,-0.039248792759434346,-0.031603933382057824,5.100524265110268e-116
n_syllables,C1,299042,-0.21488861312780583,-0.21516422259448492,0
n_syllables,C2,299042,-0.06866610243573028,-0.06541393676115291,2.684594824942287e-309
n_syllables,C3,299042,0.2857145494028887,0.2857415712249487,0
n_syllables,C4,299042,0.042167583060827775,0.04662279648971343,9.397113608625903e-118
n_syllables,C5,299042,-0.21006160729865397,-0.20630157032781332,0
n_syllables,C6,299042,-0.258857315178451,-0.2592329264164164,0
n_syllables,C7,299042,0.27456679639784376,0.27704287850417286,0
n_syllables,C8,299042,-0.07413711826722898,-0.07599466279748737,0
n_syllables,C9,299042,-0.04304861910817954,-0.04251060513577905,1.2019879660715154e-122
n_syllables,C10,299042,0.08945376297719759,0.06745927712341264,0
n_syllables,C11,299042,0.0354263729195165,0.02747188486260831,1.1648999705884093e-83
n_syllables,C12,299042,-0.0807468871059601,-0.07020808834901586,0
n_syllables,C13,299042,-0.055922079679472436,-0.056663849351213616,1.0610847172153487e-205
n_syllables,C14,299042,0.12047839040886821,0.12032844036345415,0
n_syllables,C15,299042,0.07995945880859205,0.07804668512586306,0
n_syllables,preference,299042,-0.059647900242063893,-0.05342893193308993,8.773156641859562e-234
pair_cosine_sim,C1,336284,-0.0015508613870432442,-0.00264712574392552,0.36847068082408685
pair_cosine_sim,C2,336284,-2.978812103024487e-4,-7.439065797979842e-5,0.8628552718888144
pair_cosine_sim,C3,336284,-0.006671452780677298,-0.006999494234114397,1.0937047865224928e-4
pair_cosine_sim,C4,336284,5.188788373461232e-4,-0.001451096099258673,0.7634932400390049
pair_cosine_sim,C5,336284,0.008108053141827708,0.006150228254290462,2.5772680096202926e-6
pair_cosine_sim,C6,336284,0.005456344036486728,0.004641764075195799,0.0015553893644963872
pair_cosine_sim,C7,336284,-0.004477552087593098,-0.003577327044517662,0.009416909748207272
pair_cosine_sim,C8,336284,0.002538558488690661,0.0029140689196733936,0.14099200026248168
pair_cosine_sim,C9,336284,0.0026028739107620586,3.709361319903384e-5,0.13119569809103132
pair_cosine_sim,C10,336284,-0.001782964181151206,-0.0019319800098770155,0.30116519939448894
pair_cosine_sim,C11,336284,2.842354869596945e-4,8.394671815670741e-4,0.8690797211510306
pair_cosine_sim,C12,336284,0.008057132242882237,0.009688656141701637,2.9771586509973036e-6
pair_cosine_sim,C13,336284,-0.005481739427658254,-0.006822503994445156,0.0014784900202604832
pair_cosine_sim,C14,336284,0.0035397314417590043,0.004763595222236853,0.040102746420580586
pair_cosine_sim,C15,336284,-0.00410620206649898,-0.003602346822920547,0.017256915004644033
pair_cosine_sim,preference,336284,-0.0047313940747121825,-0.0047379364729072315,0.006074352753611022
