input,split,folds,epochs,mean_n_train,mean_n_test,mean_test_r,std_test_r,mean_test_r2,std_test_r2,mean_test_rho,std_test_rho,mean_train_r
concat,pair_novel,10,26.1,306037.8,34004.2,0.000455,0.005581,2.8e-05,2.3e-05,-0.000191,0.005663,0.029844
