input,split,folds,epochs,mean_n_train,mean_n_test,mean_test_r,std_test_r,mean_test_r2,std_test_r2,mean_test_rho,std_test_rho,mean_train_r
diff,pair_novel,10,21.2,306037.8,34004.2,0.000105,0.005062,2.3e-05,3.4e-05,-0.000684,0.004467,0.05231
