component,W1_sim,W2_sim,baseline_sim,W1_z,W2_z,r_bias_v_align,W1_words,W2_words
C1,0.1996759,0.124825455,0.12001154,8.75778780858896,0.5292110686752178,0.10846639004389548,"tall, thick, days, sleepy, long, thin, walks, bright, black, dark, cold, tallest, sunny, nights, thickening","wartime, unspoiled, willing, corpulent, attendees, vegetation, goth, skinny, circassian, rosin, websites, marjoram, overcast, decommissioning, telecoms"
C2,0.117618,0.17720896,0.12001154,-0.2631299817017412,6.287916644304215,-0.06621938701385995,"friendlies, mannerisms, greenhouse, barren, go, purges, perils, standalone, flagship, savvy, door, timid, timetable, boards, towns","forced, estate, soy, sounds, tasting, uniforms, anxiety, climate, sensuous, snowfall, helps, securing, restructuring, physical, saltpetre"
C3,0.13853717,0.14054978,0.12001154,2.036588626922429,2.2578420726186144,0.10345331482510617,"practicalities, usurpation, life, etymology, boyhood, topology, career, commission, sociability, proscription, seismicity, intertextuality, stem, inscription, enthronement","appointed, member, lifetime, ashes, weekly, landed, stockpiling, demands, number, ban, beat, criticisms, maid, decor, tyranny"
C4,0.09120525,0.14589831,0.12001154,-3.1667784009686,2.845825430711922,-0.07364293258280723,"stadium, tip, metamorphism, proposal, litterateur, shakedown, phenotype, stadiums, gendarmerie, frontispiece, ranks, spectrum, dramaturge, hypothesis, ranking","endangerment, rollout, exoneration, officers, community, riddles, excavation, engage, now, pool, road, course, enemy, endemism, prefaces"
C5,0.16998315,0.10994248,0.12001154,5.493557408140535,-1.1069273980199261,0.11192115989471639,"spent, being, candidacy, buildings, firsts, uses, treatments, plantings, spend, memberships, hundreds, tamales, listings, postures, building","materiel, obituary, vita, cybercrime, adolescence, softly, locale, illustration, impetus, agenda, union, diplomas, vaults, permissive, plazas"
C6,0.10781902,0.11799591,0.12001154,-1.3403669509136908,-0.22158516860349925,0.01866475427630732,"squad, deity, pseudonyms, winner, curse, ticketing, cityscape, lease, foresight, travels, weekly, months, crush, award, shuttle","enlarging, hundreds, successor, specification, towns, discontinuation, saxophonist, wait, author, architects, configurations, hydrography, imprisonment, invocations, curiosities"
C7,0.12324082,0.14839962,0.12001154,0.35500657913196865,3.120803244152673,-0.009225472909579046,"reign, ransom, characteristics, rendition, deity, trailer, regency, incident, designations, characterizations, professorial, poetical, themed, italic, characterisation","mark, boolean, gain, stroke, hits, laugh, knighthood, slang, tack, pull, consulship, tagging, biography, solubility, premierships"
C8,0.1541038,0.13453546,0.12001154,3.7478840374502607,1.5966667170003885,0.05034158803621563,"scream, crazed, drift, characteristics, union, committed, walks, screaming, cries, rifting, damned, ransom, stolen, judging, buddhism","spectacle, disgrace, writer, extents, traditional, cremation, anthropology, formality, factory, splendid, naturalisation, brightness, gentleness, realisation, views"
C9,0.12863211,0.13527772,0.12001154,0.9476905736822537,1.6782656377862262,-0.044150179075378077,"mannerisms, variants, mechanism, attendees, renaming, nazi, buddhism, honours, flawless, nazism, gorillas, arrival, ransom, eurovision, enlistment","substitution, overnight, nationalization, blood, impact, milk, situation, happening, mission, institution, split, rifle, activities, planting, cancerous"
C10,0.13381515,0.12978752,0.12001154,1.5174807732144213,1.0747085034961996,0.03614940235034164,"stem, oration, volumes, surrounds, works, regency, deity, idealized, detainment, usurpation, proposal, releases, tableware, settlement, nationalisation","judging, stadia, horse, brigades, hiding, raid, cassette, council, vector, grid, symbolism, toasts, puzzle, alloys, quarterly"
C11,0.10332028,0.11476091,0.12001154,-1.8349297666871733,-0.5772199735870974,-0.002422125427953621,"animatronics, marina, legacy, scientology, variants, jargon, woman, lieutenant, jacket, captaincy, emperor, vita, medalists, photophobia, proposal","tyrants, briefs, asylum, extensibility, outlying, attractions, kickboxing, buildings, fold, business, work, newsletter, screenings, rapes, adventurer"
C12,0.12091173,0.11169564,0.12001154,0.09896154347533198,-0.9141963888704087,0.05525548696678305,"willing, ashes, bit, sting, biscuits, postures, platelets, etymologies, talkies, inspirations, wash, chocolates, hazing, looking, steaks","chives, star, lethal, code, aliens, likeness, schizophrenia, timbre, chapel, periodization, refinements, target, arrival, scenario, sprinter"
C13,0.14984676,0.11806174,0.12001154,3.279892636087095,-0.21434787574170228,0.027371506891529375,"outbreak, forecast, winner, inception, foremen, thought, downfall, headquarters, agenda, outlook, payouts, outcome, enthronement, tenure, panoramas","charges, humbleness, appeals, click, fumes, puzzle, circle, victim, called, voice, renters, kisses, taping, snide, telematics"
C14,0.1173382,0.12307898,0.12001154,-0.2938892954332853,0.33721476433523323,-0.018680938020546708,"demands, demography, choosing, toy, vision, television, scientology, transitions, volume, commandants, coat, proposal, transforming, criticism, demographics","showrunner, rendition, shuttle, vehicle, motto, signatories, dueling, centenary, diameters, reconquest, ascent, habitability, stainless, resourcing, takeover"
C15,0.12340254,0.14822555,0.12001154,0.37278528882619283,3.1016665182107284,-0.012820866400128708,"puzzle, becoming, republic, carrying, denunciations, stereochemistry, premiere, attire, commemorations, kiwi, expiry, neurodegeneration, ticketing, commission, olfaction","estates, fatherly, bull, allusions, hundreds, half, cake, bits, flux, editions, mansions, researching, island, eclipses, imitations"
