fold,n_train,n_test,train_r,train_r2,test_r,test_r2,test_rho,test_acc,stopped_epoch
0,40166,493,0.032728,0.001071,-0.056527,0.003195,-0.06053,0.476673,24
1,40129,499,0.095118,0.009047,0.006617,4.4e-05,0.007619,0.509018,33
2,39267,606,0.060229,0.003628,-0.065358,0.004272,-0.076585,0.460396,27
3,39663,515,0.070905,0.005028,0.025472,0.000649,0.008905,0.535922,30
4,39495,529,0.028891,0.000835,-0.033585,0.001128,-0.025991,0.47448,24
5,39622,526,0.013917,0.000194,0.024701,0.00061,0.000738,0.530418,21
6,38849,632,0.05959,0.003551,0.028358,0.000804,0.026297,0.481013,31
7,39802,470,0.096564,0.009325,0.000596,0.0,-0.014705,0.495745,34
8,39986,528,0.043,0.001849,0.015894,0.000253,0.035768,0.526515,27
9,39933,514,0.061522,0.003785,-0.053242,0.002835,-0.041298,0.492218,28
