input,split,folds,epochs,mean_n_train,mean_n_test,mean_test_r,std_test_r,mean_test_r2,std_test_r2,mean_test_rho,std_test_rho,mean_train_r
concat,pair_novel,10,138.1,306037.8,34004.2,0.590154,0.0066,0.348321,0.00778,0.490397,0.006428,0.647632
