condition,layer,mode,split,mean_r2,sd_r2,n_folds,mean_best_epoch,mean_n_epochs
default,16,mean_pooled,pair_novel,0.5541,0.006915,10,18.5,24.5
default,16,mean_pooled,word_novel,0.487598,0.028653,10,17.6,23.6
default,16,words_only,pair_novel,0.523401,0.005847,10,10.3,16.3
default,16,words_only,word_novel,0.454001,0.024208,10,10.3,16.3
attn_zeroed,16,mean_pooled,pair_novel,0.566526,0.004785,10,28.9,34.9
attn_zeroed,16,mean_pooled,word_novel,0.49561,0.026573,10,30.0,36.0
attn_zeroed,16,words_only,pair_novel,0.567858,0.004238,10,11.4,17.4
attn_zeroed,16,words_only,word_novel,0.495218,0.030732,10,11.6,17.6
default,0,mean_pooled,pair_novel,0.336322,0.005992,10,28.7,34.7
default,0,mean_pooled,word_novel,0.213554,0.020389,10,30.9,36.9
default,0,words_only,pair_novel,0.372147,0.008585,10,6.1,12.1
default,0,words_only,word_novel,0.240986,0.029645,10,5.6,11.6
default,1,mean_pooled,pair_novel,0.424669,0.005957,10,21.5,27.5
default,1,mean_pooled,word_novel,0.315217,0.025537,10,19.6,25.6
default,1,words_only,pair_novel,0.427836,0.005986,10,7.1,13.1
default,1,words_only,word_novel,0.324412,0.02535,10,6.0,12.0
default,2,mean_pooled,pair_novel,0.456725,0.007408,10,19.9,25.9
default,2,mean_pooled,word_novel,0.357973,0.034461,10,20.3,26.3
default,2,words_only,pair_novel,0.451189,0.004945,10,8.8,14.8
default,2,words_only,word_novel,0.352492,0.027756,10,8.1,14.1
default,3,mean_pooled,pair_novel,0.481236,0.005417,10,17.8,23.8
default,3,mean_pooled,word_novel,0.391307,0.03376,10,19.1,25.1
default,3,words_only,pair_novel,0.477765,0.006653,10,9.3,15.3
default,3,words_only,word_novel,0.389784,0.026025,10,9.2,15.2
default,4,mean_pooled,pair_novel,0.498026,0.008917,10,28.3,34.3
default,4,mean_pooled,word_novel,0.424948,0.036796,10,32.0,38.0
default,4,words_only,pair_novel,0.488254,0.016147,10,29.1,35.1
default,4,words_only,word_novel,0.417603,0.023718,10,32.3,38.3
default,5,mean_pooled,pair_novel,0.531633,0.007686,10,27.7,33.7
default,5,mean_pooled,word_novel,0.465149,0.034865,10,31.4,37.4
default,5,words_only,pair_novel,0.503278,0.010546,10,28.8,34.8
default,5,words_only,word_novel,0.433429,0.023388,10,30.1,36.1
default,6,mean_pooled,pair_novel,0.550775,0.005789,10,27.5,33.5
default,6,mean_pooled,word_novel,0.486477,0.034954,10,25.5,31.5
default,6,words_only,pair_novel,0.522998,0.005748,10,32.1,38.1
default,6,words_only,word_novel,0.455849,0.022525,10,29.5,35.5
default,7,mean_pooled,pair_novel,0.566312,0.007589,10,27.2,33.2
default,7,mean_pooled,word_novel,0.503758,0.034845,10,26.1,32.1
default,7,words_only,pair_novel,0.532211,0.007125,10,31.0,37.0
default,7,words_only,word_novel,0.465005,0.023514,10,32.6,38.6
default,8,mean_pooled,pair_novel,0.580134,0.009909,10,27.2,33.2
default,8,mean_pooled,word_novel,0.521065,0.036437,10,30.0,36.0
default,8,words_only,pair_novel,0.532779,0.010432,10,26.7,32.7
default,8,words_only,word_novel,0.466245,0.023794,10,27.9,33.9
default,9,mean_pooled,pair_novel,0.588715,0.008703,10,25.0,31.0
default,9,mean_pooled,word_novel,0.535049,0.037679,10,24.7,30.7
default,9,words_only,pair_novel,0.535775,0.011425,10,26.3,32.3
default,9,words_only,word_novel,0.469578,0.027844,10,27.6,33.6
default,10,mean_pooled,pair_novel,0.587072,0.007006,10,22.1,28.1
default,10,mean_pooled,word_novel,0.531536,0.037034,10,27.3,33.3
default,10,words_only,pair_novel,0.534236,0.012548,10,24.0,30.0
default,10,words_only,word_novel,0.471719,0.025127,10,26.3,32.3
default,11,mean_pooled,pair_novel,0.595356,0.009203,10,21.3,27.3
default,11,mean_pooled,word_novel,0.538114,0.032676,10,25.3,31.3
default,11,words_only,pair_novel,0.547252,0.007027,10,24.3,30.3
default,11,words_only,word_novel,0.479067,0.02798,10,23.6,29.6
default,12,mean_pooled,pair_novel,0.593081,0.007598,10,24.3,30.3
default,12,mean_pooled,word_novel,0.52558,0.034019,10,23.9,29.9
default,12,words_only,pair_novel,0.540406,0.012047,10,21.8,27.8
default,12,words_only,word_novel,0.477086,0.024695,10,19.5,25.5
default,13,mean_pooled,pair_novel,0.585977,0.005808,10,22.6,28.6
default,13,mean_pooled,word_novel,0.52153,0.031898,10,23.3,29.3
default,13,words_only,pair_novel,0.538148,0.007654,10,19.4,25.4
default,13,words_only,word_novel,0.473232,0.026051,10,21.0,27.0
default,14,mean_pooled,pair_novel,0.578141,0.005146,10,20.2,26.2
default,14,mean_pooled,word_novel,0.513259,0.028927,10,19.6,25.6
default,14,words_only,pair_novel,0.533021,0.007802,10,15.4,21.4
default,14,words_only,word_novel,0.474557,0.023886,10,17.2,23.2
default,15,mean_pooled,pair_novel,0.566675,0.005866,10,19.2,25.2
default,15,mean_pooled,word_novel,0.501364,0.029284,10,19.0,25.0
default,15,words_only,pair_novel,0.530292,0.006748,10,15.9,21.9
default,15,words_only,word_novel,0.467107,0.022524,10,14.1,20.1
attn_zeroed,0,mean_pooled,pair_novel,0.329594,0.006656,10,30.1,36.1
attn_zeroed,0,mean_pooled,word_novel,0.209616,0.019893,10,30.6,36.6
attn_zeroed,0,words_only,pair_novel,0.377042,0.006616,10,5.0,11.0
attn_zeroed,0,words_only,word_novel,0.247303,0.032991,10,5.2,11.2
attn_zeroed,1,mean_pooled,pair_novel,0.417265,0.007188,10,36.6,42.6
attn_zeroed,1,mean_pooled,word_novel,0.324452,0.031507,10,35.1,41.1
attn_zeroed,1,words_only,pair_novel,0.44738,0.005924,10,6.1,12.1
attn_zeroed,1,words_only,word_novel,0.349024,0.041259,10,5.5,11.5
attn_zeroed,2,mean_pooled,pair_novel,0.449929,0.007292,10,30.9,36.9
attn_zeroed,2,mean_pooled,word_novel,0.35141,0.034227,10,30.8,36.8
attn_zeroed,2,words_only,pair_novel,0.479405,0.006206,10,8.4,14.4
attn_zeroed,2,words_only,word_novel,0.383587,0.042681,10,8.7,14.7
attn_zeroed,3,mean_pooled,pair_novel,0.4888,0.006397,10,35.6,41.6
attn_zeroed,3,mean_pooled,word_novel,0.390408,0.029689,10,30.2,36.2
attn_zeroed,3,words_only,pair_novel,0.510591,0.006335,10,10.0,16.0
attn_zeroed,3,words_only,word_novel,0.422224,0.033493,10,10.0,16.0
attn_zeroed,4,mean_pooled,pair_novel,0.456303,0.016337,10,31.6,37.6
attn_zeroed,4,mean_pooled,word_novel,0.399377,0.040846,10,29.9,35.9
attn_zeroed,4,words_only,pair_novel,0.524049,0.014339,10,30.2,36.2
attn_zeroed,4,words_only,word_novel,0.452785,0.030283,10,35.2,41.2
attn_zeroed,5,mean_pooled,pair_novel,0.489397,0.02041,10,33.5,39.5
attn_zeroed,5,mean_pooled,word_novel,0.45059,0.039494,10,41.5,47.5
attn_zeroed,5,words_only,pair_novel,0.546074,0.008301,10,33.6,39.6
attn_zeroed,5,words_only,word_novel,0.473584,0.033678,10,33.5,39.5
attn_zeroed,6,mean_pooled,pair_novel,0.510516,0.0212,10,34.0,40.0
attn_zeroed,6,mean_pooled,word_novel,0.460847,0.031364,10,35.9,41.9
attn_zeroed,6,words_only,pair_novel,0.559375,0.009141,10,29.2,35.2
attn_zeroed,6,words_only,word_novel,0.491917,0.032594,10,32.2,38.2
attn_zeroed,7,mean_pooled,pair_novel,0.527414,0.016421,10,33.6,39.6
attn_zeroed,7,mean_pooled,word_novel,0.481885,0.030758,10,43.2,49.2
attn_zeroed,7,words_only,pair_novel,0.57179,0.007901,10,31.2,37.2
attn_zeroed,7,words_only,word_novel,0.504018,0.029515,10,34.8,40.8
attn_zeroed,8,mean_pooled,pair_novel,0.537567,0.018835,10,27.9,33.9
attn_zeroed,8,mean_pooled,word_novel,0.491523,0.033431,10,33.0,39.0
attn_zeroed,8,words_only,pair_novel,0.575781,0.012354,10,28.1,34.1
attn_zeroed,8,words_only,word_novel,0.510675,0.032026,10,31.6,37.6
attn_zeroed,9,mean_pooled,pair_novel,0.548251,0.019213,10,29.7,35.7
attn_zeroed,9,mean_pooled,word_novel,0.504109,0.026467,10,34.5,40.5
attn_zeroed,9,words_only,pair_novel,0.57842,0.011515,10,26.4,32.4
attn_zeroed,9,words_only,word_novel,0.512838,0.029121,10,29.5,35.5
attn_zeroed,10,mean_pooled,pair_novel,0.549361,0.019373,10,33.8,39.8
attn_zeroed,10,mean_pooled,word_novel,0.499998,0.031068,10,37.0,43.0
attn_zeroed,10,words_only,pair_novel,0.580477,0.006345,10,25.3,31.3
attn_zeroed,10,words_only,word_novel,0.514595,0.030598,10,28.7,34.7
attn_zeroed,11,mean_pooled,pair_novel,0.553634,0.014696,10,31.0,37.0
attn_zeroed,11,mean_pooled,word_novel,0.509955,0.030129,10,40.7,46.7
attn_zeroed,11,words_only,pair_novel,0.591595,0.00447,10,27.3,33.3
attn_zeroed,11,words_only,word_novel,0.520849,0.02938,10,26.9,32.9
attn_zeroed,12,mean_pooled,pair_novel,0.558445,0.018749,10,33.6,39.6
attn_zeroed,12,mean_pooled,word_novel,0.509441,0.033091,10,37.8,43.8
attn_zeroed,12,words_only,pair_novel,0.585239,0.005921,10,22.6,28.6
attn_zeroed,12,words_only,word_novel,0.52083,0.032227,10,22.6,28.6
attn_zeroed,13,mean_pooled,pair_novel,0.571053,0.009373,10,39.8,45.8
attn_zeroed,13,mean_pooled,word_novel,0.508319,0.029114,10,39.1,45.1
attn_zeroed,13,words_only,pair_novel,0.585208,0.004971,10,23.5,29.5
attn_zeroed,13,words_only,word_novel,0.522515,0.0326,10,21.8,27.8
attn_zeroed,14,mean_pooled,pair_novel,0.569887,0.009572,10,41.1,47.1
attn_zeroed,14,mean_pooled,word_novel,0.504297,0.025061,10,38.8,44.8
attn_zeroed,14,words_only,pair_novel,0.58074,0.005527,10,18.7,24.7
attn_zeroed,14,words_only,word_novel,0.515769,0.03094,10,17.2,23.2
attn_zeroed,15,mean_pooled,pair_novel,0.561878,0.01144,10,36.2,42.2
attn_zeroed,15,mean_pooled,word_novel,0.493167,0.02287,10,36.7,42.7
attn_zeroed,15,words_only,pair_novel,0.575145,0.005604,10,16.3,22.3
attn_zeroed,15,words_only,word_novel,0.508366,0.028586,10,17.4,23.4
