condition,layer,mode,split,k,mean_r2,sd_r2
default,0,mean_pooled,pair_novel,1,0.183262,0.003346
default,0,mean_pooled,pair_novel,2,0.256776,0.005445
default,0,mean_pooled,pair_novel,3,0.279968,0.005505
default,0,mean_pooled,pair_novel,4,0.290608,0.005533
default,0,mean_pooled,pair_novel,5,0.295272,0.005464
default,0,mean_pooled,pair_novel,6,0.29735,0.005742
default,0,mean_pooled,pair_novel,7,0.298325,0.005889
default,0,mean_pooled,pair_novel,8,0.298801,0.005908
default,0,mean_pooled,pair_novel,9,0.299028,0.005849
default,0,mean_pooled,pair_novel,10,0.299128,0.005846
default,0,mean_pooled,pair_novel,11,0.299178,0.005874
default,0,mean_pooled,pair_novel,12,0.299218,0.005877
default,0,mean_pooled,pair_novel,13,0.299238,0.005888
default,0,mean_pooled,pair_novel,14,0.299255,0.005872
default,0,mean_pooled,pair_novel,15,0.299267,0.005863
default,0,mean_pooled,word_novel,1,0.175544,0.018757
default,0,mean_pooled,word_novel,2,0.233115,0.01858
default,0,mean_pooled,word_novel,3,0.244409,0.020727
default,0,mean_pooled,word_novel,4,0.242047,0.02004
default,0,mean_pooled,word_novel,5,0.237829,0.018872
default,0,mean_pooled,word_novel,6,0.235032,0.019165
default,0,mean_pooled,word_novel,7,0.232823,0.020061
default,0,mean_pooled,word_novel,8,0.231431,0.020312
default,0,mean_pooled,word_novel,9,0.230597,0.020304
default,0,mean_pooled,word_novel,10,0.230284,0.020455
default,0,mean_pooled,word_novel,11,0.23014,0.020545
default,0,mean_pooled,word_novel,12,0.230094,0.020615
default,0,mean_pooled,word_novel,13,0.230053,0.020509
default,0,mean_pooled,word_novel,14,0.230036,0.020471
default,0,mean_pooled,word_novel,15,0.229999,0.020322
default,0,words_only,pair_novel,1,0.128484,0.002341
default,0,words_only,pair_novel,2,0.201088,0.00357
default,0,words_only,pair_novel,3,0.229102,0.003623
default,0,words_only,pair_novel,4,0.238838,0.003472
default,0,words_only,pair_novel,5,0.242413,0.003538
default,0,words_only,pair_novel,6,0.244192,0.00359
default,0,words_only,pair_novel,7,0.245057,0.00359
default,0,words_only,pair_novel,8,0.24548,0.00359
default,0,words_only,pair_novel,9,0.245717,0.003643
default,0,words_only,pair_novel,10,0.245855,0.003671
default,0,words_only,pair_novel,11,0.245921,0.003651
default,0,words_only,pair_novel,12,0.245967,0.003624
default,0,words_only,pair_novel,13,0.245994,0.00362
default,0,words_only,pair_novel,14,0.246021,0.003586
default,0,words_only,pair_novel,15,0.246044,0.003577
default,0,words_only,word_novel,1,0.117384,0.025209
default,0,words_only,word_novel,2,0.180817,0.020505
default,0,words_only,word_novel,3,0.199568,0.02268
default,0,words_only,word_novel,4,0.203611,0.025154
default,0,words_only,word_novel,5,0.203596,0.023031
default,0,words_only,word_novel,6,0.203214,0.024906
default,0,words_only,word_novel,7,0.202368,0.024494
default,0,words_only,word_novel,8,0.201933,0.02452
default,0,words_only,word_novel,9,0.201958,0.024628
default,0,words_only,word_novel,10,0.202145,0.024885
default,0,words_only,word_novel,11,0.20224,0.024838
default,0,words_only,word_novel,12,0.202341,0.024925
default,0,words_only,word_novel,13,0.202464,0.024916
default,0,words_only,word_novel,14,0.202551,0.024862
default,0,words_only,word_novel,15,0.202652,0.02486
default,1,mean_pooled,pair_novel,1,0.229985,0.003058
default,1,mean_pooled,pair_novel,2,0.281176,0.00481
default,1,mean_pooled,pair_novel,3,0.307463,0.005568
default,1,mean_pooled,pair_novel,4,0.320842,0.006017
default,1,mean_pooled,pair_novel,5,0.329396,0.006257
default,1,mean_pooled,pair_novel,6,0.334019,0.005996
default,1,mean_pooled,pair_novel,7,0.336935,0.005636
default,1,mean_pooled,pair_novel,8,0.338964,0.005758
default,1,mean_pooled,pair_novel,9,0.340534,0.005774
default,1,mean_pooled,pair_novel,10,0.341647,0.005713
default,1,mean_pooled,pair_novel,11,0.342441,0.005566
default,1,mean_pooled,pair_novel,12,0.343074,0.005701
default,1,mean_pooled,pair_novel,13,0.343531,0.005673
default,1,mean_pooled,pair_novel,14,0.343876,0.005643
default,1,mean_pooled,pair_novel,15,0.344152,0.005562
default,1,mean_pooled,word_novel,1,0.226548,0.025531
default,1,mean_pooled,word_novel,2,0.268638,0.023179
default,1,mean_pooled,word_novel,3,0.286615,0.023213
default,1,mean_pooled,word_novel,4,0.297248,0.025354
default,1,mean_pooled,word_novel,5,0.299586,0.026634
default,1,mean_pooled,word_novel,6,0.298947,0.026141
default,1,mean_pooled,word_novel,7,0.297745,0.026069
default,1,mean_pooled,word_novel,8,0.296479,0.027114
default,1,mean_pooled,word_novel,9,0.295211,0.026065
default,1,mean_pooled,word_novel,10,0.295077,0.026398
default,1,mean_pooled,word_novel,11,0.295083,0.027198
default,1,mean_pooled,word_novel,12,0.294634,0.026724
default,1,mean_pooled,word_novel,13,0.294632,0.02659
default,1,mean_pooled,word_novel,14,0.294808,0.026412
default,1,mean_pooled,word_novel,15,0.294883,0.026175
default,1,words_only,pair_novel,1,0.226001,0.00309
default,1,words_only,pair_novel,2,0.28501,0.00423
default,1,words_only,pair_novel,3,0.308799,0.00453
default,1,words_only,pair_novel,4,0.318917,0.004083
default,1,words_only,pair_novel,5,0.323755,0.003896
default,1,words_only,pair_novel,6,0.3271,0.004147
default,1,words_only,pair_novel,7,0.329616,0.004193
default,1,words_only,pair_novel,8,0.331272,0.004132
default,1,words_only,pair_novel,9,0.332587,0.00428
default,1,words_only,pair_novel,10,0.333469,0.004383
