condition,layer,mode,split,mean_r2,sd_r2,n_folds,mean_best_epoch,mean_n_epochs
default,0,mean_pooled,pair_novel,1.9e-05,2.4e-05,10,37.9,43.9
default,0,mean_pooled,word_novel,0.000542,0.00098,10,54.6,60.6
default,0,words_only,pair_novel,2.8e-05,3.4e-05,10,42.0,48.0
default,0,words_only,word_novel,0.000348,0.000455,10,64.8,70.8
default,1,mean_pooled,pair_novel,1.5e-05,1.6e-05,10,35.0,41.0
default,1,mean_pooled,word_novel,0.000157,0.000202,10,42.5,48.5
default,1,words_only,pair_novel,5.1e-05,5.8e-05,10,28.2,34.2
default,1,words_only,word_novel,3.3e-05,2.8e-05,10,31.4,37.4
default,2,mean_pooled,pair_novel,5.7e-05,4.5e-05,10,35.2,41.2
default,2,mean_pooled,word_novel,0.000128,0.000166,10,42.2,48.2
default,2,words_only,pair_novel,2.2e-05,2.3e-05,10,30.8,36.8
default,2,words_only,word_novel,0.000115,0.000193,10,47.9,53.9
default,3,mean_pooled,pair_novel,1.9e-05,2e-05,10,35.0,41.0
default,3,mean_pooled,word_novel,8.2e-05,9.2e-05,10,60.5,66.5
default,3,words_only,pair_novel,2.3e-05,2.6e-05,10,29.8,35.8
default,3,words_only,word_novel,0.000317,0.000401,10,57.5,63.5
default,4,mean_pooled,pair_novel,2.6e-05,2.7e-05,10,35.0,41.0
default,4,mean_pooled,word_novel,0.000291,0.000363,10,44.6,50.6
default,4,words_only,pair_novel,3.8e-05,4e-05,10,29.2,35.2
default,4,words_only,word_novel,0.000399,0.000573,10,62.2,68.2
default,5,mean_pooled,pair_novel,1.9e-05,1.8e-05,10,41.6,47.6
default,5,mean_pooled,word_novel,0.000272,0.00029,10,60.9,66.9
default,5,words_only,pair_novel,1.7e-05,2.1e-05,10,34.2,40.2
default,5,words_only,word_novel,0.000248,0.000464,10,57.8,63.8
default,6,mean_pooled,pair_novel,1.8e-05,2e-05,10,33.9,39.9
default,6,mean_pooled,word_novel,0.000315,0.000709,10,45.8,51.8
default,6,words_only,pair_novel,1.7e-05,1.9e-05,10,30.0,36.0
default,6,words_only,word_novel,0.000325,0.000364,10,57.4,63.4
default,7,mean_pooled,pair_novel,2e-05,1.8e-05,10,31.7,37.7
default,7,mean_pooled,word_novel,0.000262,0.000371,10,48.5,54.5
default,7,words_only,pair_novel,1.4e-05,1.1e-05,10,29.6,35.6
default,7,words_only,word_novel,0.000174,0.000175,10,50.2,56.2
default,8,mean_pooled,pair_novel,4.3e-05,3.5e-05,10,30.7,36.7
default,8,mean_pooled,word_novel,0.000131,0.000143,10,57.1,63.1
default,8,words_only,pair_novel,5.5e-05,4.9e-05,10,26.7,32.7
default,8,words_only,word_novel,0.000347,0.000353,10,57.0,63.0
default,9,mean_pooled,pair_novel,9e-06,1.2e-05,10,35.2,41.2
default,9,mean_pooled,word_novel,0.000252,0.000305,10,44.6,50.6
default,9,words_only,pair_novel,3.1e-05,5.9e-05,10,28.3,34.3
default,9,words_only,word_novel,0.000163,0.000195,10,52.5,58.5
default,10,mean_pooled,pair_novel,1.5e-05,1.7e-05,10,34.0,40.0
default,10,mean_pooled,word_novel,0.000258,0.000308,10,49.2,55.2
default,10,words_only,pair_novel,2.8e-05,3.1e-05,10,32.2,38.2
default,10,words_only,word_novel,0.000304,0.000331,10,53.5,59.5
default,11,mean_pooled,pair_novel,2.4e-05,3.4e-05,10,31.7,37.7
default,11,mean_pooled,word_novel,0.000412,0.00043,10,54.9,60.9
default,11,words_only,pair_novel,5.6e-05,6.2e-05,10,31.8,37.8
default,11,words_only,word_novel,0.00013,0.000192,10,53.1,59.1
default,12,mean_pooled,pair_novel,3.2e-05,4e-05,10,32.4,38.4
default,12,mean_pooled,word_novel,0.000111,0.000127,10,51.5,57.5
default,12,words_only,pair_novel,3e-05,1.8e-05,10,31.7,37.7
default,12,words_only,word_novel,0.000132,0.000138,10,51.9,57.9
attn_zeroed,0,mean_pooled,pair_novel,3.2e-05,3.8e-05,10,43.1,49.1
attn_zeroed,0,mean_pooled,word_novel,0.000451,0.000539,10,64.4,70.4
attn_zeroed,0,words_only,pair_novel,2.2e-05,2.5e-05,10,38.1,44.1
attn_zeroed,0,words_only,word_novel,0.000346,0.000313,10,61.6,67.6
attn_zeroed,1,mean_pooled,pair_novel,2.1e-05,2e-05,10,40.3,46.3
attn_zeroed,1,mean_pooled,word_novel,0.000147,0.000178,10,47.9,53.9
attn_zeroed,1,words_only,pair_novel,5.3e-05,0.000103,10,27.5,33.5
attn_zeroed,1,words_only,word_novel,0.000431,0.000739,10,28.7,34.7
attn_zeroed,2,mean_pooled,pair_novel,1.8e-05,1.8e-05,10,41.5,47.5
attn_zeroed,2,mean_pooled,word_novel,0.000184,0.000321,10,57.3,63.3
attn_zeroed,2,words_only,pair_novel,2.1e-05,2.2e-05,10,31.9,37.9
attn_zeroed,2,words_only,word_novel,7.5e-05,7.8e-05,10,48.6,54.6
attn_zeroed,3,mean_pooled,pair_novel,1.6e-05,1.4e-05,10,50.5,56.5
attn_zeroed,3,mean_pooled,word_novel,0.000292,0.00041,10,35.2,41.2
attn_zeroed,3,words_only,pair_novel,2e-05,2.7e-05,10,31.5,37.5
attn_zeroed,3,words_only,word_novel,0.000391,0.00054,10,63.5,69.5
attn_zeroed,4,mean_pooled,pair_novel,1.4e-05,1.4e-05,10,49.4,55.4
attn_zeroed,4,mean_pooled,word_novel,0.000505,0.000943,10,43.8,49.8
attn_zeroed,4,words_only,pair_novel,2e-05,2.1e-05,10,31.3,37.3
attn_zeroed,4,words_only,word_novel,0.000198,0.000283,10,70.4,76.4
attn_zeroed,5,mean_pooled,pair_novel,3.6e-05,4.4e-05,10,47.5,53.5
attn_zeroed,5,mean_pooled,word_novel,0.00021,0.000356,10,43.7,49.7
attn_zeroed,5,words_only,pair_novel,2.3e-05,2.4e-05,10,31.7,37.7
attn_zeroed,5,words_only,word_novel,0.00018,0.000192,10,66.9,72.9
attn_zeroed,6,mean_pooled,pair_novel,2.5e-05,3.5e-05,10,47.3,53.3
attn_zeroed,6,mean_pooled,word_novel,0.000143,0.00017,10,44.9,50.9
attn_zeroed,6,words_only,pair_novel,4.2e-05,3.9e-05,10,33.0,39.0
attn_zeroed,6,words_only,word_novel,0.000165,0.000224,10,52.9,58.9
attn_zeroed,7,mean_pooled,pair_novel,2.1e-05,1.9e-05,10,45.8,51.8
attn_zeroed,7,mean_pooled,word_novel,0.000245,0.000433,10,14.5,20.5
attn_zeroed,7,words_only,pair_novel,2e-05,3e-05,10,30.5,36.5
attn_zeroed,7,words_only,word_novel,0.000325,0.000442,10,62.6,68.6
attn_zeroed,8,mean_pooled,pair_novel,2.7e-05,2.1e-05,10,43.1,49.1
attn_zeroed,8,mean_pooled,word_novel,0.000314,0.000402,10,15.8,21.8
attn_zeroed,8,words_only,pair_novel,5.4e-05,5.1e-05,10,26.7,32.7
attn_zeroed,8,words_only,word_novel,0.000318,0.000367,10,58.8,64.8
attn_zeroed,9,mean_pooled,pair_novel,5.7e-05,6.8e-05,10,49.0,55.0
attn_zeroed,9,mean_pooled,word_novel,0.000338,0.000368,10,27.5,33.5
attn_zeroed,9,words_only,pair_novel,4.1e-05,3.6e-05,10,28.1,34.1
attn_zeroed,9,words_only,word_novel,0.000356,0.000375,10,51.0,57.0
attn_zeroed,10,mean_pooled,pair_novel,4.6e-05,4.5e-05,10,45.8,51.8
attn_zeroed,10,mean_pooled,word_novel,0.000377,0.0005,10,48.4,54.4
attn_zeroed,10,words_only,pair_novel,1.9e-05,1.4e-05,10,33.5,39.5
attn_zeroed,10,words_only,word_novel,0.000217,0.000251,10,61.3,67.3
attn_zeroed,11,mean_pooled,pair_novel,5.5e-05,6.2e-05,10,42.5,48.5
attn_zeroed,11,mean_pooled,word_novel,0.000149,0.000196,10,80.4,86.4
attn_zeroed,11,words_only,pair_novel,2e-05,2.1e-05,10,30.4,36.4
attn_zeroed,11,words_only,word_novel,0.000514,0.000705,10,59.4,65.4
attn_zeroed,12,mean_pooled,pair_novel,2.4e-05,3.8e-05,10,41.8,47.8
attn_zeroed,12,mean_pooled,word_novel,0.000461,0.000501,10,79.3,85.3
attn_zeroed,12,words_only,pair_novel,3.9e-05,4.7e-05,10,32.0,38.0
attn_zeroed,12,words_only,word_novel,0.000371,0.000374,10,49.9,55.9
