condition,layer,mode,split,k,mean_r2,sd_r2
default,12,mean_pooled,pair_novel,1,0.192687,0.00418
default,12,mean_pooled,pair_novel,2,0.271163,0.004951
default,12,mean_pooled,pair_novel,3,0.303689,0.005111
default,12,mean_pooled,pair_novel,4,0.328105,0.004704
default,12,mean_pooled,pair_novel,5,0.345131,0.004278
default,12,mean_pooled,pair_novel,6,0.362414,0.004435
default,12,mean_pooled,pair_novel,7,0.373171,0.003891
default,12,mean_pooled,pair_novel,8,0.385376,0.004279
default,12,mean_pooled,pair_novel,9,0.394317,0.004196
default,12,mean_pooled,pair_novel,10,0.401514,0.004242
default,12,mean_pooled,pair_novel,11,0.409438,0.004145
default,12,mean_pooled,pair_novel,12,0.415467,0.004056
default,12,mean_pooled,pair_novel,13,0.420898,0.004411
default,12,mean_pooled,pair_novel,14,0.424927,0.004382
default,12,mean_pooled,pair_novel,15,0.428935,0.00415
default,12,mean_pooled,word_novel,1,0.188336,0.041192
default,12,mean_pooled,word_novel,2,0.254394,0.036107
default,12,mean_pooled,word_novel,3,0.283017,0.036779
default,12,mean_pooled,word_novel,4,0.300883,0.033975
default,12,mean_pooled,word_novel,5,0.312102,0.033319
default,12,mean_pooled,word_novel,6,0.322979,0.039688
default,12,mean_pooled,word_novel,7,0.328537,0.043407
default,12,mean_pooled,word_novel,8,0.337086,0.042086
default,12,mean_pooled,word_novel,9,0.343895,0.038635
default,12,mean_pooled,word_novel,10,0.348709,0.036409
default,12,mean_pooled,word_novel,11,0.354715,0.03858
default,12,mean_pooled,word_novel,12,0.356782,0.039897
default,12,mean_pooled,word_novel,13,0.359426,0.040419
default,12,mean_pooled,word_novel,14,0.361547,0.043446
default,12,mean_pooled,word_novel,15,0.365064,0.04547
default,12,words_only,pair_novel,1,0.036115,0.001688
default,12,words_only,pair_novel,2,0.063929,0.002274
default,12,words_only,pair_novel,3,0.084716,0.002303
default,12,words_only,pair_novel,4,0.099205,0.002809
default,12,words_only,pair_novel,5,0.111043,0.003204
default,12,words_only,pair_novel,6,0.124222,0.003542
default,12,words_only,pair_novel,7,0.130794,0.003876
default,12,words_only,pair_novel,8,0.138628,0.003708
default,12,words_only,pair_novel,9,0.143252,0.00388
default,12,words_only,pair_novel,10,0.150252,0.003527
default,12,words_only,pair_novel,11,0.153843,0.003158
default,12,words_only,pair_novel,12,0.15859,0.002997
default,12,words_only,pair_novel,13,0.163613,0.003
default,12,words_only,pair_novel,14,0.167733,0.003178
default,12,words_only,pair_novel,15,0.1701,0.003191
default,12,words_only,word_novel,1,0.036587,0.008701
default,12,words_only,word_novel,2,0.059229,0.017254
default,12,words_only,word_novel,3,0.07394,0.015585
default,12,words_only,word_novel,4,0.085166,0.016474
default,12,words_only,word_novel,5,0.090522,0.017354
default,12,words_only,word_novel,6,0.09667,0.020487
default,12,words_only,word_novel,7,0.099736,0.020798
default,12,words_only,word_novel,8,0.1023,0.018186
default,12,words_only,word_novel,9,0.103829,0.017499
default,12,words_only,word_novel,10,0.107157,0.016597
default,12,words_only,word_novel,11,0.10895,0.016076
default,12,words_only,word_novel,12,0.111237,0.014268
default,12,words_only,word_novel,13,0.111945,0.01351
default,12,words_only,word_novel,14,0.114907,0.014713
default,12,words_only,word_novel,15,0.114485,0.013466
attn_zeroed,12,mean_pooled,pair_novel,1,0.29606,0.004981
attn_zeroed,12,mean_pooled,pair_novel,2,0.33771,0.004644
attn_zeroed,12,mean_pooled,pair_novel,3,0.376176,0.004896
attn_zeroed,12,mean_pooled,pair_novel,4,0.406835,0.004117
attn_zeroed,12,mean_pooled,pair_novel,5,0.423209,0.005554
attn_zeroed,12,mean_pooled,pair_novel,6,0.434695,0.005321
attn_zeroed,12,mean_pooled,pair_novel,7,0.450174,0.005165
attn_zeroed,12,mean_pooled,pair_novel,8,0.463697,0.004867
attn_zeroed,12,mean_pooled,pair_novel,9,0.475273,0.005539
attn_zeroed,12,mean_pooled,pair_novel,10,0.48468,0.005179
attn_zeroed,12,mean_pooled,pair_novel,11,0.490809,0.005412
attn_zeroed,12,mean_pooled,pair_novel,12,0.496302,0.005216
attn_zeroed,12,mean_pooled,pair_novel,13,0.502071,0.005174
attn_zeroed,12,mean_pooled,pair_novel,14,0.50512,0.004961
attn_zeroed,12,mean_pooled,pair_novel,15,0.508409,0.005047
attn_zeroed,12,mean_pooled,word_novel,1,0.299555,0.032528
attn_zeroed,12,mean_pooled,word_novel,2,0.332663,0.031907
